collection||Sahih Muslim
hadith|2281|Bana Seleme b. Şebib rivayet etti. (Dediki): Bize Hasen b. A'yen rivayet etti. (Dediki): Bize Ma'kıl Ebu'z-Zübeyr'den, o da Câbir'den naklen rivayet etti ki : Bir adam yiyecek istemek için Nebi (Sallallahu Aleyhi ve Sellem)'e gelmiş. O da kendisine yarım kile arpa vermiş, adam ile karısı ve misafiri bundan yemekte devam etmişler. Nihayet arpayı ölçmüş ve arkacığından Nebi (Sallallahu Aleyhi ve Sellem)'e gelmiş : «Onu ölçmeyeydin ondan yer dururdunuz ve sizin için hazır bulunurdu.» buyurmuşlar. İzah 1392t1 de o sayfa için buraya tıklayabilirsin
hadith|706c|Bize Abdullah b. Abdirrahman Ed-Dârimî rivayet etti. (Dediki): Bize Ebû Ali El-Hanefî rivayet etti. (Dediki): Bize Mâlik (bu zât İbni Enes'dir.) Ebu'z-Zübeyr El-Mekkî'den rivayet etti. Ona da Ebu't-Tufeyl Âmir b. Vasile haber vermiş, ona da Muaz b. Cebel haber vermiş. Muâz şöyle demiş: Tebük gazası yılında Resûlullah (Sallallahu Aleyhi ve Sellem)'le birlikte yola çıktık. Namazları cem' ediyordu. Öğle ile ikindiyi beraberce, akşamla yatsıyı beraberce kıldı. Bir gün olunca namazı geciktirdi. Sonra çıkarak öğle ile ikindiyi beraber kıldı. Sonra içeri girdi. Biraz sonra çıkarak akşamla yatsıyı beraberce kıldı. Sonra şöyle buyurdu : «Siz yarın inşaallah Tebük kaynağına varacaksınız. Siz ona kuşluk zamanı olmadan varmayacaksınız. İmdi ona sizden kim varırsa ben gelinceye kadar suyundan hiç bir şey'e dokunmasın!» Derken biz kaynağa vardık. Bizden önce ona iki adam varmış. Kaynaktan fotin bağı kadar su akıyordu. Resûlullah (Sallallahu Aleyhi ve Sellem) o iki adama : «Bunun suyundan bir şey'e dokundunuz mu?» diye sordu. — Evet! cevâbını verdiler. Bunun üzerine Nebi (Sallallahu Aleyhi ve Sellem) onlara sitem etti. Onlara Allah'ın dilediği kadar söz söyledi. Sonra cemâat elleriyle kaynaktan azar azar su aldılar. Hattâ bir şeyin içinde su toplandı. Resûlullah (Sallallahu Aleyhi ve Sellem) onun içinde ellerini ve yüzünü yıkadı. Sonra suyu kaynağa iade etti. Hemen kaynak şarıl şarıl su akıttı. Yahut bol su akıttı. —Ravi Ebû Alî bu iki kelimeden hangisini söylediğinde şekketmiştir.— Hatta cemâat su aldılar. Sonra : «Yâ Muâz! Ömrün vefa ederse burasının bahçelerle dolduğunu görmen yakındır.» buyurdular. İzah 1392t1 de o sayfa için buraya tıklayabilirsin
hadith|1392b|Abdullah b. Mesleme b. Ka'neb rivayet etti. (Dediki): Bize Süleyman b. Bilâl, Amr b. Yahya'dan, o da Abbâs b. Sehl b. Sa'd Es-Sâidî'den, o da Ebû Humeyd'den naklen rivayet etti. Şöyle demiş : Resulullah (Sallallahu Aleyhi ve Sellem)'le birlikte Tebük gazasına çıktık. Ve Vâdi'l-Kura'da bir kadının bahçesine geldik. Resulullah (Sallallahu Aleyhi ve Sellem): «Bu bahçeyi tahmin edin!» buyurdu. Biz de onu tahmin ettik. Resûlullah (Sallallahu Aleyhi ve Sellem) onu on vesk olarak tahmin etti. Ve (kadına) : «inşaallah biz sana donünceye kadar bunu belle!» dedi. Ve yürüdük Nihayet Tebûk'e geldik. Resulullah (Sallallahu Aleyhi ve Sellem): «Bu akşam sizin üzerinize şiddetli bir rüzgâr esecek. O rüzgârda sizden kimse ayağa kalkmasın. Kimin devesi varsa ipini sağlam bağlasın!» buyurdu. Arkacığından şiddetli bir rüzgâr esti. Derken bir adam ayağa kalktı ve rüzgâr onu götürerek Tayyî' dağlarına attı. Eyle hükümdarı îbnü'I-Almâ'ın elçisi Resulullah (Sallallahu Aleyhi ve Sellem)'e bir mektup getirdi. Ona bir de beyaz katır hediye etti. Resulullah (Sallallahu Aleyhi ve Sellem) dahî kendisine cevap yazdı ve bir elbise hediye etti. Sonra yola revan olduk, nihayet Vadi'l-Kura'ya geldik. Resulullah (Sallallahu Aleyhi ve Sellem) kadına bahçesini sordu ; «Bahçenin mahsulü kaç vesk'e baliğ oldu?» dedi. Kadın : — On vesk'e! cevâbını verdi. Bunun üzerine Resulullah (Sallallahu Aleyhi ve Sellem)'. «Ben acele ediyorum. Sîzden kim dilerse benimle beraber acele gelsin. İsteyen kalsın!» buyurdu. Biz de yola çıktık. Medine'ye yaklaştığımızda: «İşte Tâbe! Ve işte Uhud! O bizi seven bir dağdır. Biz de onu severiz,» buyurdu. Sonra ilâve etti: «Şüphesiz Ensar hanelerinin en hayırlısı Benî Neccar hûnesidir. Sonra Benî Abdil-Eşhel hanesi, sonra Benî Abdil-Haris b. Hazrec hanesi, sonra Bemî Sâide hânesidir. Ensâr'ın her hanesinde hay;r vardır.» Az sonra Sa'd b. Ubade'ye yetiştik. Ebû Üseyd (ona): Görmedin mi Resulullah (Sallallahu Aleyhi ve Sellem) ensâr hanelerinin hayırlılarını söyledi de bizi en sona bıraktı, dedi. Bunun üzerine Sa'd Resulullah (Sallallahu Aleyhi ve Sellem)'e yetişerek : — Yâ Resûlallah! Ensar hanelerinin hayırlılarını söylemiş; bizi en sona bırakmışsın! dedi. o da : «Size hayalılardan olmanız yetişmiyor mu?» buyurdu
hadith|1392c|Bize bu hadîsi Ebû Bekr b. Ebî Şeybe rivayet etti. (Dediki): Bize Affan rivayet etti. H. Bize İshâk b. İbrahim de rivayet etti, (Dediki): Bize Muğîre b. Selemete'l-Mahzumî haber verdi. Her iki râvi demişler ki: Bize Vüheyb rivayet etti. (Dediki): Bize Amr b. Yahya bu isnadla: «Ensar hanelerinin her birinde hayır vardır.» cümlesine kadar rivayet etti. Ondan sonraki Sa'd b. Ubâde kıssasını anmadı. Vüheyb'in hadîsinde: «Resulullah (Sallallahu Aleyhi ve Sellem) de ona memleketinin idaresini verdiğini yazdı.» ifâdesini ziyâde etmiştir. Vüheyb'in hadîsinde «Resulullah (Sallallahu Aleyhi ve Sellem)'de ona yazdı.» cümlesini anmamıştır
chapter||He Put His Trust In Allah And Allah Protected Him From The People
hadith|843c|Bize Abd b. Humeyd rivayet etti. (Dediki): Bize Abdürrezzâk haber verdi. (Dediki): Bize Ma'mer Zührî'den, o da Ebû Seleme'den, o da Câbir'den naklen haber verdi. H. Bana Ebû İmran Muhammed b. Ca'fer b. Ziyad da rivayet etti. Lâfız onundur. (Dediki): Bize İbrahim (yâni İbni Sa'd) Zührî'den, o da Sinan b. Ebî Sinan Ed-Düelî'den, o da Câbir b. Abdillah'dan naklen haber verdi. Câbir şöyle demiş : Resulullah (Salîallahu Aleyhi ve Sellem)'le birlikte Necid tarafına gazaya gittik. Ve Resulullah (Sallallahu Aleyhi ve Sellem)'e diken ağacı çok olan bir vadide yetiştik. Derken Resulullah (Sallallahu Aleyhi ve Sellem) bir ağacın altına indi de kılıcını onun dallarından birine astı. Cemâat da ağaçlarla gölgelenmek için vadiye dağıldılar. Resulullah (Sallallahu Aleyhi ve Sellem) buyurdu ki: «Gerçekten ben uyurken bana bir adam geldi. Ve kılıcı aldı Hemen uyandım. Adam başımda duruyordu. Hiç anlamadım, kılıç sıyrılmış olarak elinde idi. Ve bana: Seni benden kim men eder? dedi. Ben: Allah! dedim. Sonra ikinci defa (tekrar): Seni benden kim men eder? dedi. Ben (yine) Allah! dedim. Bunun üzerine kılıcı kınına iade etti. Ve hemen oturdu.» Ondan sonra Resulullah (Sallallahu Aleyhi ve Sellem) ona kötü bir şey söylemedi. Diğer tahric: Hadisi Buhari f.bari (2910, 2913, 4135, 4139), Nesai s.kübra siyer (8719, 8801) Ahmed, Müsned (14335) ve İbn Hibban (4537) rivayet etmişlerdir
hadith|843d|Bana Abdullah b. Abdirrahman Ed-Dârimî ile Ebû Bekr b. İshâk da rivayet ettiler. (Dedilerki): Bize Ebu'l-Yeman haber verdi. (Dediki): Bize Şuayb, Zührî'den naklen haber verdi. (Demişki): Bana Sinan b. Ebî Sinan Ed-Duelî ile Ebû Seleme b. Abdirrahman rivayet ettiler. Onlara da Câbir b. Abdillah EI-Ensârî —ki Nebi (Salîallahü Aleyhi ve Sellem) "m ashabından idi— haber vermiş ki: Kendisi Nebi (Sallallahu Aleyhi ve Sellem)'le birlikte Necid tarafına bir gazaya gitmiş. Nebi (Sallallahu Aleyhi ve Sellem) dönünce o da beraberinde dönmüş. Bir gün kendilerine sıcağın şiddeti gelip çatmış... Sonra râvi İbrahim b. Sa'd ile Ma'mer'in hadîsi gibi nakletmiştir
hadith|843e|{M-14} Bize Ebû Bekr b. Ebî Şeybe rivayet etti. (Dediki): Bize Affan rivayet etti. (Dediki): Bize Eban b. Yezid rivayet etti. (Dediki): Bize Yahya b. Ebî Kesîr, Ebî Seleme'den, o da Câbir'den naklen rivayet etti. Şöyle demiş: Resulullah (Sallallahu Aleyhi ve Sellem)'le birlikte geldik. Zatü'r-Rika denilen yere ulaştığımızda... Râvi Zührî*nin hadîsi mânâsında rivayette bulunmuş. Fakat «Sonra Resulullah (Sallallahu Aleyhi ve Sellem) ona kötü bir şey söylemedi.» cümlesini anmamıştır
chapter||The Likeness Of The Guidance And Knowledge With Which The Prophet (ﷺ) Was Sent
hadith|2282|
chapter||His Compassion Towards His Ummah, And His Intense Concern To Warn Them Against That Which May Harm Them
hadith|2283|Bize Abdullah b. Berrad El-Eş'âri ile Ebû Kureyb rivayet ettiler. Lâfız Ebû Kureyb'indir. (Dedilerki): Bize Ebû Usâme Büreyd'den, o da Ebû Bürde'den, o da Ebû Musa'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen rivayet etti. Söyle buyurmuşlar: «Şüphesiz benim ve Allah'ın benimle gönderdiği şeyin misâli bir adamın misâli gibidir. Ki : Kavmine gelir de: Ey kavmim, ben orduyu iki gözümle gördüm. Ben gerçekten soyunmuş uyarıcıyım. Kurtulmaya bakın! der. Kavminden bir taife ona itaat eder. Ve gecelikle yola düşerek yavaş yavaş giderler. Onlardan bir taife de onu yalanlayarak yerlerinde sabahlarlar ve ordu sabah baskını yaparak onları helak eder. Köklerini kurutur, işte bana itaat edip getirdiğime tâbi olanlarla, bana isyan edip getirdiğim hakkı yalanlayanların misâli, budur.» Bu hadîsi Buhari Rikak ve î'tisam bahislerinde tahrîc et­miştir. Soyunmuş uyarıcıdan murad : Korkunç haber getirendir. Eskiden Araplar'ın âdetine göre bir adam bir cemâati korkutmak ve kendilerine korkunç bir haber vermek isterse elbisesini çıkarır, şayet uzakta ise bu elbise ile kendilerine işarette bulunur. Bununla musibet haberi verdiğine işaret ederdi. Bunu ekseriyetle bir cemâatin öncüsü ve gözcüsü yapardı. Böyle yapması: Gören daha iyi farketsin, daha çok şaşsın ve manzara daha çirkin olsun diyedir. Bu şekil o cemâati düşman için hazırlanmaya daha çok teşvik eder. Bazılarına göre bunun mânâsı: «Ben, kendisine düşman yetişip, elbisesini alan uyarıcıyım. İşte sizi çıplak olarak uyarıyorum.» demektir. «Alâ nıühletihim» tâbiri Müs1im'in bütün nüshalarında burada olduğu gibidir. «Ekem'ü beyne's-Sahiheyn» nam eserde ikisinin de doğru olduğunu söylüyor. İzah 2285 te
hadith|2284a|
hadith|2284b|{V-17} Bize bu hadîsi Amru'n-Nakıd ile İbni Ebî Ömer de rivayet ettiler. (Dedilerki): Bize Süfyân, Ebu'z-Zinad'dan, bu isnadla bu hadîsin benzerini rivayet etti
hadith|2284c|Bize Muhammed b. Râfi' rivayet etti. (Dediki): Bize Abdürrezzâk rivayet etti. (Dediki): Bize Ma'mer Hemmam b. Münebbih'den naklen haber verdi. Hemmam: Ebû Hureyre'nin: Resulullah (Sallallahu Aleyhi ve Sellem)'den bize rivayet ettikleri bunlardır diyerek bir takım hadîsler rivayet etmiştir. Onlardan biri de şudur: Resulullah (Sallallahu Aleyhi ve Sellem): «Benîm misâlim ateş yakan bir adamın misâli gibidir. Ateş etrafındaki şeyleri aydınlatınca pervaneler ve şu ateşteki hayvanlar içine düşmeye başlarlar. Adam onları men etmeye başlarsa da onlar kendisine galebe çalarak ateş'e atılırlar. İşte benimle sizin misâliniz budur. Ben ateşten korumak için sizin eteğinizden tutuyorum : Ateşten beri gel! Ateşten beri gel! diyorum. Siz bana galebe çalarak onun içine atılıyorsunuz.» buyurdular. İzah 2285 te
hadith|2285|Bana Muhammed b. Hâtİm rivayet etti. (Dediki): Bize İbni Mehdi rivayet etti. (Dediki): Bize Selîm, Said b. Mînâ'dan, o da Câbir'den naklen rivayet etti. Câbir şöyle demiş: Resulullah (Sallallahu Aleyhi ve Sellem); «Benimle sizin misâliniz, ateş yakan bîr adamın misâli gibidir ki; hemen cırcırlarla pervaneler İçine düşmeye başlarlar. O bunları kovar. Ben de ateşten korumak için sizin eteğinizden tutuyorum. Halbuki siz elimden kaçıyorsunuz.» buyurdu
chapter||He (ﷺ) Was The Seal Of The Prophets
hadith|2286a|
hadith|2286b|Bize Muhammed b. Râfi' de rivayet etti. (Dediki): Bize Abdürezzâk rivayet etti. (Dediki): Bize Ma'mer Hemmam b. Münebbih'den rivayet etti. Hemmam Ebû Hureyre'nin Resulullah (Sallallahu Aleyhi ve Sellem)'den bize rivayet ettikleri bunlardır diyerek bir takım hadîsler rivayet etmiştir. Onlardan biri de şudur: Ve Ebu'l-Kasım (Sallallahu Aleyhi ve Sellem): «Benimle benden önce geçen Nebilerin misâli, bir takım evler inşâ eden, onları iyi, güzel ve mükemmel yapan, ancak köşelerinden bir köşesinde bir kerpiç yeri bırakan bir adamın misâlidir. Ki : İnsanlar dolaşmaya ve binayı beğenmeye başlarlar. Hem şuraya bir kerpiç koysan da binan tamam olsaydı ya derler. Muhammed (Sallallahu Aleyhi ve Sellem) derki: İşte o kerpiç benim.» buyurdular
hadith|2286c|Bize Yahya b. Eyyûb ile Kuteybe ve İbni Hucr' da rivayet ettiler. (Dedilerki): Bize İsmail (yâni îbni Ca'fer) Abdullah b. Dinar'dan, o da Ebû Sâiih Semman'dan, o da Ebû Hureyre'den naklen rivayet ettiki: Resulullah (Sallallahu Aleyhi ve Sellem): «Benimle benden önce geçen Nebilerin misâli bînâ inşâ edip onu iyi ve güzel yapan, yalnsz köşelerinden bîr köşede bir kerpiç yeri bırakan bir adam gibidir. Ki : İnsanlar o binayı dolaşırlar ve beğenirler de, şu kerpiç konsaydı ya, derler. îşte o kerpiç benim, Nebilerin sonu da benim.» buyurmuşlar
hadith|2286d|{M-22} Bize Ebû Bekr b. Sbî Şeybe ile Ebû Kureyb rivayet ettiler. (Dedilerki): Bize Ebû Muâviye A'meş'den, o da Ebû Sâlih'den, o da Ebû Said'den naklen rivayet etü. Şöyle demiş: Resulullah (Sallallahu Aleyhi ve Sellem) buyurdular ki: «Benimle Nebilerin misali...» Ve râni yukardaki hadîs gibi rivayette bulunmuştur. İzah 2287 de
hadith|2287a|
hadith|2287b|{M-23} Bu hadîsi bana Muhammed b. Râfi' de rivayet etti. (Dediki): Bize İbni Mehdî rivayet etti. (Dediki): Bize Selim bu isnadla bu hadîsin mislini rivayet etti. Ve «Etemmehâ» yerine «Ahsenehâ» dedi
chapter||When Allah Wants To Show Mercy To A Nation, He takes Their Prophet (ﷺ) Before Them
hadith|2288|Müslim der ki: Bana Ebû Usâme den rivayet olundu. Bunu ondan rivayet edenlerden biri de İbrahim b. Said'dir. Buyurmuşlar ki: «Şüphesiz Allah (Azze ve Celle) kullarından bir ümmete rahmet etmeyi dilerse o ümmetten evvel Nebiinin ruhunu kabzeder de onu o ümmet için bir öncü ve dümdar yapar. Bir ümmetin de helakini dilerse onu Nebisi sağ iken azâb eder. Ve Nebiin gözünün önünde onu helak eder. Ümmeti onu tekzîb edip emrine isyan ettikleri için onları helak etmekle Nebisini de memnun eder.»
chapter||The Cistern Of Our Prophet (ﷺ) And Its Attributes
hadith|2289a|
hadith|2289b|{M-25} Bize Ebû Bekr b. Ebî Şeybe rivayet etti. (Dediki): Bize Veki' rivayet etti. H. Bize Ebû Kureyb de rivayet etti. (Dediki): Bize İbni Bişr rivayet etti. Her iki râvi Mis'ar'dan rivayet etmişlerdir. H. Bize Ubeydullah b. Muaz dahî rivayet etti. (Dediki): Bize babam rivayet etti. H. Bize Muhammed b. Müsenna da rivayet etti. (Dediki): Bize Muhammed b. Ca'fer rivayet etti. Her iki râvi demişler ki: Bize Şu'be rivayet etti. Her iki râvi Abdü'l-Melik b. Umeyr'den, o da Cündep'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen bu hadîsin mislini rivayet etmişlerdir
hadith|2290,2291a|
hadith|2291b|{m-26-} Bize Harun b. Saîd El-Eylî de rivayet etti. (Dediki): Bize İbni Vehb rivayet etti. (Dediki): Bana Usâme, Ebî Hâzim'den, o da Sehl'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen haber verdi. Bir de Nu'man b. Ebî Ayyaş'dan, o da Ebû Saîd-i Hudrî'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den Ya'kub'un hadîsi gibi rivayette bulunmuştur. İzah 2305 te
hadith|2292,2293|
hadith|2294|Bize İbni Ebî Ömer rivayet etti. (Dediki): Bize Yalıya b. Süleym, İbni Hüseyin'den, o da Abdullah b. Ubeydillah b. Ebî Müleyke'den naklen rivayet etti ki: Kendisi Âişe'yi şunu söylerken işitmiş: Ben Resulullah (Sallallahu Aleyhi ve Sellem)'i ashabının arasında olduğu halde şöyle buyururken işittim: «Ben havzın başında olacağım. Sizden bana gelenleri gözeteceğim. Vallahi bana yakın gelmiş bir takım adamlar bölünecektir. Ben: Ey Rabbim (bunlar) benden ve benim ümmefimdendir, diyeceğim. Teâlâ Hazretleri de : — Sen onların senden sonra ne yaptıklarını bilmezsin. Onlar gerisi geriye dönmekte devam ettiler, diyecektir.» İzah 2305 te
hadith|2295a|
hadith|2295b|{…} Bana Ebû Ma'ner-Rakâşî ile Ebû Bekr b. Nâfi' ve Abd b. Humeyd rivayet ettiler. (Dedilerki): Bize Ebû Âmir (bu zat Abdü'l-Melik b. Amr'dır) rivayet etti. (Dediki): Bize Eflah b. Saîd rivayet etti. (Dediki): Bize Abdullah b. Râfi' rivayet etti. (Dediki): Ümmü Seleme kendisi taranırken Nebi (Sallallahu Aleyhi ve Sellem)’i minber üzerinde: «Ey insanlar!» derken işittiğini ve başını tarayan cariyeye : — Başımı topla! dediğini. Bükeyr'in Kasım b. Abbas'dan rivayet ettiği hadîs gibi rivayette bulundu. İzah 2305 te
hadith|2296a|
hadith|2296b|Bize Muhammed b. Müsennâ da rivayet etti. (Dediki): Bize Vehb (yâni İbni Cerir) rivayet etti, (Dediki): Bize babam rivayet etti, (Dediki): Ben Yahya b. Eyyub'u, Yezid b. Ebî Habib'den, o da Mersed'den, o da Ukbe b. Âmir'den naklen rivayet ederken dinledim. Ukbe şöyle demiş: Resulullah (Sallallahu Aleyhi ve Sellem) Uhud şehidlerinin üzerine cenaze namazı kıldı. Sonra (gelip) Minbere çıktı. Dirilerle ölülere veda eden gibi hutbe okudu. Ve : «Ben havzın başına sizden önce varacağım. Gerçekten onun genişliği Eyle ile Cuhfe arası gibidir. Ben sizin benden sonra şirk koşacağınızdan korkuyor değilim. Lâkin ben sizin dünya hakkında yarışa girişeceğinizden ve birbirinizle çarpışıp sizden öncekilerin helak olduğu gibi helak olacağınızdan korkuyorum.» buyurdular. Ukbe: «Bu benim Resulullah. (Sallallahu Aleyhi ve Sellem)'i minber üzerinde son görüşüm oldu.» demiştir. İzah 2305 te
hadith|2297a|
hadith|2297b|{M-32} Bize bu hadîsi Osman b. Ebî Şeybe ile îshâk b. İbrahim de Cerir'den, o da A'meş'den bu isnadla rivayette bulundular. Yalnız o: «Ashabım! Ashabım!» ifadesini anmamıştır
hadith|2297c|{M-32-2} Bize yine Osman b. Ebî Şeybe ile İshâk b. İbrahim ikisi birden Cerir'den rivayet ettiler. H. Bize İbni Müsennâ da rivayet etti. (Dediki): Bize Muhammed b. Ca'fer rivayet etti. (Dediki): Bize Şu'be rivayet etti. Bu râviler toptan Muğîre'den, o da Ebû Vâil'den, o da Abdullah'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen A'meş'in hadîsi gibi rivayette bulunmuşlardır. Şu benim Muğîre'den rivayet ettiği hadîste «Ebû Vâil'den dinledim.» cümlesi vardır
hadith|2297d|{M-32-3} Bize bu hadîsi Saîd b. Amr El-Eş'asî de rivayet etti. (Dediki): Bize Abser haber verdi. H. Bize Ebû Bekir b. Ebî Şeybe de rivayet etti. (Dediki): Bize İbni Fudeyl rivayet etti. Her iki râvi Husayn'dan, o da Ebû Vâil'den, o da Huzeyfe'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen A'meş'le Muğîre'nin hadîsi gibi rivayette bulundu. İzah 2305 te
hadith|2298a|
hadith|2298b|{M-33} Bana İbrahim b. Muhammed b. Ar'are de rivayet etti. (Dediki): Bize Haremî b. Umara rivayet etti. (Dediki): Bize Şu'be Ma'bed b. Hâlid'den rivayet ettiki: Ma'bed, Harise b. Vehb El-Huzâî'yi şöyle derken işitmiş: Ben Resûlullah (Sallallahu Aleyhi ve Sellem)'i... buyururken dinledim. O havzı da zikretmiş. Yukarki hadîs gibi rivayette bulunmuş. Fakat Müstevrid'İn sözünü ve Hârise'nin sözünü anmamış. İzah 2305 te
hadith|2299a|
hadith|2299b|{M-34} Bize Züheyr b. Harb ile Muhammed b. Müsennâ ve Ubeydullah b. Said rivayet ettiler. (Dedilerki): Bize Yahya (bu zât El-Kattan'dır.) Ubeydullah'dan rivayet etti. (Demişki): Bana Nâfî', İbni Ömer'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen haber verdi. «Gerçekten önünüzde Cerba ile Ezruh arası gibi bir havz vardır.» buyurmuşlar. İbnü Müsenna'nın rivayetinde : «Benim havzım...» denilmiştir
hadith|2299c|{M-34-2} Bize İbnü Numeyr de rivayet etti. (Dediki): Bize babam rivayet etti. H. Bize Ebû Bekr b. Ebi Şeybe dahi rivayet etti. (Dediki): Bize Muhammed b. Bişr rivayet etti. Her iki râvi demişlerki: Bize Ubeydullah bu isnadla bu hadîsin mislini rivayet etti. Şunu da ziyade eyledi: «Ubeydullah dediki: Ona sordum da: Bunlar Şam'da iki köydür. Aralarında üç gecelik mesafe vardır, dedi.» İbni Bişr'in hadîsinde (üç gece yerine) üç gün denilmiştir
hadith|2299d|{M-34-3} Bana Süveyd b. Saîd de rivayet etti. (Dediki): Bize Hafs b. Meysera, Musa b. Ukbe'den, o da Nâfi'den, o da İbni Ömer'den, o da Peygamber (Sallallahu Aleyhi ve Sellem)'den naklen Ubeydullah'ın hadîsi gibi rivayette bulundu
hadith|2299e|Bana Harmele b. Yahya dahi rivayet etti. Bize Abdullah b. Vehb rivayet etti. (Dediki): Bana Ömer b. Muhammed Nâfi'den, o da Abdullah'dan naklen rivayet etti. Resulullah (Sallallahu Aleyhi ve Sellem): «Gerçekten önünüzde Cerba ile Ezruh arası kadar bir havz var. Onda gökyüzünün yıldızları gibi ibrikler var. Her kim ona gelir de ondan içerse bîr daha ebediyyen susamaz.» buyurmuşlar. İzah 2305 te
hadith|2300|Bize Ebû Bekr b. Ebî Şeybe ile İshâk b. İbrahim ve İbni Ebî Ömer El-Mekki rivayet ettiler. Lâfız İbni Ebî Şeybe'nindir. (İshâk Ahberena, Ötekiler Haddesena tâbirlerini kullandılar.) (Dedilerki): Bize Abdü'l-Aziz b. Abdissamed El-Ammî, Ebû İmran El-Cevnî'den, o da Abdullah b. Samit'den, o da Ebû Zer'den rivayet etti. Ebû Zer şöyle demiş : — Yâ Resûlallah havzın kapları nedir? diye sordum. «Muhammed'in nefsi yedi kudretinde olan Allah'a yemin ederim ki : Onun kapları gökyüzünün Ülker ve yıldızlarından daha çoktur. Hem de açık karanlık gecede! Bunlar cennetin kaplarıdır. Her kim bu kaplardan içerse ömrünün sonuna kadar susamaz. Havzın cennetten çıkan iki oluğu gürül gürül akar. Qndan kim içerse (bir daha) susamaz. Genişliği uzunluğu gibi olup, Amman ile Eyle arası kadardır. Suyu sütten daha ak ve baldan daha tatlıdır.» buyurdular. İzah 2305 te
hadith|2301a,b|
hadith|2301c|{M-37-2} Bize Muhammed b. Beşşâr da rivayet etti. (Dediki): Bize Yahya b. Hammad rivayet etti. (Dediki): Bize Şu'be Katade'den, o da Salim b. Ebi'l-Ca'd'dan, o da Ma'dân'dan, o da Sevban'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen havz hadîsini rivayet etti. Râvi di­yor ki: Ben Yahya b. Hammad'a : — Bu senin Ebû Avâne'den işittiğin bir hadîs midir? diye sordum. — Onu ben Şu'be'den de işittim, dedi. — Benim için ona bir bak! dedim. O da benim için baktı ve onu bana rivayet etti. İzah 2305 te
hadith|2302a|
hadith|2302b|{M-38} Bu hadîsi bana Ubeydullah b. Muâz da rivayet etti. (Dediki): Bize babam rivayet etti. (Dediki): Bize Şu'be Muhammed b. Ziyad'dan rivayet etti. O da Ecû Hureyre'yi: Resulullah (Sallallahu Aleyhi ve Sellem) buyurdularki... derken işitmiş. Râvi yukarki hadîs gibi rivayette bulunmuştur. İzah 2305 te
hadith|2303a|
hadith|2304a|
hadith|2304b|
hadith|2303b|
hadith|2303c|
hadith|2303d,e|
hadith|2305a|
hadith|2305b|
chapter||The Angels Fought Alongside Him (ﷺ)
hadith|2306a|
hadith|2306b|Bana İshâk b. Mansûr da rivayet etti. (Dediki): Bize Abdü's-Samed b. Abdil-Vâris haber verdi. (Dediki): Bize İbrahim b. Sa'd riviiyet etti. (Dediki): Bize Sa'd babasından, o da Sa'd b. Ebî Vakkas'dan naklen rivayet etti. Sa'd şöyle demiş: Gerçekten Uhud günü Resulullah (Sallallahu Aleyhi ve Sellem)'in sağında ve solunda iki adam gördüm. Üzerlerinde beyaz elbiseler vardı. Onun nâmına en şiddetli çarpışmayı yapıyorlardı. Onları ne bundan önce gördüm, ne de sonra
chapter||His Courage
hadith|2307a|
hadith|2307b|Bize Ebû Bekr b. Ebî Şeylce de rivayet etti. (Dediki): Bize Veki' Şu'be'den, o da Katade'den, o da Enes'den naklen rivayet etti. (Şöyle demiş): Medine'de bir korku vardı. Bu sebeple Nebi (Sallallahu Aleyhi ve Sellem) Ebû Talha'nın Mendup denilen bir atını emanet aldı. Ve ona bindi. Müteakiben: «Her ne kadar atı derya bulsak da bir korku görmedik.» buyurdular
hadith|2307c|{M-49} Bize bu hadîsi Muhammed b. Müsennâ ile İbni Beşşâr da rivayet ettiler. (Dedilerki); Bize Muhammed b. Ca'fer rivayet etti. H. Bana bu hadîsi Yahya b. Habib dahi rivayet etti. (Dediki): Bize Hâlid (yâni İbni Haris) rivayet etti. Her iki râvi demişler ki: Bize Şu'be bu isnadla rivayet etti. İbni Ca'fer'in hadîsinde : «Bizim bir atımız...» demiş. «Ebû Talha'nın» dememiştir. Hâlid'in hadîsinde ise: «Katade'den rivayet olunmuş, demişki: Enes'den işittim.> ifadesi vardır
chapter||His Generosity
hadith|2308a|
hadith|2308b|{M-50} Bize bu hadîsi Ebû Kureyb de rivayet etti. (Dediki): Bize İbni Mübarek Yûnus'dan rivayet etti. H. Bize Abd b. Humeyd de rivayet etti. (Dediki): Bize Abdürrezzâk haber verdi. (Dediki): Bize Ma'mer haber verdi. Her iki râvi Zührî'den bu isnadla bu hadîsin benzerini rivayet etmişlerdir
chapter||His Good Manners
hadith|2309a|
hadith|2309b|{M-51} Bize bu hadîsi Şeyban b. Ferruh dahi rivayet etti. (Dediki): Bize Sellam b. Miskin rivayet etti. (Dediki): Bize Sabit El-Bünânî, Enes'den bu hadîsin mislini rivayet etti
