collection||Sahih Muslim
hadith|2273,2274a|
hadith|2274b|ہمام بن منبہ نے حدیث بیان کی ، کہا : یہ احادیث ہیں جو ہمیں ابوہریرہ رضی اللہ تعالیٰ عنہ نے رسول اللہ صلی اللہ علیہ وسلم سے بیان کیں ۔ انھوں نے کئی احادیث بیان کیں ، ان میں سے ( ایک ) یہ ہے : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " جب میں سو رہا تھا تو زمین کے خزانے میرے پاس لائے گئے ۔ اس ( خزانے کو لانے والے ) نے سونے کے دو کنگن میرے ہاتھوں میں ڈال دیے ، یہ دونوں مجھ پر گراں گزرے اور انھوں نے مجھے تشویش میں مبتلا کردیا ، تو میری طرف وحی کی گئی کہ ان دونوں پھونک ماریں ، میں نے دونوں کو پھونک ماری تو وہ چلے گئے ۔ میں نے ان سے مراد دو کذب لئے ، میں ان کے وسط میں ( مقیم ) ہوں ۔ ایک ( دائیں ہاتھ پر واقع ) صنعاء کا رہنے والا اور دوسرا بائیں ہاتھ پر ) یمامہ کارہنے والا ۔
hadith|2275|حضرت سمرہ بن جندب رضی اللہ تعالیٰ عنہ سے روایت ہے ، کہا : نبی کریم صلی اللہ علیہ وسلم صبح کی نماز پڑھنے کےبعد لوگوں کی طرف رخ کرتے اور فرماتے : " تم میں سے کسی نے گزشتہ رات کوئی خواب دیکھا؟
book||The Book of Virtues
chapter||The Superiority Of The Prophet's Lineage, And The Stone That Greeted Him Before His Prophethood
hadith|2276|۔ ابو عمار شدادسے رویت ہے کہ انھوں نے حضرت واثلہ بن اسقع رضی اللہ تعالیٰ عنہ سے سنا ، وہ کہہ رہے تھے : میں نے رسول اللہ صلی اللہ علیہ وسلم کو یہ فرماتے ہوئے سنا؛ " اللہ تعالیٰ نے حضرت اسماعیل علیہ السلام کی اولاد میں سے کنانہ کو منتخب کیا اور کنانہ میں سے قریش کو منتخب کیا اور قریش میں سے بنو ہاشم کو منتخب کیا اور بنو ہاشم میں سے مجھ کو منتخب کیا ۔
hadith|2277|حضرت جابر بن سمرہ رضی اللہ تعالیٰ عنہ سے روایت ہے ، کہا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " میں مکہ میں اس پتھر کو اچھی طرح پہچانتا ہوں جو بعثت سے پہلے مجھے سلام کیا کرتا تھا ، بلاشبہ میں اس پتھر کو اب بھی پہچانتا ہوں ۔
chapter||The Superiority Of Our Prophet (ﷺ) Over All Of Creation
hadith|2278|عبداللہ بن فروخ نے کہا : مجھے حضرت ابوہریرہ رضی اللہ تعالیٰ عنہ نے حدیث بیان کی ، کہا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " میں قیامت کے دن ( تمام ) اولاد آدم کا سردار ہوں گا ، پہلا شخص ہوں گا جس کی قبر کھلے گی ، سب سے پہلا شفاعت کرنے والا ہوں گا اور سب سے پہلا ہوں گا جس کی شفاعت قبول ہوگی ۔
chapter||The Miracles Of The Prophet (ﷺ)
hadith|2279a|
hadith|2279b|اسحاق بن عبداللہ بن ابی طلحہ نے حضرت انس بن مالک رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : میں نے رسول اللہ صلی اللہ علیہ وسلم کو دیکھا کہ عصر کا وقت آچکا تھا ، لوگوں نے وضو کا پانی تلاش کیا اور انھیں نہ ملا ، پھر رسول اللہ صلی اللہ علیہ وسلم کے پاس وضو کا کچھ پانی لایاگیا ۔ رسول اللہ صلی اللہ علیہ وسلم نے اس برتن میں اپنا دست مبارک رکھ دیا اور لوگوں کو اس پانی میں سے وضو کا حکم دیا ۔ کہا : تو میں نے د یکھا کہ پانی آپ کی انگلیوں کے نیچے سے پھوٹ رہا تھا اور لوگوں نے اپنے آخری آدمی تک ( اس سے ) وضو کرلیا ۔
hadith|2279c|معاذ کے والد ہشام نے قتادہ سے روایت کی ، کہا : ہمیں حضرت انس بن مالک رضی اللہ تعالیٰ عنہ نے حدیث بیان کی کہ نبی کریم صلی اللہ علیہ وسلم اور آپ صلی اللہ علیہ وسلم کے اصحاب ( مقام ) زوراء میں تھے { اور زوراء مدینہ میں مسجد اور بازار کے نزدیک ایک مقام ہے } آپ صلی اللہ علیہ وسلم نے پانی کا ایک پیالہ منگوایا اور اپنی ہتھیلی اس میں رکھ دی ، تو آپ صلی اللہ علیہ وسلم کی انگلیوں کے درمیان سے پانی پھوٹنے لگا اور تمام اصحاب رضی اللہ عنہم نے وضو کر لیا ۔ قتادہ نے کہا کہ میں نے انس رضی اللہ عنہ سے کہا کہ اے ابوحمزہ! اس وقت آپ کتنے آدمی ہوں گے؟ سیدنا انس رضی اللہ عنہ نے کہا کہ تین سو کے قریب تھے ۔
hadith|2279d|سعید نے قتادہ سے حدیث بیان کی ، انھوں نے حضرت انس رضی اللہ تعالیٰ عنہ سے روایت کی کہ نبی کریم صلی اللہ علیہ وسلم زوراء میں تھے ، آپ کے پاس پانی کا ایک برتن لایا گیا ، وہ آپ کی انگلیوں کے اوپر تک بھی نہیں آتاتھا ( جس میں آپ کی انگلیاں بھی نہیں ڈوبتی تھیں ) یا اس قدر تھا کہ ( شاید ) آپ کی انگلیوں کو ڈھانپ لیتا ۔ پھر ہشام کی حدیث کی طرح بیان کیا ۔
hadith|2280|سیدنا جابر رضی اللہ عنہ سے روایت ہے کہ ام مالک رضی اللہ عنہا رسول اللہ صلی اللہ علیہ وسلم کو ایک کپی میں بطور تحفہ کے گھی بھیجا کرتی تھیں ، پھر اس کے بیٹے آتے اور اس سے سالن مانگتے اور گھر میں کچھ نہ ہوتا تو ام مالک رضی اللہ عنہا اس کپی کے پاس جاتی ، تو اس میں گھی ہوتا ۔ اسی طرح ہمیشہ اس کے گھر کا سالن قائم رہتا ۔ ایک بار ام مالک نے ( حرص کر کے ) اس کپی کو نچوڑ لیا ، پھر وہ رسول اللہ صلی اللہ علیہ وسلم کے پاس آئیں تو آپ صلی اللہ علیہ وسلم نے استفسار فرمایا کہ کیا تم نے اس کو نچوڑ لیا ہے؟ انہوں نے جواب دیا ہاں تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ اگر تو اس کو یوں ہی رہنے دیتی ( اور ضرورت کے وقت لیتی ) تو وہ ہمیشہ قائم رہتا ۔
hadith|2281|حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت ہے کہ ایک شخص نبی کریم صلی اللہ علیہ وسلم کی خدمت میں کھانا حاصل کرنے کے لئے آیا ، آپ نے اسے آدھا وسق ( تقریباً 120کلو ) جو دیے تو وہ آدمی ، اس کی بیوی اور ان دونوں کے مہمان مسلسل اس میں سے کھاتے رہے ، یہاں تک کہ ( ایک دن ) اس نے ان کو ماپ لیا ، پھر وہ نبی کریم صلی اللہ علیہ وسلم کے پا س آیا ( اور ماجرابتایا ) تو آپ نے فرمایا؛ " اگرتم اس کو نہ ماپتے تو مسلسل اس میں سے کھاتے رہتے اور یہ ( سلسلہ ) تمھارے لئے قائم رہتا ۔
hadith|706c|ہمیں ابو علی حنفی نے حدیث سنائی ، کہا : ہمیں مالک بن انس نے ابو زبیر مکی سے حدیث بیان کی کہ ابو طفیل عامر بن واثلہ نے انھیں خبردی ، انھیں حضرت معاذ بن جبل رضی اللہ تعالیٰ عنہ نے بتایا ، کہا : کہ ہم غزوہ تبوک کے موقع پر رسول اللہ صلی اللہ علیہ وسلم کے ساتھ اس سال نکلے ۔ آپ صلی اللہ علیہ وسلم اس سفر میں دو نمازوں کو جمع کرتے تھے ۔ پس ظہر اور عصر دونوں ملا کر پڑھیں اور مغرب اور عشاء ملا کر پڑھیں ۔ ایک دن آپ صلی اللہ علیہ وسلم نے نماز میں دیر کی ۔ پھر نکلے اور ظہر اور عصر ملا کر پڑھیں پھر اندر چلے گئے ۔ پھر اس کے بعد نکلے تو مغرب اور عشاء ملا کر پڑھیں اس کے بعد فرمایا کہ کل تم لوگ اگر اللہ تعالیٰ نے چاہا تو تبوک کے چشمے پر پہنچو گے اور دن نکلنے سے پہلے نہیں پہنچ سکو گے اور جو کوئی تم میں سے اس چشمے کے پاس جائے ، تو اس کے پانی کو ہاتھ نہ لگائے جب تک میں نہ آؤں ۔ سیدنا معاذ رضی اللہ عنہ نے کہا کہ پھر ہم اس چشمے پر پہنچے اور ہم سے پہلے وہاں دو آدمی پہنچ گئے تھے ۔ چشمہ کے پانی کا یہ حال تھا کہ جوتی کے تسمہ کے برابر ہو گا ، وہ بھی آہستہ آہستہ بہہ رہا تھا ۔ رسول اللہ صلی اللہ علیہ وسلم نے ان دونوں آدمیوں سے پوچھا کہ تم نے اس کے پانی میں ہاتھ لگایا؟ انہوں نے کہا کہ ہاں ، تو آپ صلی اللہ علیہ وسلم نے ان کو برا کہا ( اس لئے کہ انہوں نے حکم کے خلاف کیا تھا ) اور اللہ تعالیٰ کو جو منظور تھا وہ آپ صلی اللہ علیہ وسلم نے ان کو سنایا ۔ پھر لوگوں نے چلوؤں سے تھوڑا تھوڑا پانی ایک برتن میں جمع کیا تو آپ صلی اللہ علیہ وسلم نے اپنے دونوں ہاتھ اور منہ اس میں دھویا ، پھر وہ پانی اس چشمہ میں ڈال دیا تو وہ چشمہ جوش مار کر بہنے لگا اور لوگوں نے ( اپنے جانوروں اور آدمیوں کو ) پانی پلانا شروع کیا ۔ اس کے بعد آپ صلی اللہ علیہ وسلم نے فرمایا کہ اے معاذ! اگر تیری زندگی رہی تو تو دیکھے گا کہ یہاں جو جگہ ہے وہ گھنے باغات سے لہلہااٹھے گی ۔
hadith|1392b|۔ سلیمان بن بلال نے عمرو بن یحییٰ سے حدیث بیان کی ، انہوں نے عباس بن سہل بن سعد ساعدی سے ، انھوں نے ابو حمید رضی اللہ تعالیٰ عنہ سے روایت کی ، کہا : سیدنا ابوحمید رضی اللہ عنہ کہتے ہیں کہ تبوک کی جنگ ( غزوہ تبوک ) میں ہم رسول اللہ صلی اللہ علیہ وسلم کے ساتھ نکلے ۔ وادی القریٰ ( شام کے راستے میں مدینہ سے تین میل کے فاصلے پر ایک مقام ہے ) میں ایک عورت کے باغ کے پاس پہنچے تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ اندازہ لگاؤ اس باغ میں کتنا میوہ ہے؟ ہم نے اندازہ کیا اور رسول اللہ صلی اللہ علیہ وسلم نے کے اندازے میں وہ دس وسق معلوم ہوا ۔ آپ صلی اللہ علیہ وسلم نے اس عورت سے فرمایا کہ جب تک ہم لوٹ کر آئیں تم یہ ( اندازہ ) گنتی یاد رکھنا ، اگر اللہ نے چاہا ۔ پھر ہم لوگ آگے چلے ، یہاں تک کہ تبوک میں پہنچے ۔ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ آج رات تیز آندھی چلے گی ، لہٰذا کوئی شخص کھڑا نہ ہو اور جس کے پاس اونٹ ہو ، وہ اس کو مضبوطی سے باندھ لے ۔ پھر ایسا ہی ہوا کہ زوردار آندھی چلی ۔ ایک شخص کھڑا ہوا تو اس کو ہوا اڑا لے گئی ، اور ( وادی ) طے کے دونوں پہاڑوں کے درمیان ڈال دیا ۔ ابن العلماء حاکم ایلہ کا ایلچی ایک خط لے کر آیا اور رسول اللہ صلی اللہ علیہ وسلم کے لئے ایک سفید خچر تحفہ لایا ۔ رسول اللہ صلی اللہ علیہ وسلم نے اس کو جواب لکھا اور ایک چادر تحفہ بھیجی ۔ پھر ہم لوٹے ، یہاں تک کہ وادی القریٰ میں پہنچے ۔ آپ صلی اللہ علیہ وسلم نے اس عورت سے باغ کے میوے کا حال پوچھا کہ کتنا نکلا؟ اس نے کہا پورا دس وسق نکلا ۔ ( پھر ) آپ صلی اللہ علیہ وسلم نے فرمایا کہ میں جلدی جاؤں گا ، لہٰذا تم میں سے جس کا دل چاہے وہ میرے ساتھ جلدی چلے اور جس کا دل چاہے ٹھہر جائے ۔ ہم نکلے یہاں تک کہ مدینہ دیکھائی دینے لگا ، آپ صلی اللہ علیہ وسلم نے فرمایا کہ یہ ”طابہ“ ہے ( طابہ مدینہ منورہ کا نام ہے ) اور یہ احد پہاڑ ہے جو ہم کو چاہتا ہے اور ہم اس کو چاہتے ہیں ۔ پھر فرمایا کہ انصار کے گھروں میں بنی نجار کے گھر بہترین ہیں ( کیونکہ وہ سب سے پہلے مسلمان ہوئے ) پھر بنی عبدالاشہل کے گھر ، پھر بنی حارث بن خزرج کے گھر ۔ پھر بنی ساعدہ کے گھر اور انصار کے سب گھروں میں بہتری ہے ۔ پھر سعد بن عبادہ رضی اللہ عنہ ہم سے ملے ۔ ابواسید رضی اللہ عنہ نے کہا کہ تم نے نہیں سنا کہ رسول اللہ صلی اللہ علیہ وسلم نے انصار کے گھروں کی بہتری بیان فرمائی تو ہم کو سب کے اخیر میں کر دیا؟ ۔ یہ سن کر سیدنا سعد رضی اللہ عنہ رسول اللہ صلی اللہ علیہ وسلم سے ملے اور عرض کیا کہ یا رسول اللہ! آپ نے انصار کی فضیلت بیان کی اور ہم کو سب سے آخر میں کر دیا ۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ کیا تم کو یہ کافی نہیں ہے کہ تم خیر وبرکت والوں میں سے ہوجاؤ؟
hadith|1392c|عفان اور مغیرہ بن سلمہ مخزومی دونوں نے کہا : ہمیں وہیب نے حدیث بیان کی ، کہا : ہمیں عمر وبن یحییٰ نے اسی سند کے ساتھ حدیث بیان کی آپ صلی اللہ علیہ وسلم کے اس فرمان تک : " اور انصار کے تمام گھروں میں خیروبرکت ہے ۔ " انھوں نے سعد بن عبادہ رضی اللہ تعالیٰ عنہ کا قصہ ، جو اس کے بعد ہے ، ذکر نہیں کیا ۔ اور وہیب کی حدیث میں مزید یہ بیان کیا : تو رسول اللہ صلی اللہ علیہ وسلم نے ان لوگوں کا سارا علاقہ ( بطورحاکم ) اس کولکھ دیا ، نیز وہیب کی حدیث میں یہ ذکر نہیں ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے اس کی طرف خط لکھا ۔
chapter||He Put His Trust In Allah And Allah Protected Him From The People
hadith|843c|معمر نے زہری سے ، انھوں نے ابو سلمہ سے اور انھوں نے حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت کی ، نیز محمد بن جعفر بن زیاد نے ۔ الفاظ انھی کے ہیں ۔ ابراہیم بن سعد سے ، انھوں نے سنان بن ابی سنان دؤلی سے ، انھوں نے حضرت جابر بن عبداللہ رضی اللہ تعالیٰ عنہ سے روایت کی ، کہا : کہ ہم رسول اللہ صلی اللہ علیہ وسلم کے ہمراہ نجد کی طرف جہاد کو گئے تو ہم نے آپ صلی اللہ علیہ وسلم کو ایک وادی میں پایا جہاں کانٹے دار درخت بہت زیادہ تھے ۔ آپ صلی اللہ علیہ وسلم ایک درخت کے نیچے اترے اور اپنی تلوار ایک شاخ سے لٹکا دی اور لوگ اس وادی میں الگ الگ ہو کر سایہ ڈھونڈھتے ہوئے پھیل گئے ۔ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ ایک شخص میرے پاس آیا ، میں سو رہا تھا کہ اس نے تلوار اتار لی اور میں جاگا تو وہ میرے سر پر کھڑا ہوا تھا ۔ مجھے اس وقت خبر ہوئی جب اس کے ہاتھ میں ننگی تلوار آ گئی تھی ۔ وہ بولا کہ اب تمہیں مجھ سے کون بچا سکتا ہے؟ میں نے کہا کہ اللہ! پھر دوسری بار اس نے یہی کہا تو میں نے کہا کہ اللہ تعالیٰ ۔ یہ سن کر اس نے تلوار نیام میں کر لی ۔ وہ شخص یہ بیٹھا ہے ۔ پھر رسول اللہ صلی اللہ علیہ وسلم نے اس سے کچھ بھی نہ کہا ۔
hadith|843d|شعیب نے زہری سے روایت کی ، کہا : مجھے سنان بن ابی سنان دؤلی اور ابو سلمہ بن عبدالرحمان نے حدیث بیان کی کہ حضرت جابر بن عبداللہ انصاری رضی اللہ تعالیٰ عنہ نے ، جو نبی کریم صلی اللہ علیہ وسلم کے صحابہ میں سے ہیں ، ان دونوں کو خبر دی کہ انھوں نے رسول اللہ صلی اللہ علیہ وسلم کی معیت میں نجد کی طرف ایک جنگ میں حصہ لیا ۔ جب رسول اللہ صلی اللہ علیہ وسلم واپس ہوئے تو وہ بھی آپ کے ساتھ واپس ہوئے ، ایک دن دوپہر کے آرام کا وقت ہوگیا ، اس کے بعد انھوں نے ابراہیم بن سعد اور معمر کی حدیث کی طرح بیان کیا ۔
hadith|843e|یحییٰ بن ابی کثیر نے ابو سلمہ سے ، انھوں نے حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت کی ، کہا : ہم رسول اللہ صلی اللہ علیہ وسلم کے ساتھ ( واپس ) آئے ، یہاں تک کہ جب ہم ذات الرقاع پہنچے ، ( پھر ) زہری کی حدیث کے ہم معنی روایت کی اور یہ نہیں کہا : پھر رسول اللہ صلی اللہ علیہ وسلم نے اس سے کوئی تعرض نہ فرمایا ۔
chapter||The Likeness Of The Guidance And Knowledge With Which The Prophet (ﷺ) Was Sent
hadith|2282|سیدنا ابوموسیٰ اشعری رضی اللہ عنہ نبی کریم صلی اللہ علیہ وسلم سے روایت کرتے ہیں کہ آپ صلی اللہ علیہ وسلم نے فرمایا : اس کی مثال جو اللہ نے مجھے ہدایت اور علم دیا ، ایسی ہے جیسے زمین پر بارش برسی اور اس ( زمین ) میں کچھ حصہ ایسا تھا جس نے پانی کو چوس لیا اور چارا اور بہت سا سبزہ اگایا ۔ اور اس کا کچھ حصہ کڑا سخت تھا ، اس نے پانی کو جمع رکھا ، پھر اللہ تعالیٰ نے اس ( پانی ) سے لوگوں کو فائدہ پہنچایا کہ انہوں نے اس میں سے پیا ، پلایا اور چرایا ۔ اور اس کا کچھ حصہ چٹیل میدان ہے کہ نہ تو پانی کو روکے اور نہ گھاس اگائے ۔ ( جیسے چکنی چٹان کہ پانی لگا اور چل دیا ) تو یہ اس کی مثال ہے کہ جس نے اللہ کے دین کو سمجھا اور اللہ نے اس کو اس چیز سے فائدہ دیا جو مجھے عطا فرمائی ، اس نے آپ بھی جانا اور دوسروں کو بھی سکھایا اور جس نے اس طرف سر نہ اٹھایا ( یعنی توجہ نہ کی ) اور اللہ کی ہدایت کو جس کو میں دے کر بھیجا گیا قبول نہ کیا ۔
chapter||His Compassion Towards His Ummah, And His Intense Concern To Warn Them Against That Which May Harm Them
hadith|2283|سیدنا ابوموسیٰ رضی اللہ عنہ نبی کریم صلی اللہ علیہ وسلم سے روایت کرتے ہیں کہ آپ صلی اللہ علیہ وسلم نے فرمایا : میری مثال اور میرے دین کی مثال جو کہ اللہ نے مجھے دے کر بھیجا ہے ، ایسی ہے جیسے اس شخص کی مثال جو اپنی قوم کے پاس آیا اور کہنے لگا کہ اے میری قوم! میں نے لشکر کو اپنی دونوں آنکھوں سے دیکھا ہے ( یعنی دشمن کی فوج کو ) اور میں صاف صاف ڈرانے والا ہوں ، پس جلدی بھاگو ۔ اب اس کی قوم میں سے بعض نے اس کا کہنا مانا اور وہ شام ہوتے ہی بھاگ گئے اور آرام سے چلے گئے اور بعض نے جھٹلایا اور وہ صبح تک اس ٹھکانے میں رہے اور صبح ہوتے ہی لشکر ان پر ٹوٹ پڑا اور ان کو تباہ کیا اور جڑ سے اکھیڑ دیا ۔ پس یہی اس شخص کی مثال ہے جس نے میری اطاعت کی اور جو کچھ میں لے کر آیا ہوں اس کی اتباع کی اور جس نے میرا کہنا نہ مانا اور سچے دین کو جھٹلایا ۔
hadith|2284a|
hadith|2284b|سفیان نے ابو زناد سے اسی سند کے ساتھ اسی کے مانند حدیث بیان کی ۔
hadith|2284c|ہمام بن منبہ نے کہا : یہ احادیث ہیں جو ابوہریرہ رضی اللہ تعالیٰ عنہ نے ہمیں رسول سے بیان کیں ۔ انھوں نے کئی احادیث بیان کیں ، ان میں سے ایک یہ ہے : اور رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : کہ میری مثال اس شخص کی سی ہے جس نے آگ جلائی ، جب اس کے گرد روشنی ہوئی تو اس میں کیڑے اور یہ جانور جو آگ میں ہیں ، گرنے لگے اور وہ شخص ان کو روکنے لگا ، لیکن وہ نہ رکے اور اس میں گرنے لگے ۔ یہ مثال ہے میری اور تمہاری ، میں تمہاری کمر پکڑ کر جہنم سے روکتا ہوں اور کہتا ہوں کہ جہنم کے پاس سے چلے آؤ اور تم نہیں مانتے اسی میں گھسے جاتے ہو ۔
hadith|2285|حضرت جابر رضی اللہ تعالیٰ عنہ سے روایت ہے ، کہا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا؛ " میری اور تمھاری مثال اس شخص جیسی ہے جس نے آگ جلائی تو مکڑے اور پتنگے اس میں گرنے لگے ۔ وہ شخص ہے کہ ان کو اس سے روک رہا ہے ، میں تمھاری کمروں پر پکڑ کر تمھیں آگ سے ہٹا رہا ہوں اور تم ہو کہ م میرے ہاتھوں سے نکلے جارہے ہو ۔
chapter||He (ﷺ) Was The Seal Of The Prophets
hadith|2286a|
hadith|2286b|معمر نے ہمیں ہمام بن منبہ سے حدیث بیان کی ، کہا : یہ ( احادیث ) ہمیں ابو ہریرہ رضی اللہ تعالیٰ عنہ نے رسول اللہ صلی اللہ علیہ وسلم سے بیان کیں ، انھوں نے کئی احادیث بیان کیں ، ان میں سے ایک یہ ہے کہ ابو القاسم نے فرمایا : " میری اور مجھ سے پہلے انبیاء علیہ السلام کی مثال اس شخص کی طرح ہے جس نے ( ایک عمارت میں ) کئی گھر بنائے ، انھیں بہت اچھا ، بہت خوبصورت بنایا اور اس کے کونوں میں سے ایک کونے میں ، ایک اینٹ کی جگہ کے سوا اس ( پوری عمارت ) کو اچھی طرح مکمل کردیا ، لوگ اس کے ارد گرد گھومنے لگے وہ عمارت انھیں بہت اچھی لگتی اور وہ کہتے : آپ نے اس جگہ ایک اینٹ کیوں نہ لگادی تاکہ تمھاری عمارت مکمل ہوجاتی ۔ " تو محمد صلی اللہ علیہ وسلم نے فرمایا : " میں ہی وہ اینٹ تھا ( جس کے لگ جانے کے بعد وہ عمارت مکمل ہوگئی ۔)
hadith|2286c|ابو صالح سمان نے حضرت ابوہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " : میری اور دوسرے پیغمبروں کی مثال جو کہ میرے سے پہلے ہو چکے ہیں ، ایسی ہے جیسے کسی شخص نے گھر بنایا اور اس کی زیبائش اور آرائش کی ، لیکن اس کے کونوں میں سے ایک کونے میں ایک اینٹ کی جگہ چھوڑ دی پس لوگ اس کے گرد پھرنے لگے اور انہیں وہ عمارت پسند آئی اور وہ کہنے لگے کہ یہ تو نے ایک اینٹ یہاں کیوں نہ رکھ دی گئی؟ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ میں وہ اینٹ ہوں اور میں خاتم الانبیاء ہوں ۔
hadith|2286d|حضرت ابو سعید خدری رضی اللہ تعالیٰ عنہ سے روایت ہے ، کہا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا؛ " میری اور ( سابقہ ) انبیاء علیہ السلام کی مثال " پھر اسی ( سابقہ حدیث کی ) طرح حدیث بیان کی ۔
hadith|2287a|
hadith|2287b|ابن مہدی نے کہا : ہمیں سلیم نے اسی سند کے ساتھ اسی کے مانند حدیث بیان کی ۔ اور " اسے پورا کیا " کے بجائے " اسے خوبصورت بنایا " کہا ۔
chapter||When Allah Wants To Show Mercy To A Nation, He takes Their Prophet (ﷺ) Before Them
hadith|2288|حضرت ابوموسیٰ رضی اللہ تعالیٰ عنہ سے روایت ہے ، انھوں نے نبی کریم صلی اللہ علیہ وسلم سے روایت کی کہ آپ صلی اللہ علیہ وسلم نےفرمایا؛ " جب اللہ تعالیٰ اپنے بندوں میں سے ایک اُمت پر رحمت کرنا چاہتاہے تو وہ اس امت سے پہلے اس کے نبی کو اٹھا لیتا ہے اور اسے ( امت ) سے آگےپہلے پہنچنے والا ، ( اس کا ) پیش رو بنادیتاہے ۔ اور جب وہ کسی امت کو ہلاک کرنا چاہتاہےتو اسے اس کے نبی کی زندگی میں عذاب میں مبتلا کردیتا ہے اوراس کی نظروں کے سامنے انھیں ہلاک کرتاہے ۔ انھوں نے جو اس کو جھٹلایا تھا اور اس کے حکم کی نافرمانی کی تھی تو وہ انھیں ہلاک کرکے اس ( نبی ) کی آنکھیں ٹھنڈی کرتاہے ۔
chapter||The Cistern Of Our Prophet (ﷺ) And Its Attributes
hadith|2289a|
hadith|2289b|مسعر اور شعبہ دونوں نے عبدالملک بن عمیر سے ، انھوں نے حضرت جندب رضی اللہ تعالیٰ عنہ سے ، انھوں نے نبی کریم صلی اللہ علیہ وسلم سے ا س کے مانند روایت کی ۔
hadith|2290,2291a|
hadith|2291b|ابو اسامہ نے ابو حازم سے ، انھوں نے سہل رضی اللہ تعالیٰ عنہ سے ، انھوں نے نبی کریم صلی اللہ علیہ وسلم سےاور ( دوسری سند کے ساتھ ابو حازم نے ) نعمان بن ابی عیاش سے ، انھوں نے حضرت ابو سعید خدری رضی اللہ تعالیٰ عنہ سے اور انھوں نے نبی کریم صلی اللہ علیہ وسلم سے یعقوب ( بن عبدالرحمان القاری ) کی حدیث کے مانند بیا ن کیا ۔
hadith|2292,2293|
hadith|2294|حضرت عائشہ رضی اللہ تعالیٰ عنہا کہتی ہیں کہ میں نے رسول اللہ صلی اللہ علیہ وسلم سے سنا ، آپ صحابہ کرام رضوان اللہ عنھم اجمعین کے ساتھ تھے اور فرما رہے تھے ۔ : " میں حوض پر ہوں گا ۔ انتظار کر رہا ہو ں گا کہ پاس پینے کے لیے کون آتا ہے ۔ اللہ کی قسم! مجھ ( تک پہنچنے ) سے پہلے کچھ لو گوں کو کا ٹ ( کر الگ کر ) دیا جا ئےگا ، تو میں کہوں گا : میرے رب! ( یہ ) میرے ہیں میری امت میں سے ہیں ۔ تو اللہ تعا لیٰ فرما ئے گا ، آپ نے جا نتے کہ انھوں نے آپ کے بعد کیا کیا ؟یہ مسلسل اپنی ایڑیوں پر پلٹتے رہے ۔
hadith|2295a|
hadith|2295b|ہمیں افلح بن سعید نے حدیث بیان کی کہا : ہمیں عبد اللہ بن رافع نے حدیث سنائی ، کہا؛ حضرت ام سلمہ رضی اللہ تعالیٰ عنہا بیان کیا کرتی تھیں کہ انھوں نے نبی صلی اللہ علیہ وسلم کو منبر پر یہ فرما تے ہو ئے سنا ، اس وقت وہ کنگھی کرارہی تھیں ، ( آپ صلی اللہ علیہ وسلم نے فرمایا ) " اے لوگو! " انھوں نے اپنی کنگھی کرنے والی سے کہا : میرا سر چھوڑ دو! جس طرح بکیر نے قاسم بن عباس سے حدیث بیان کی ۔
hadith|2296a|
hadith|2296b|ہمیں ابو معاویہ نے اعمش سے حدیث سنائی ، انھوں نے شقیق ( بن سلمہ اسدی ) سے ، انھوں نے حضرت عبد اللہ سے روایت بیان کی ۔ کہا : رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : " میں حوض پر تمھا را پیش رو ہوں گا ۔ میں کچھ اقوام ( لو گوں ) کے بارے میں ( فرشتوں سے ) جھگڑوں گا ، پھر ان کے حوالے سے ( فرشتوں کو ) مجھ پر غلبہ عطا کر دیا جا ئے گا ، میں کہوں گا : اے میرے رب ! ( یہ ) میرے ساتھی ہیں ۔ میرے ساتھی ہیں ، تو مجھ سے کہا جا ئے گا : بلا شبہ آپ نہیں جا نتے کہ انھوں نے آپ کے بعد ( دین میں ) کیا نئی باتیں ( بدعات ) نکا لی تھیں ۔
hadith|2297a|
hadith|2297b|جریر اعمش سے اسی سند کے ساتھ روایت کی اور " میرے ساتھی ہیں ۔ میرے ساتھی ہیں ، کے الفاظ بیان نہیں کیے ۔
