collection||Sahih al Bukhari
chapter||"The mothers shall give suck to their children for two whole years, for those who desire to complete the term of suckling..."
chapter_intro||وَقَالَ اللَّهُ تَعَالَى: {وَالْوَالِدَاتُ يُرْضِعْنَ أَوْلاَدَهُنَّ حَوْلَيْنِ كَامِلَيْنِ لِمَنْ أَرَادَ أَنْ يُتِمَّ الرَّضَاعَةَ} إِلَى قَوْلِهِ: {بِمَا تَعْمَلُونَ بَصِيرٌ} وَقَالَ: {وَحَمْلُهُ وَفِصَالُهُ ثَلاَثُونَ شَهْرًا} وَقَالَ: {وَإِنْ تَعَاسَرْتُمْ فَسَتُرْضِعُ لَهُ أُخْرَى لِيُنْفِقْ ذُو سَعَةٍ مِنْ سَعَتِهِ وَمَنْ قُدِرَ عَلَيْهِ رِزْقُهُ} إِلَى قَوْلِهِ: {بَعْدَ عُسْرٍ يُسْرًا}. وَقَالَ يُونُسُ عَنِ الزُّهْرِيِّ نَهَى اللَّهُ أَنْ تُضَارَّ وَالِدَةٌ بِوَلَدِهَا وَذَلِكَ أَنْ تَقُولَ الْوَالِدَةُ لَسْتُ مُرْضِعَتَهُ. وَهْيَ أَمْثَلُ لَهُ غِذَاءً، وَأَشْفَقُ عَلَيْهِ، وَأَرْفَقُ بِهِ مِنْ غَيْرِهَا، فَلَيْسَ لَهَا أَنْ تَأْبَى بَعْدَ أَنْ يُعْطِيَهَا مِنْ نَفْسِهِ مَا جَعَلَ اللَّهُ عَلَيْهِ، وَلَيْسَ لِلْمَوْلُودِ لَهُ أَنْ يُضَارَّ بِوَلَدِهِ وَالِدَتَهُ، فَيَمْنَعَهَا أَنْ تُرْضِعَهُ ضِرَارًا لَهَا إِلَى غَيْرِهَا فَلاَ جُنَاحَ عَلَيْهِمَا أَنْ يَسْتَرْضِعَا عَنْ طِيبِ نَفْسِ الْوَالِدِ وَالْوَالِدَةِ، فَإِنْ أَرَادَا فِصَالاً عَنْ تَرَاضٍ مِنْهُمَا وَتَشَاوُرٍ فَلاَ جُنَاحَ عَلَيْهِمَا، بَعْدَ أَنْ يَكُونَ ذَلِكَ عَنْ تَرَاضٍ مِنْهُمَا وَتَشَاوُرٍ، {فِصَالُهُ} فِطَامُهُ.
chapter||The working of a lady in her husband's house.
hadith|5361|Сообщается, что ‘Али рассказал: «(В своё время) Фатыма, да будет доволен ею Аллах, пришла к Пророку ﷺ, чтобы пожаловаться на то, что из-за ручной мельницы у неё болит рука, так как узнала, что Пророку ﷺ привезли (пленных) рабов, но не застала его и рассказала об этом ‘Аише. Когда (Пророк ﷺ) вернулся (домой), ‘Аиша рассказала ему (о том, что к ней приходила Фатыма), и он пришёл к нам, когда мы уже лежали в своих постелях. Мы хотели подняться, но он сказал: “Оставайтесь на своём месте”, а сам сел между нами, и я даже ощутил прохладу его ступни (кожей) живота, (после чего) он сказал: “Не указать ли мне вам на что-то лучшее, чем то, что вы просили? Когда будете ложиться спать, произносите слова “Пречист Аллах /Субхана-Ллахи/” по тридцать три раза, “хвала Аллаху” /аль-хамду ли-Лляхи/ по тридцать три раза, и “Аллах велик /Аллаху акбар/” по тридцать четыре раза, и это будет для вас лучше, чем слуга”»
chapter||A servant for one's wife
hadith|5362|Сообщается со слов ‘Али ибн Аби Талиба, что, когда Фатыма, да будет доволен ею Аллах, пришла к Пророку ﷺ, чтобы попросить у него слугу (для себя), он сказал (ей): «Не сообщить ли мне тебе, что для тебя лучше него? Когда ложишься в кровать произноси слова “Пречист Аллах /Субхана-Ллахи/” по тридцать три раза, “хвала Аллаху” /аль-хамду ли-Лляхи/ по тридцать три раза, и “Аллах велик /Аллаху акбар/” по тридцать четыре раза».\n‘Али сказал: «С тех пор я не оставлял (эти слова)». Один из присутствующих спросил: «(Не оставил) даже в ночь перед битвой при Сыффине?» ‘Али ответил: «Даже в ночь перед битвой при Сыффине!»
chapter||A man's serving his family.
hadith|5363|Сообщается, что аль-Асвад ибн Язид сказал: «(Однажды) я спросил ‘Аишу, да будет доволен ею Аллах: “Чем занимался Пророк ﷺ у себя дома?” Она ответила: “Он помогал (какой-нибудь из) своих жён в работе по дому, а услышав призыв на молитву, отправлялся (совершать её)”»
chapter||If a man does not provide for his family
hadith|5364|Сообщается со слов ‘Аиши, что Хинд бинт ‘Утба сказала: «О Посланник Аллаха, поистине, Абу Суфьян — человек скупой, и он не даёт мне столько, сколько необходимо мне и моим детям, (так будет ли грехом,) если я сама стану брать что-то из его имущества без его ведома?» Пророк ﷺ ответил: «Бери столько, сколько хватает тебе и твоим сыновьям сообразно обычаю»
chapter||A woman should take care of the wealth of her husband.
hadith|5365|Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Лучшие женщины, которые когда-либо садились верхом на верблюда, — праведные женщины из числа курайшитов. Они самые добрые к детям в их детстве и самые ответственные в отношении имущества их мужей»
chapter||Providing one's wife with clothes reasonably
hadith|5366|Сообщается, что ‘Али, да будет доволен им Аллах, сказал: «(Однажды) Пророк ﷺ подарил мне полосатую шёлковую одежду, и я надел её, однако, увидев по его лицу, что он гневается, я разорвал её на куски и отдал своим женщинам»
chapter||A lady should help her husband in looking after his children
hadith|5367|Сообщается, что Джабир ибн ‘Абдуллах, да будет доволен Аллах им и его отцом, рассказывал: «Когда мой отец умер, оставив семь (или: девять) дочерей, я женился. И как-то Посланник Аллаха ﷺ спросил (меня): “О Джабир, ты женился?” Я сказал: “Да”. Он спросил: “На девственнице или на той, что уже была замужем?” Я сказал: “На той, что была замужем”. Он спросил: “Почему же не женился на молоденькой девушке, с которой ты мог бы играть, и которая играла бы с тобой, или с которой бы ты смеялся, и которая смеялась бы вместе с тобой?” Я ответил (ему): “Поистине, (мой отец) ‘Абдуллах умер, оставив дочерей, и я не желал приводить к ним ту, что была бы подобна им, но хотел привести женщину, которая присматривала бы за ними и воспитывала бы их”. Тогда (Пророк ﷺ) сказал: “Да благословит тебя Аллах /Барака-Ллаху лякя/” или: “В благе /хайран/”»
chapter||The expenditure of a poor man on his family
hadith|5368|Сообщается, что Абу Хурайра, да будет доволен им Аллах, сказал: «Однажды к Пророку ﷺ пришёл один человек и сказал: “Я погиб!” Пророк ﷺ спросил: “Почему?” Человек ответил: “Я вступил в половую близость с женой (днём) в рамадане”. Пророк ﷺ сказал: “Освободи раба”. Человек сказал: “У меня его нет”. Пророк ﷺ сказал: “Тогда постись два месяца подряд”. Человек сказал: “Я не могу”. Пророк ﷺ сказал: “Тогда накорми шестьдесят бедняков”. Он сказал: “Мне нечем их накормить”. После этого Пророку ﷺ принесли корзину с финиками, и он спросил: “Где (человек,) задавший вопрос?” Он отозвался: “Я (здесь)”. Тогда Пророк ﷺ сказал: “Раздай это в качестве милостыни”. Этот человек сказал: “(Должен ли я раздать это) тем, кто беднее меня, о Посланник Аллаха? Ведь клянусь Тем, Кто отправил тебя с истиной, нет в пределах Медины семьи беднее моей!” Тогда Пророк ﷺ стал смеяться так, что показались его зубы, а потом сказал: “Значит это вам”»
chapter||"And on the heir is incumbent the like of that..."
chapter_intro||{وَضَرَبَ اللَّهُ مَثَلاً رَجُلَيْنِ أَحَدُهُمَا أَبْكَمُ} إِلَى قَوْلِهِ: {صِرَاطٍ مُسْتَقِيمٍ}.
hadith|5369|Сообщается, что Умм Саляма сказала: «(Однажды) я спросила (Пророка ﷺ): “О Посланник Аллаха, полагается ли мне награда за то, что я трачу на детей Абу Салямы, не оставляя их в таком-то и таком-то (положении), ведь они являются и моими детьми?” (В ответ на это) он сказал: “Да, тебя ждёт награда за то, что ты потратишь на них”»
hadith|5370|Сообщается, что ‘Аиша, да будет доволен ею Аллах, сказала: «(Однажды) Хинд сказала (Пророку ﷺ): “О Посланник Аллаха, поистине, Абу Суфйан — человек скупой, так будет ли грехом, если я стану брать из его денег, то чего будет достаточно для меня и моих детей?” Он сказал: “Бери сообразно обычаю”»
chapter||"If one dies leaving debts to be repaid or dependents to be taken care of, it is for me."
hadith|5371|Сообщается со слов Абу Хурайры, да будет доволен им Аллах, что люди приносили к Посланнику Аллаха ﷺ носилки с покойником, у которого имелся долг, и он спрашивал: «Оставил ли он что-нибудь чтобы покрыть свой долг?» И если ему сообщали, что он оставили деньги для оплаты долга, он совершал за него молитву, а если нет, то он говорил мусульманам: «Совершите молитву за своего товарища!» Когда же Аллах обогатил его (Пророка ﷺ) посредством военных добыч, он сказал: «Я ближе к верующим, чем они сами, поэтому если кто-то из верующих умрёт, оставив (неоплаченный) долг, то я оплачу за него, а кто оставит имущество, то оно перейдёт его наследникам»
chapter||Freed female slaves or any other women can be wet nurses.
hadith|5372|Сообщается, что Умм Хабиба, жена Пророка ﷺ, сказала: «(Однажды) я сказала (Пророку ﷺ): “О Посланник Аллаха, возьми в жёны мою сестру, дочь Абу Суфйана”. Он спросил: “Ты хочешь этого?” Я сказала: “Да, ведь я не единственная твоя жена, и больше всего я хочу, чтобы (именно) моя сестра разделила со мной благо”. Тогда Пророк ﷺ сказал (мне): “Поистине, мне это не дозволено”. Я сказала: “Но нам говорят, что ты хочешь взять в жёны Дурру, дочь Абу Салямы”. (Пророк ﷺ) спросил: “(Ты имеешь в виду) дочь Умм Салямы?” Я сказала: “Да”. Тогда (Пророк ﷺ) сказал: “Клянусь Аллахом, даже если бы она не была моей падчерицей, мне нельзя было бы (жениться) на ней, ибо она является дочерью моего молочного брата. Меня и Абу Саляму выкормила своим молоком Сувайба, и не предлагайте мне (в жёны) ни ваших дочерей, ни ваших сестёр”»
book||Food, Meals
chapter||Eat of the lawful things that We have provided you with..."
chapter_intro||وَقَوْلِهِ: {أَنْفِقُوا مِنْ طَيِّبَاتِ مَا كَسَبْتُمْ} وَقَوْلِهِ: {كُلُوا مِنَ الطَّيِّبَاتِ وَاعْمَلُوا صَالِحًا إِنِّي بِمَا تَعْمَلُونَ عَلِيمٌ}.
hadith|5373|Абу Муса аль-Аш‘ари передаёт, что Пророк ﷺ сказал: «Кормите голодного, навещайте больного и освобождайте испытывающего трудности».\nСуфьян (ас-Саури) сказал: «Испытывающий трудности — это пленник»
hadith|5374|Сообщается, что Абу Хурайра сказал: «Семья Мухаммада ﷺ не ела досыта три дня (подряд) до самой его смерти»
hadith|5375|Сообщается, что Абу Хурайра, да будет доволен им Аллах, сказал: «(Однажды,) изнемогая (от сильного голода), я встретил ‘Умара ибн аль-Хаттаба и попросил его объяснить мне, как следует читать один из аятов Книги Аллаха. Он вошёл к себе домой и прочитал мне (этот аят), после чего я (вышел) и, отойдя (недалеко от его дома), упал лицом (на землю) от слабости и голода. И вдруг я увидел, что у моей головы стоит Посланник Аллаха ﷺ который обратился (ко мне): “О Абу Хирр!” Я отозвался: “Вот я перед тобой, о Посланник Аллаха, и готов служить тебе!” Тогда он взял меня за руку и поднял на ноги, поняв (по моему виду), что со мной происходит, а потом он привёл меня к себе домой и велел принести мне большую чашу молока, из которой я отпил (часть). После этого (Пророк ﷺ) сказал: “Пей ещё, о Абу Хирр!” — и я выпил ещё. Потом он сказал: “Ещё!” — и я выпил ещё, и я пил, пока живот мой не наполнился и сам не стал напоминать собой чашу. А потом я встретил ‘Умара, рассказал ему о том, что со мной было, и сказал ему: “Аллах поручил это дело тому, кто был более достоин этого, чем ты, о ‘Умар! Клянусь Аллахом, хоть я и попросил тебя объяснить мне тот аят, но знал я его лучше тебя!” (Выслушав меня,) ‘Умар воскликнул: “Клянусь Аллахом, если бы я пригласил тебя к себе (и накормил, сейчас) это было бы для меня дороже обладания красными верблюдами!”»
chapter||Mention the Name of Allah on starting to eat, and eat with the right hand.
hadith|5376|Сообщается, что ‘Умар бин Абу Салама, да будет доволен им Аллах, сказал:\n— В детстве я находился на попечении Посланника Аллаха ﷺ. Обычно я протягивал руку к (разным концам общего) блюда, но (однажды) Посланник Аллаха ﷺ сказал мне: «О мальчик, скажи: “С именем Аллаха”, ешь правой рукой и бери то, что находится рядом с тобой!” — и с тех пор я ем только так»
chapter||To eat of the dish what is nearer to you
chapter_intro||وَقَالَ أَنَسٌ قَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «اذْكُرُوا اسْمَ اللَّهِ وَلْيَأْكُلْ كُلُّ رَجُلٍ مِمَّا يَلِيهِ».
hadith|5377|Сообщается, что ‘Умар ибн Аби Саляма, сын Умм Салямы, жены Пророка ﷺ сказал: «Однажды, когда я ел вместе с Посланником Аллаха ﷺ, я начал брать еду со всех сторон тарелки, и Посланник Аллаха ﷺ сказал мне: “Ешь то, что находится рядом с тобой!”»
hadith|5378|Сообщается, что Вахб ибн Кейсан Абу Ну‘айм сказал: «Посланнику Аллаха ﷺ принесли еду, когда с ним был его пасынок ’Умар ибн Аби Саляма, и Посланник Аллаха ﷺ сказал ему: “Скажи: “С именем Аллаха» /Би-сми-Лляхи! /, и бери то, что находится рядом с тобой!”»
chapter||Eating from around the dish while taking meal with someone else.
hadith|5379|Сообщается, что Анас ибн Малик сказал: «(В своё время один) портной пригласил Посланника Аллаха ﷺ отведать еды, которую он приготовил. Я пошёл (на это угощение) вместе с Посланником Аллаха ﷺ, и видел, как Пророк ﷺ выискивал и брал (ломтики) тыквы со (всех) краёв блюда». (Анас) сказал: «И с того дня я полюбил тыкву»
chapter||To eat with right hand, and to start with the right side in doing other things.
chapter_intro||قَالَ عُمَرُ بْنُ أَبِي سَلَمَةَ قَالَ لِي النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ كُلْ بِيَمِينِكَ
hadith|5380|Сообщается, что ‘Аиша, да будет доволен ею Аллах, сказала: «Пророку ﷺ нравилось отдавать предпочтение правой стороне во всём, по мере возможности (, что бы он ни делал: при совершении) омовения, (когда) надевал обувь или причёсывался»
chapter||Whoever ate till he was satisfied
hadith|5381|Сообщается, что Анас ибн Малик сказал: «(Однажды) Абу Тальха сказал Умм Суляйм: “Я услышал, что голос Посланника Аллаха ﷺ слаб, и понял, что он голодает! Нет ли у тебя чего-нибудь?” Она сказала: “Есть”, — и достала ячменные лепёшки, а потом взяла своё покрывало, завернула в часть него хлеб и засунула его мне за пазуху, а другой частью обвязала меня и отправила меня к Посланнику Аллаха ﷺ. И я понёс (этот хлеб), найдя Посланника Аллаха ﷺ, с которым находились и другие люди, сидящим в мечети. Я подошёл к ним, и Посланник Аллаха ﷺ спросил: “Тебя послал Абу Тальха?” Я ответил: “Да”. Он снова спросил: “(Он приглашает меня) поесть?” Я ответил: “Да”. Тогда Посланник Аллаха ﷺ велел людям: “Вставайте!”, — и они двинулись (к выходу из мечети), а я побежал вперёд, пришёл к Абу Тальхе и (обо всём) рассказал ему. Абу Тальха сказал: “О Умм Суляйм, пришёл Посланник Аллаха ﷺ с людьми, а у нас нечем накормить их!”, — на что она ответила: “Аллах и посланник Его знают об этом лучше!” И Абу Тальха пошёл встретить Посланника Аллаха ﷺ, который вошёл в дом вместе с ним и сказал: “Подавай что у тебя есть, о Умм Суляйм!” И она принесла этот хлеб, который раскрошила по велению Посланника Аллаха ﷺ, а потом Умм Суляйм выдавила на (хлеб) топлёное масло из кожаного мешка, приправив его. После этого Посланник Аллаха ﷺ произнёс над ним то, что было угодно Аллаху, а затем велел: “Впусти десять”. И (Абу Тальха) впустил десять (человек), которые ели, пока не насытились, а потом вышли. Потом он (снова) сказал: “Впусти десять”, — и он впустил их, и они ели, пока не насытились, а потом вышли. Потом он (снова) сказал: “Впусти десять”, — и это продолжалось до тех пор, пока не поели и не насытились все, а было их восемьдесят человек!»
hadith|5382|Сообщается, что ‘Абдуррахман ибн Аби Бакр, да будет доволен Аллах ими обоими, сказал: «(Однажды, когда) мы в количестве ста тридцати человек находились вместе с Пророком ﷺ, он спросил: “Есть ли у кого-нибудь из вас еда?” — и оказалось, что у какого-то человека есть около одного са‘ (муки), из которой было замешено тесто. А потом очень высокий человек с растрёпанными волосами из числа многобожников пришёл (к нам) и привёл с собой овец. Пророк ﷺ спросил (его): “(Ты) продаёшь (их нам) или даришь?” Он ответил: “Дарю”, но Пророк ﷺ сказал: “Нет, ты продашь”, и купил у него одну овцу, которая была забита и разделана, после чего Пророк Аллаха ﷺ велел зажарить её потроха. И, клянусь Аллахом, среди этих ста тридцати человек не осталось ни одного, которому Пророк ﷺ не отрезал бы куска от этих потрохов, давая его каждому присутствовавшему и откладывая (кусок) для отсутствовавшего. А потом Пророк ﷺ положил (её мясо) на два больших блюда, и все люди наелись досыта, после чего на этих блюдах ещё осталось (мясо) и мы погрузили это на верблюда».\nИли же (‘Абдуррахман) сказал нечто подобное
hadith|5383|Сообщается, что ‘Аиша, да будет доволен ею Аллах, сказала: «Пророк ﷺ умер в то время, когда мы могли полностью насыщаться финиками и водой»
chapter||"There is no restriction on the blind..."
hadith|5384|Сообщается, что Сувайд ибн ан-Ну‘ман сказал: «Когда мы отправились вместе с Посланником Аллаха ﷺ в Хайбар и достигли Сахбы, расположенной поблизости от Хайбара, Посланник Аллаха ﷺ велел принести еду, однако подать могли только савик (походная еда быстрого приготовления, своего рода полуфабрикат. Его основу составляла пшеничная или ячменная крупа, проваренная с жиром, мёдом или финиками, которую перед употреблением увлажняли), который мы увлажнили и поели (вместе с ним). Затем Пророк ﷺ велел принести воды и прополоскал рот, и мы тоже прополоскали, и совершил с нами закатную /магъриб/ молитву, не совершив омовения (после савика)»
chapter||Thin bread and eating at a dining table.
hadith|5385|Сообщается, что Анас, да будет доволен им Аллах, сказал: «Пророк ﷺ не ел ни мягких тонких лепёшёк, ни зажаренного целиком ягнёнка, пока не встретил Аллаха»
hadith|5386|В другой версии (этого хадиса сообщается, что Анас, да будет доволен им Аллах,) сказал: «Я никогда не слышал ни о том, чтобы Пророк ﷺ ел с маленького блюда, ни о том, чтобы он ел хлеб из тонкой муки, ни о том, чтобы он ел за обеденным столом»
hadith|5387|Сообщается, что Анас сказал: «Пророк ﷺ остановился, чтобы жениться на Сафие, и я приглашал мусульман на его свадебное торжество /валима/. (Пророк ﷺ) велел расстелить кожаные подстилки, на которые положили финики, сухой творог и масло».\nАнас сказал: «Пророк ﷺ женился на ней, а затем приготовил “хайс” (блюдо, которое готовится из фиников, масла и сушёного творога) на небольшой кожаной подстилке»
hadith|5388|Сообщается, что Вахб ибн Кейсан рассказывал: «Жители Шама насмехались над Ибн аз-Зубайром, говоря ему: “О сын обладательницы двух поясов /зат ан-нитакейн/”. И (его мать) Асма сказала ему: “О сынок, они насмехаются над тобой из-за двух поясов, а знаешь ли ты, что это были за два пояса? Это был мой пояс, который я разорвала на две части: одной я перевязала бурдюк Посланника Аллаха ﷺ, а другой — еду”»
hadith|5389|Сообщается со слов Ибн ‘Аббаса, что (однажды) Умм Хуфайд бинт аль-Харис ибн Хазн, тётка Ибн ‘Аббаса со стороны матери прислала в подарок Пророку ﷺ сушёный творог, топлёное масло и песчаных шипохвостых ящериц. И Пророк ﷺ потребовал принести ящериц, и они ели их за его столом, а сам Пророк ﷺ не притронулся к ящерицам, так как питал к ним отвращение. Ибн ‘Аббаса сказал: «И если бы (употреблять ящериц в пищу) было запретно, то их бы не ели за столом Пророка ﷺ, и он не приказывал бы их кушать»
chapter||As-Sawiq
hadith|5390|Сообщается, что Сувайд ибн ан-Ну‘ман рассказывал, что когда они вместе с Пророком ﷺ достигли Сахбы, расположенной поблизости от Хайбара, и настало время молитвы, Посланник Аллаха ﷺ велел принести еду, однако ничего кроме савика (походная еда быстрого приготовления, своего рода полуфабрикат. Его основу составляла пшеничная или ячменная крупа, проваренная с жиром, мёдом или финиками, которую перед употреблением увлажняли) не нашлось. Он поел его, и мы поели вместе с ним. Затем Пророк ﷺ велел принести воды, прополоскал рот и совершил с нами молитву, не совершив омовения (после савика)
chapter||The Prophet (ﷺ) never used to eat anything unless it was named for him so that he might know what it was
hadith|5391|Сообщается, что Халид ибн аль-Валид рассказывал, что однажды он вместе с Посланником Аллаха ﷺ пришёл к Маймуне, которая приходится ему тётей, и обнаружил у неё жаренную шипохвостую ящерицу, которую её сестра, Хуфайда бинт аль-Харис привезла из Неджда. Маймуна подала ящерицу Посланнику Аллаха ﷺ, а он редко протягивал руку к еде, пока ему не объясняли и не называли какое это блюдо. Когда Посланник Аллаха ﷺ протянул руку к ящерице, одна из присутствующих женщин сказала: «Скажите Посланнику Аллаха ﷺ, что вы ему подали. Это ящерица, о Посланник Аллаха». Тогда Посланник Аллаха ﷺ убрал руку, а Халид ибн аль-Валид спросил: «О Посланник Аллаха, разве мясо шипохвоста запретно?» Он сказал: «Нет, но в земле моего народа их нет, и я чувствую к ним отвращение». Халид сказал: «Тогда я подвинул к себе (шипохвоста) и съел его, а Посланник Аллаха ﷺ смотрел на меня»
chapter||The food of one person is sufficient for two persons.
hadith|5392|Передают со слов Абу Хурайры, да будет доволен им Аллах, что Посланник Аллаха ﷺ сказал: «Еды двоих хватит и на троих, а еды троих хватит и на четверых»
chapter||A believer eats in one intestine
chapter_intro||فِيهِ أَبُو هُرَيْرَةَ عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
hadith|5393|Сообщается, что Ибн ‘Умар, да будет доволен Аллах ими обоими, никогда не садился есть, пока к нему не приводили какого-нибудь бедняка, который разделял с ними трапезу. Нафи‘, передававший хадисы с его слов, сказал:\n— (Однажды) я привёл с собой какого-то человека, чтобы он поел вместе с ним, и (этот человек) ел очень много, а потом (Ибн ‘Умар, да будет доволен Аллах ими обоими,) сказал: «О Нафи‘, больше не приводи ко мне этого (человека, ибо) я слышал, как Пророк ﷺ сказал: “Верующий наполняет одну кишку, а неверный — семь”»
hadith|5394|Сообщается со слов Ибн ‘Умара, да будет доволен Аллах им и его отцом, что Посланник Аллаха ﷺ сказал: «Верующий наполняет одну кишку, а неверующий (или: лицемер) — семь»
hadith|5395|Сообщается, что ’Амр рассказал: «Абу Нахик был человеком, который много ел, и (однажды) Ибн ‘Умар сказал ему: “Посланник Аллаха ﷺ сказал: “Неверующий ест, наполняя семь кишок””. На что тот ответил: “Но я верю в Аллаха и Его Посланника ﷺ”»
hadith|5396|Сообщается со слов Абу Хурайры, да будет доволен им Аллах, что Посланник Аллаха ﷺ сказал: «Мусульманин ест, наполняя одну кишку, а неверующий — семь»
hadith|5397|Сообщается со слов Абу Хурайры, что некий человек обычно ел много еды, а приняв ислам, стал есть мало. Когда об этом сообщили Пророку ﷺ, он сказал: «Верующий ест, наполняя одну кишку, а неверующий — семь»
chapter||To eat while leaning
hadith|5398|Передают со слов ‘Али ибн аль-Акъмара:\n— Я слышал, как Абу Джухайфа, да будет доволен им Аллах, говорил: «Посланник Аллаха ﷺ сказал: “Я не кушаю облокотившись на что-либо”»
hadith|5399|Сообщается, что Абу Джухайфа, да будет доволен им Аллах, сказал: «(Однажды, когда) я был у Пророка ﷺ он сказал человеку, (также) находившемуся у него: “Во время еды я ни на что не облокачиваюсь”»
chapter||Roasted (meat).
chapter_intro||وَقَوْلِ اللَّهِ تَعَالَى: {أَنْ جَاءَ بِعِجْلٍ حَنِيذٍ} أَيْ مَشْوِيٍّ.
hadith|5400|Сообщается, что Халид ибн аль-Валид рассказывал, что однажды Пророку ﷺ подали жаренную ящерицу-шипохвоста, и когда он протянул к нему руку, чтобы взять, люди сказали: «Это ящерица». Тогда он убрал руку, а Халид спросил: «Это мясо (шипохвоста) запретно?» Он ответил: «Нет, но в земле моего народа их нет, и я чувствую к ним отвращение». Тогда Халид съел его на глазах у Посланника Аллаха ﷺ
chapter||Al-Khazira (dish prepared with while flour and fat)
chapter_intro||وَقَالَ النَّضْرُ الْخَزِيرَةُ مِنَ النُّخَالَةِ، وَالْحَرِيرَةُ مِنَ اللَّبَنِ.
hadith|5401|Сообщается, что Махмуд ибн ар-Раби‘ аль-Ансари рассказывал, что он слышал, как ‘Итбан ибн Малик аль-Ансари, который был сподвижником Пророка ﷺ, участвовавшим в битве при Бадре, рассказывал, что (однажды) он пришёл к Посланнику Аллаха ﷺ и сказал: «О Посланник Аллаха, зрение моё ослабело, а я провожу молитвы со своими людьми, и поэтому во время дождя, когда долина, отделяющая меня от них, наполняется водой, я уже не могу приходить в их мечеть и проводить с ними молитву. О Посланник Аллаха, я хотел бы, чтобы ты пришёл ко мне домой и помолился там, а потом я устроил бы там место для своих молитв». Посланник Аллаха ﷺ сказал: «Я сделаю это, если будет угодно Аллаху!» ‘Итбан сказал: «И на следующее утро, когда взошло солнце, Посланник Аллаха ﷺ пришёл ко мне вместе с Абу Бакром. Пророк ﷺ попросил разрешения войти, и я пригласил его в дом. Войдя, он не стал садиться, а (сразу) спросил: “Где ты хотел бы, чтобы я совершил молитву в твоем доме?”». ‘Итбан сказал: «И я показал ему одно место в своём доме, после чего Пророк ﷺ встал (там) и произнёс слова “Аллах велик” /Аллаху акбар/, а мы встали (за ним) и выстроились в ряд. И он совершил молитву в два рак‘ата, завершив её словами таслима». ‘Итбан сказал: «И мы задержали его, предложив отведать “хазиры”, которую мы приготовили специально для него». ‘Итбан сказал: «(Между тем) в доме собралось много людей, принадлежавших к нашей семье, и один из них спросил: «А где же Малик ибн ад-Духшун?» Кто-то сказал: «Это — лицемер, который не любит Аллаха и посланника Его». (Услышав это,) Посланник Аллаха ﷺ воскликнул: «Не говори так! Разве ты не знаешь, что он сказал: “Нет божества, достойного поклонения, кроме Аллаха” /Ля иляха илля-Ллах/, стремясь к лику Аллаха?» (Тот человек) сказал: «Аллаху и посланнику Его виднее», а потом добавил: «Однако мы видим, как он помогает лицемерам и даёт им советы». (Тогда) Посланник Аллаха ﷺ сказал: «Поистине, Аллах сделал запретным для Огня того, кто скажет: “Нет божества, достойного поклонения, кроме Аллаха”, стремясь к лику Аллаха!”»
chapter||Al-Aqit (dried yoghourt)
chapter_intro||وَقَالَ حُمَيْدٌ سَمِعْتُ أَنَسًا بَنَى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِصَفِيَّةَ، فَأَلْقَى التَّمْرَ وَالأَقِطَ وَالسَّمْنَ. وَقَالَ عَمْرُو بْنُ أَبِي عَمْرٍو عَنْ أَنَسٍ صَنَعَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ حَيْسًا.
hadith|5402|Сообщается, что Ибн ‘Аббас, да будет доволен Аллах им и его отцом, сказал: «Однажды моя тётка с материнской стороны подарила Пророку ﷺ шипохвостых ящериц, сушёный творог и молоко. Ящерицы были положены на стол, и если бы (употреблять их в пищу) было запретно, то их не положили бы (на стол). Пророк ﷺ пил молоко и ел творог»
chapter||As-Salq (a kind of beet) and barley
hadith|5403|Сообщается, что Сахль ибн Са‘д сказал: «Поистине, мы радовались пятничному дню. Среди нас была одна пожилая женщина, она брала корневища свеклы, и клала их в котёл, затем добавляла пригоршню ячменных зёрен (и варила похлёбку). Совершив пятничную молитву, мы навещали её, а она подавала нам это блюдо, поэтому мы радовались пятничному дню. Мы обедали и совершали кайлюлю (дневной сон) только после пятничной молитвы. И клянусь Аллахом, в этом блюде не было ни сала, ни жира»
chapter||To seize and catch flesh with the teeth (while eating).
hadith|5404|Сообщается, что Ибн ‘Аббас, да будет доволен Аллах им и его отцом, сказал: «Посланник Аллаха ﷺ обглодал мясо с (овечьей) лопатки, а затем встал и совершил молитву, не совершая омовение»
