collection||Sahih al Bukhari
hadith|7514|Telah menceritakan kepada kami [Musaddad] telah menceritakan kepada kami [Abu 'Awanah] dari [Qatadah] dari [Shafwan bin Mukhraz], bahwa ada seorang laki-laki bertanya [Ibnu Umar], "Bagaimana engkau mendengar Rasulullah shallallahu 'alaihi wasallam bersabda tentang bisikan?" Ibnu Umar menjawab, 'Salah seorang di antara kalian mendekati tuhannya hingga Allah meletakkan dekapannya kepadanya dan berujar, 'Bukankah engkau telah melakukan demikian? ' Maka si hamba tadi berkata, 'Benar.' Allah lantas berkata lagi, 'Bukankah engkau melakukan yang demikian-demikian? ' Si hamba tadi menjawab, 'Benar, ' dan dia mengakuinya. Kemudian Allah berkata, 'Sesungguhnya aku telah menutup dosa-dosa itu bagimu di dunia, dan hari ini aku mengampuninya bagimu'." Sedang [Adam] berkata, telah menceritakan kepada kami [Syaiban] telah menceritakan kepada kami [Qatadah] telah menceritakan kepada kami [Shafwan] dari [Ibn 'Umar] berkata, 'Aku mendengar Nabi shallallahu 'alaihi wasallam
chapter||“…And to Musa (Moses) Allah spoke directly.”
hadith|7515|Telah menceritakan kepada kami [Yahya bin Bukair] telah menceritakan kepada kami [Al Laits] telah menceritakan kepada kami [Uqail] dari [Ibn Syihab] telah menceritakan kepada kami [Humaid bin Abdurrahman] dari [Abu Hurairah] bahwa Nabi shallallahu 'alaihi wasallam bersabda: "Adam dan Musa berbantah-bantahan pada hari kiamat, Musa berkata kepada Adam, 'Engkaulah penyebab yang mengeluarkan anak cucumu dari surga! ' Sedang Adam berkata, 'Engkau Musa, yang Allah telah memilihmu dengan risalah-Nya dan kalam-Nya, engkau mencelaku atas sesuatu yang telah ditakdirkan bagiku sebelum aku dicipta! ' Maka Adam lah yang mengalahkan Musa
hadith|7516|Telah menceritakan kepada kami [Muslim bin Ibrahim] telah menceritakan kepada kami [Hisyam] telah menceritakan kepada kami [Qatadah] dari [Anas] radliyallahu'anhu berkata, "Rasulullah shallallahu 'alaihi wasallam bersabda: "Orang-orang mukmin dikumpulkan pada hari kiamat dan berkata, 'Duh sekiranya kita bisa meminta syafaat untuk kami kepada tuhan kami, sehingga Allah bisa memberi kenyamanan bagi kami dari tempat kami ini.' Lantas mereka mendatangi Adam seraya berkata, 'Hai Adam, engkau adalah nenek moyang seluruh manusia, Allah telah menciptamu dengan tangan-Nya, Allah telah menyuruh para malaikat untuk sujud kepadamu, dan Dia mengajarimu nama-nama segala sesuatu, maka mintalah syafaat untuk kami kepada Tuhan kami sehingga Allah bisa memberi kenyamanan bagi kami.' Maka Adam berkata, 'Aku tidak berhak melakukan itu untuk kalian, ' lantas Adam menceritakan kesalahan yang pernah dilakukannya
hadith|7517|Telah menceritakan kepada kami [Abdul Aziz bin Abdullah] telah menceritakan kepadaku [Sulaiman] dari [Syarik bin Abdullah] berkata, "Aku mendengar [Anas bin Malik] berkata, "Tatkala Rasulullah shallallahu 'alaihi wasallam diisra'kan dari masjid Ka'bah, beliau didatangi oleh tiga orang -yang ketika itu beliau belum menerima wahyu- ketika di masjidil haram. Laki-laki pertama berkata, 'Mana orangnya? ' Laki-laki kedua berkata, 'Itu, orang terbaik di antara mereka! ' Lantas laki-laki ketiga berkata, 'Ambillah orang terbaik mereka', pada malam itu beliau tidak bisa melihat mereka bertiga. Hingga pada malam berikutnya mereka mendatangi beliau lagi, yang ketika itu hati (beliau) melihat, mata beliau tidur namun tidak untuk hatinya. Demikian pula para nabi, mata mereka tertidur namun hati mereka tidak tidur. Para malaikat itu tidak mengajak bicara beliau hingga mereka membawa dan meletakkan beliau di sisi sumur zamzam, Jibril lantas memimpin mereka untuk menyucikan nabi. Jibril kemudian membelah antara tenggorokan beliau hingga pangkal lehernya, sampai dadanya dan perutnya. Jibril kemudian memandikan beliau dengan air zamzam dengan tangannya hingga sampai pada bagian perut, setelah itu didatangkanlah bejana besar dari emas yang di dalamnya ada bejana yang terbuat dari tanah liat dari emas yang diisi dengan keimanan dan hikmah. Dengannya, Jibril mengisi dada dan urat-urat kerongkongannya lalu menjahitnya kembali. Kemudian Jibril membawanya ke langit dunia dan ia ketuk salah satu pintunya sehingga penghuni langit bertanya, 'Siapakah ini? ' Jibril berkata, 'Para malaikat bertanya, 'Siapa yang bersamamu? ' Jibril menjawab, 'Bersamaku Muhammad.' Penghuni langit bertanya, 'Dia telah diutus? ' Jibril menjawab, 'Benar.' Penghuni langit lalu berkata, 'Selamat datang, selamat atas kunjungannya.' Maka penghuni langit sedemikian bergembira, mereka tidak tahu apa yang Allah inginkan terhadap diri Muhammad di muka bumi, hingga Allah memberitahu mereka. Lantas di langit dunia nabi bertemu Adam, Jibril memperkenalkan kepada beliau, 'Ini adalah ayahmu, Adam. Ucapkanlah salam kepadanya. Dia (Muhammad) lalu mengucapkan salam yang kemudian dijawab oleh Adam seraya, 'Selamat datang, selamat berkunjung wahai anakku, sungguh engkau anak yang terbaik.' Ternyata di langit dunia ada dua sungai yang mengalir, Nabi Muhammad bertanya, 'Dua sungai apa ini wahai Jibril? ' Jibril menjawab, 'Ini adalah Nil dan Eufrat.' Kemudian Jibril terus membawa Nabi ke langit, tiba-tiba ada sungai lain yang di atasnya ada istana dari mutiara dan intan, Nabi memukulnya dengan tangannya, tiba-tiba baunya seperti minyak wangi adlfar. Nabi bertanya, 'Ini apa wahai Jibril? ' Jibril menjawab, 'Ini adalah telaga al Kautsar yang sengaja disimpan oleh Tuhanmu untukmu.' Kemudian Jibril membawanya naik ke langit kedua, dan malaikat bertanya kepadanya seperti yang ditanyakan malaikat pada langit pertama. Mereka bertanya, 'Siapa ini? ' Jibril menjawab, 'Ini Jibril.' Mereka bertanya lagi, 'Dan siapa ini yang bersamamu? ' Jibril menjawab, 'Muhammad shallallahu 'alaihi wasallam.' Mereka bertanya, 'Apakah dia telah diutus? ' Jibril menjawab, 'Benar.' Malaikat (langit tersebut) lalu berkata, 'Selamat datang, selamat atas kunjungannya.' Jibril kemudian membawanya naik ke langit ketiga dan para malaikat bertanya kepadanya sebagaimana yang ditanyakan malaikat di langit pertama dan kedua, kemudian Jibril membawanya naik ke langit keempat, dan mereka bertanya seperti halnya pertanyaan malaikat sebelumnya, setiap langit berisikan para nabi yang Jibril sebutkan nama-namanya. Dan seingatku di antara mereka ada Idris di langit kedua, Harun di langit keempat, dan lain di langit ke lima yang aku tak hapal namanya, Ibrahim di langit keenam, dan Musa di langit ketujuh karena diberi kelebihan bisa berbicara langsung dengan Allah. Lantas Musa berkata, 'Wahai Rabb, setahuku tak ada orang yang lebih ditinggikan daripada aku, ' kemudian Jibril membawanya naik di atas kesemuanya yang tidak satupun yang tahu selain Allah hingga tiba di Sidratul Muntaha. Kemudian Jibril mendekati Allah, Al Jabbar, Rabb pemilik kemuliaan, Nabi terus mendekat hingga jarak antara keduanya sebatas dua busur panah atau lebih dekat lagi, dan Allah memberinya wahyu, yang di antara wahyunya, Allah mewajibkan lima puluh kali shalat untuk umatmu (Muhammad) siang-malam. Kemudian Nabi turun hingga bertemu Musa, Musa menahannya dan berkata, 'Hai Muhammad, apa yang diikrarkan Tuhanmu kepadamu? ' Nabi menjawab, 'Allah mewajibkan aku untuk mendirikan lima puluh kali shalat sehari semalam.' Musa berkata, 'Umatmu tak bakalan kuat melakukan sedemikian itu, kembalilah kamu agar Tuhanmu memberi keringanan untkmu dan umatmu.' Maka Nabi menoleh ke Jibril seolah-olah meminta saran tentang saran Musa, dan Jibril memberi isyarat, 'Silahkan, kalau kau berkenan.' Maka Jibril kembali menaikannya ke Allah Yang Maha Jabbar yang ketika itu masih berada di singgahsana-Nya, Nabi katakan, 'Wahai Rabb, berilah kami keringanan, sebab umatku tak bakalan mampu melakukan shalat lima puluh kali dalam sehari! ' Lantas Allah mengurangi sepuluh kali, dan Nabi kembali bertemu Musa dan Musa menahannya, Musa terus-menerus membujuknya agar Nabi menegoisasi ulang kepada Rabbnya, sehingga Allah hanya mewajibkan lima kali shalat sehari-semalam. Musa kemudian menahannya ketika kewajiban shalat tinggal lima, Musa mengatakan, 'Hai Muhammad, pernah aku membujuk Bani Israil, kaumku, untuk suatu yang lebih rendah daripada ini namun mereka meninggalkannya, padahal umatmu lebih lemah fisiknya, badannya, hatinya, pandangan dan pendengarannya, maka temuilah kembali Rabbmu agar Dia memberi keringanan.' Dan atas semua instruksi itu, Nabi menoleh kepada Jibril untuk memberi saran, namun Jibril tidak membenci atas itu semua. Lantas Jibril kembali membawanya naik untuk kali kelima, lalu Nabi berkata, 'Ya Rabb, umatku adalah orang-orang lemah fisiknya, hatinya, pendengarannya, pandangannya, dan badannya, maka berilah kami keringanan.' Allah Yang Maha Jabbar menjawab, 'Hai Muhammad! ' Nabi menjawab, 'Aku penuhi panggilan-Mu.' Allah meneruskan firman-Nya, 'Sesungguhnya tidak ada lagi pergantian titah-Ku sebagaimana Aku wajibkan atasmu dalam ummul kitab.' Allah meneruskan titah-Nya, setiap satu kebaikan dibalas sepuluh kali lipatnya, maka lima kali shalat itu tercatat lima puluh kali dalam ummul kitab, sekalipun hanya dilaksanakan lima kali olehmu.' Maka Nabi kembali menemui Musa dan Musa bertanya, 'Apa yang telah kamu lakukan? ' Nabi menjawab, 'Allah betul-betul telah memberi kami keringanan, karena setiap kebaikan dibalas sepuluh kali lipatnya.' Musa berkata, 'Demi Allah, aku pernah membujuk bani israil untuk yang lebih remeh daripada itu namun mereka meninggalkannya, maka kembalilah kau temui Tuhanmu agar Dia memberi keringanan terhadapmu.' Rasulullah shallallahu 'alaihi wasallam menjawab, 'Hai Musa, demi Allah, aku telah malu kepada Tuhanku terhadap protes yang kulakukan terhadap-Nya.' Musa pun berkata, 'Baik kalau begitu, silahkan engkau turun dengan nama Allah.' Maka Nabi bangun (tidur) yang ketika itu beliau di Masjidil Haram
chapter||The Talk of the Lord to the people of Paradise
hadith|7518|Telah menceritakan kepada kami [Yahya bin Sulaiman] telah menceritakan kepadaku [Ibn Wahb] berkata, telah menceritakan kepadaku [Malik] dari [Zaid bin Aslam] dari ['Atha' bin Yasar] dari [Abu Sa'id Al Khudzri] radliyallahu'anhu berkata, "Nabi shallallahu 'alaihi wasallam bersabda: "Allah memanggil penduduk surga, 'Hai penduduk surga! ' Mereka menjawab, 'Baik, kami penuhi panggilan-Mu, dan seluruh kebaikan berada di tangan-Mu! Allah meneruskan, 'Apakah kalian telah puas! ' Mereka menjawab, 'Bagaimanakah kami tidak puas wahai Rabb, sedang telah Engkau beri kami sesuatu yang belum pernah Engkau berikan kepada satu pun dari makhluk-Mu! Allah kembali berkata, 'Maukah Aku beri kalian suatu yang lebih utama daripada itu semua? ' Mereka balik bertanya, 'Ya Rabb, apalagi yang lebih utama daripada itu semua? ' Allah menjawab, 'Sekarang Aku halalkan untuk kalian keredlaan-Ku, sehingga Aku tidak marah terhadap kalian selama-lamanya
hadith|7519|Telah menceritakan kepada kami [Muhammad bin Sinan] telah menceritakan kepada kami [Fulaih] telah menceritakan kepada kami [Hilal] dari ['Atha' bin Yasar] dari [Abu Hurairah], bahwa Nabi shallallahu 'alaihi wasallam suatu hari menyampaikan hadis sedang di sisinya ada seorang arab badui: "Ada seorang penduduk surga meminta ijin Tuhannya untuk menanam. Allah berujar, 'Bukankah engkau diperkenankan sekehendakmu! ' Orang tersebut menjawab, 'Memang, namun aku ingin menanam! ' Orang itu kemudian bergegas menabur benih, dan ujung-ujung tanamannya sedemikian cepat tumbuh, juga perkembangbiakannya, sehingga ia juga cepat memanen, yang himpunan panenannya sebesar gunung. Kemudian Allah berfirman, 'Silahkan kau ambil hai Anak adam, sungguh tak ada sesuatu yang menjadikanmu puas! ' Maka si arab badui berkata, 'Wahai Rasulullah, (jika demikian) tidak akan engkau temukan seperti orang ini selain dari Quraisy atau orang anshar, sebab mereka hobi bercocok tanam, adapun kami, tidak suka bercocok tanam! Rasulullah pun menjadi tertawa
chapter||“Therefore remember Me I will remember you…”
chapter_intro||لِقَوْلِهِ تَعَالَى: {فَاذْكُرُونِي أَذْكُرْكُمْ}، {وَاتْلُ عَلَيْهِمْ نَبَأَ نُوحٍ إِذْ قَالَ لِقَوْمِهِ يَا قَوْمِ إِنْ كَانَ كَبُرَ عَلَيْكُمْ مَقَامِي وَتَذْكِيرِي بِآيَاتِ اللَّهِ فَعَلَى اللَّهِ تَوَكَّلْتُ فَأَجْمِعُوا أَمْرَكُمْ وَشُرَكَاءَكُمْ ثُمَّ لاَ يَكُنْ أَمْرُكُمْ عَلَيْكُمْ غُمَّةً ثُمَّ اقْضُوا إِلَيَّ وَلاَ تُنْظِرُونِ فَإِنْ تَوَلَّيْتُمْ فَمَا سَأَلْتُكُمْ مِنْ أَجْرٍ إِنْ أَجْرِيَ إِلاَّ عَلَى اللَّهِ وَأُمِرْتُ أَنْ أَكُونَ مِنَ الْمُسْلِمِينَ} غُمَّةٌ هَمٌّ وَضِيقٌ. قَالَ مُجَاهِدٌ: {اقْضُوا إِلَيَّ} مَا فِي أَنْفُسِكُمْ، يُقَالُ افْرُقِ اقْضِ، وَقَالَ مُجَاهِدٌ: {وَإِنْ أَحَدٌ مِنَ الْمُشْرِكِينَ اسْتَجَارَكَ فَأَجِرْهُ حَتَّى يَسْمَعَ كَلاَمَ اللَّهِ} إِنْسَانٌ يَأْتِيهِ فَيَسْتَمِعُ مَا يَقُولُ وَمَا أُنْزِلَ عَلَيْهِ، فَهْوَ آمِنٌ حَتَّى يَأْتِيَهُ فَيَسْمَعَ كَلاَمَ اللَّهِ، وَحَتَّى يَبْلُغَ مَأْمَنَهُ حَيْثُ جَاءَهُ. النَّبَأُ الْعَظِيمُ الْقُرْآنُ: {صَوَابًا} حَقًّا فِي الدُّنْيَا وَعَمَلٌ بِهِ.
chapter||“….Then do not set up rivals unto Allah while you know.”
chapter_intro||وَقَوْلِهِ جَلَّ ذِكْرُهُ: {وَتَجْعَلُونَ لَهُ أَنْدَادًا ذَلِكَ رَبُّ الْعَالَمِينَ} وَقَوْلِهِ: {وَالَّذِينَ لاَ يَدْعُونَ مَعَ اللَّهِ إِلَهًا آخَرَ}، {وَلَقَدْ أُوحِيَ إِلَيْكَ وَإِلَى الَّذِينَ مِنْ قَبْلِكَ لَئِنْ أَشْرَكْتَ لَيَحْبَطَنَّ عَمَلُكَ وَلَتَكُونَنَّ مِنَ الْخَاسِرِينَ بَلِ اللَّهَ فَاعْبُدْ وَكُنْ مِنَ الشَّاكِرِينَ} وَقَالَ عِكْرِمَةُ: {وَمَا يُؤْمِنُ أَكْثَرُهُمْ بِاللَّهِ إِلاَّ وَهُمْ مُشْرِكُونَ} وَلَئِنْ سَأَلْتَهُمْ مَنْ خَلَقَهُمْ وَمَنْ خَلَقَ السَّمَوَاتِ وَالأَرْضَ لَيَقُولُنَّ اللَّهُ. فَذَلِكَ إِيمَانُهُمْ وَهُمْ يَعْبُدُونَ غَيْرَهُ، وَمَا ذُكِرَ فِي خَلْقِ أَفْعَالِ الْعِبَادِ وَأَكْسَابِهِمْ لِقَوْلِهِ تَعَالَى: {وَخَلَقَ كُلَّ شَيْءٍ فَقَدَّرَهُ تَقْدِيرًا} وَقَالَ مُجَاهِدٌ: مَا تَنَزَّلُ الْمَلاَئِكَةُ إِلاَّ بِالْحَقِّ بِالرِّسَالَةِ وَالْعَذَابِ {لِيَسْأَلَ الصَّادِقِينَ عَنْ صِدْقِهِمْ} الْمُبَلِّغِينَ الْمُؤَدِّينَ مِنَ الرُّسُلِ وَإِنَّا لَهُ حَافِظُونَ عِنْدَنَا {وَالَّذِي جَاءَ بِالصِّدْقِ} الْقُرْآنُ، {وَصَدَّقَ بِهِ} الْمُؤْمِنُ يَقُولُ يَوْمَ الْقِيَامَةِ هَذَا الَّذِي أَعْطَيْتَنِي عَمِلْتُ بِمَا فِيهِ.
hadith|7520|Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Jarir] dari [Manshur] dari [Abu Wail] dari ['Amru bin Syurahbil] dari ['Abdullah] berkata, "Pernah aku bertanya Nabi Shallahu'alaijiwasallam, dosa apa yang paling besar di sisi Allah?" Nabi menjawab, "Engkau menjadikan tandingan untuk Allah, padahal Dialah yang menciptamu." Aku lalu berkata, "Jika demikian berarti itu memang perkara besar!" kemudian aku bertanya lagi, 'Lalu apa lagi? ' Nabi menjawab: "Engkau membunuh anakmu karena kamu khawatir akan makan bersamamu." Kemudian saya bertanya, "Lantas apa lagi?" Nabi menjawab: "Engkau berzina dengan isteri tetanggamu
chapter||“And you have not been hiding yourselves, lest your ears, and your eyes and your skins testify against you, but you thought that Allah knew not much of what you were doing.”
hadith|7521|Telah menceritakan kepada kami [Humaidi] telah menceritakan kepada kami [Sufyan] telah menceritakan kepada kami [Manshur] dari [Mujahid] dari [Abu Ma'mar] dari [Abdullah] radliyallahu'anhu berkata, "Ada dua orang kabilah Tsaqif dan seorang qurays, atau dua orang qurasy. Salah seorang dari kabilah Tsaqif lemak perutnya terlihat banyak sekali, sementara kefakihan hati mereka sangat minim. Lalu salah seorang dari mereka berkata, 'Apa menurutmu Allah akan mendengar apa yang kita ucapkan? ' Sedang lainnya berkata, 'Allah mendengar jika kita mengucapkan dengan lantang, dan Dia tidak mendengar jika kita mengucapkan dengan lirih (rahasia).' Lantas lainnya berkata, 'Apabila Dia mendengar jika kita mengucapkan secara lantang, tentu Dia juga mendengar jika kita mengucapkan secara lirih! Lantas Allah menurunkan ayat: '(Dan apa saja yang kalian sembunyikan, akan bersaksi atas kalian, pendengaran kalian, tidak pula penglihatan kalian dan tidak pula kulit kalian) ', (Qs. Fushshilat: ayat)
chapter||“….Every day He is in some affair!”
chapter_intro||وَ{مَا يَأْتِيهِمْ مِنْ ذِكْرٍ مِنْ رَبِّهِمْ مُحْدَثٍ} وَقَوْلِهِ تَعَالَى: {لَعَلَّ اللَّهَ يُحْدِثُ بَعْدَ ذَلِكَ أَمْرًا} وَأَنَّ حَدَثَهُ لاَ يُشْبِهُ حَدَثَ الْمَخْلُوقِينَ لِقَوْلِهِ تَعَالَى: {لَيْسَ كَمِثْلِهِ شَيْءٌ وَهُوَ السَّمِيعُ الْبَصِيرُ} وَقَالَ ابْنُ مَسْعُودٍ عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «إِنَّ اللَّهَ يُحْدِثُ مِنْ أَمْرِهِ مَا يَشَاءُ، وَإِنَّ مِمَّا أَحْدَثَ أَنْ لاَ تَكَلَّمُوا فِي الصَّلاَةِ».
hadith|7522|Telah menceritakan kepada kami [Ali bin Abdullah] telah menceritakan kepada kami [Hatim bin Wardan] telah menceritakan kepada kami [Ayyub] dari ['Ikrimah] dari [Ibn Abbas] radliyallahu'anhuma, ia berkata, "Bagaimana kalian bertanya ahli kitab tentang kitab mereka padahal kalian mempunyai Kitabullah, kitab yang paling dekat janjinya kepada Allah, yang kalian membacanya dengan tidak dicampuri hal-hal lainnya
hadith|7523|Telah menceritakan kepada kami [Abul Yaman] telah mengabarkan kepada kami [Syu'aib] dari [Azzuhri] telah mengabarkan kepadaku ['Ubaidullah bin Abdullah] bahwa [Abdullah bin Abbas] berkata, "Wahai segenap muslimin, bagaimana kalian bertanya ahli kitab tentang sesuatu, sedang kitab kalian yang Allah turunkan kepada nabi kalian shallallahu 'alaihi wasallam adalah berita paling baru tentang Allah yang tidak dicampuri oleh sesutu apapun, dan Allah telah menceritakan kepada kalian bahwa ahli kitab mengubah-ubah kitab Allah dan merubah-rubahnya. Setelah itu mereka tulis kitab-kitab Allah dengan tangannya, dan mereka katakan, 'Ini dari Allah', yang demikian untuk mereka beli dengan harga yang sedikit, tidakkah ilmu yang datang kepada kalian melarang kalian bertanya kepada mereka? Tidak, demi Allah, tidak akan kami lihat salah seorang di antara mereka bertanya kalian tentang yang diturunkan kepada kalian
chapter||“Move not your tongue concerning to make haste therewith.”
chapter_intro||وَفِعْلِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ حَيْثُ يُنْزَلُ عَلَيْهِ الْوَحْيُ. وَقَالَ أَبُو هُرَيْرَةَ عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «قَالَ اللَّهُ تَعَالَى أَنَا مَعَ عَبْدِي حَيْثُمَا ذَكَرَنِي وَتَحَرَّكَتْ بِي شَفَتَاهُ».
hadith|7524|Telah menceritakan kepada kami [Qutaibah bin Sa'id] telah menceritakan kepada kami [Abu 'Awanah] dari [Musa bin Abu 'Aisyah] dari [Sa'id bin Jubair] dari [Ibn Abbas] tentang firman Allah: '(Jangan kamu gerakkan lisanmu) ' (Qs. Al Qiyamah: 16), Ibnu Abbas katakan, "Nabi shallallahu 'alaihi wasallam merasa sangat kepayahan mengikuti wahyu yang diturunkan sehingga beliau gerak-gerakkan kedua bibirnya." Ibnu Abbas lantas berkata kepadaku, "Maka aku gerakkan keduanya bagimu sebagaimana Rasulullah shallallahu 'alaihi wasallam menggerakkan keduanya." Sa'id berkata, "Dan aku menggerakkan keduanya sebagaimana Ibnu Abbas menggerakkan keduanya, " maka ia gerakkan kedua bibirnya sehingga Allah menurunkan ayat: '(Jangan engkau gerakkan lisanmu untuk membacanya agar kamu tergesa-gesa, sebab Kewajiban Kamilah yang mengumpulkannya dan membacakannya) ' (Qs. Al Qiyamah: 16-17). Ibn Abbas berkata, 'Mengumpulkan yang dimaksud adalah, mengumpulkan di dadamu, lantas kamu membacanya: '(Maka jika kami telah membacanya, maka ikutilah bacaannya) ' (Qs. Al Qiyamah: 18). Ibn 'Abbas berkata, 'Maka dengar dia baik-baik dan diamlah, kemudian Kami berkewajiban agar kamu mampu membacanya." Ibn Abbas berkata, "Jika Jibril menemui Rasulullah shallallahu 'alaihi wasallam, maka beliau mendengarnya baik-baik, dan jika Jibril telah pulang, maka beliau membacanya sebagaimana Jibril membacakannya
chapter||“And whether you keep your talk secret or disclose it. Verily, He is the All-Knower of what is in the breasts (of men)….”
chapter_intro||{يَتَخَافَتُونَ} يَتَسَارُّونَ.
hadith|7525|Telah menceritakan kepadaku ['Amru bin Zurarah] dari [Husyaim] telah mengabarkan kepada kami [Abu Bisyr] dari [Sa'id bin Jubair] dari [Ibn Abbas] radliyallahu'anhuma tentang firman Allah Ta'ala: '(Jangan kamu membacanya secara lantang dalam shalatmu, dan jangan pula secara lirih) ' (Qs. Al Isra': ayat 110), Ibn Abbas berkata, "Ayat ini diturunkan saat Rasulullah shallallahu 'alaihi wasallam masih sembunyi-sembunyi di Makkah, jika shalat bersama sahabat-sahabatnya, beliau mengeraskan bacaan Al Qur'annya, sehingga jika kaum musyrikin mendengarnya, mereka mencaci Al Qur'an, Dzat yang menurunkannya dan malaikat yang membawanya. Maka Allah menegur nabi-Nya shallallahu 'alaihi wasallam shallallahu 'alaihi wasallam dengan ayat: '(Jangan kamu membacanya secara lantang dalam shalatmu) ' (Qs. Al Isra': ayat 110), yakni dengan bacaanmu, sehingga saat orang-orang Musyrik mendengar mereka akan mencela Al Qur'an, '(dan jangan pula secara lirih), yaitu kepada para sahabatmu, sehingga engkau tidak bisa menjadikan mereka mendengar, (Carilah jalan tengah antara keduanya) ', (Qs. Al Isra: ayat)
hadith|7526|Telah menceritakan kepada kami [Ubaid bin Ismail] telah menceritakan kepada kami [Abu Usamah] dari [Hisyam] dari [Ayahnya] dari [Aisyah] radliyallahu'anha, ia berkata, "Ayat ini: '(Janganlah kamu menyaringkan bacaanmu ketika shalatmu dan jangan pula membacanya terlalu lirih) ', (Qs. Al Isra`: Ayat 110), diturunkan berkenaan dengan doa
hadith|7527|Telah menceritakan kepada kami [Ishaq] telah menceritakan kepada kami [Abu 'Ashim] telah mengabarkan kepada kami [Ibn Juraij] Telah mengabarkan kepada kami [Ibn Syihab] dari [Abu Salamah] dari [Abu Hurairah] berkata, "Rasulullah shallallahu 'alaihi wasallam bersabda: "Bukan termasuk golongan kami orang yang tidak melagukan Al Qur'an, " sementara yang lain menambahkan, 'dan mengeraskannya
chapter||‘If I have been given what this man has been given, I would do the same as he is doing.’
chapter_intro||فَبَيَّنَ اللَّهُ أَنَّ قِيَامَهُ بِالْكِتَابِ هُوَ فِعْلُهُ وَقَالَ: {وَمِنْ آيَاتِهِ خَلْقُ السَّمَوَاتِ وَالأَرْضِ وَاخْتِلاَفُ أَلْسِنَتِكُمْ وَأَلْوَانِكُمْ}. وَقَالَ جَلَّ ذِكْرُهُ: {وَافْعَلُوا الْخَيْرَ لَعَلَّكُمْ تُفْلِحُونَ}.
hadith|7528|Telah menceritakan kepada kami [Qutaibah] telah menceritakan kepada kami [Jarir] dari [Al A'masy] dari [Abu Shalih] dari [Abu Hurairah] berkata, "Rasulullah shallallahu 'alaihi wasallam bersabda: "Tidak boleh iri kecuali dalam dua hal; seseorang yang Allah beri Al Qur'an, kemudian ia membacanya sepanjang siang dan malam. Lalu orang yang iri itu berkata 'Kalaulah aku diberi kepandaian seperti orang itu, niscaya kulakukan sepertinya.' Dan seseorang yang diberi harta, lantas dia membelanjakannya dalam haknya. Lalu orang yang iri itu berkata, 'Kalulah aku diberi harta si fulan, niscaya kulakukan seperti yang dilakukannya
hadith|7529|Telah menceritakan kepada kami ['Ali bin Abdullah] telah menceritakan kepada kami [Sufyan] [Azzuhri] berkata dari [Salim] dari [ayahnya] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Tidak boleh iri kecuali dalam dua hal; seorang laki-laki yang Allah beri Al Qur'an, lantas ia membacanya di sepanjang malam dan sepanjang siang. Dan seorang laki-laki yang Allah beri harta, lantas ia membelanjakannya sepanjang malam dan sepanjang siang." Ali bin Abdullah berkata, "Aku mendengar Sufyan berkali-kali, namun aku tidak mendengar ia menyebutkan hadits (dengan lafad akhbartu (aku mengabarkan), tetapi dengan lafad 'An (dari). Dan ini adalah hadits yang paling shahih dari yang ia punya
chapter||“O Messenger! Proclaim which has been sent down to you from your Lord. And if you do not, then you have not conveyed His Message…”
