collection||Sahih al Bukhari
chapter||باب
hadith|5|موسیٰ بن اسماعیل نے ہم سے حدیث بیان کی، ان کو ابوعوانہ نے خبر دی، ان سے موسیٰ ابن ابی عائشہ نے بیان کی، ان سے سعید بن جبیر نے انہوں نے ابن عباس رضی اللہ عنہما سے کلام الٰہی «لا تحرك به لسانك لتعجل به‏» الخ کی تفسیر کے سلسلہ میں سنا کہ رسول اللہ صلی اللہ علیہ وسلم نزول قرآن کے وقت بہت سختی محسوس فرمایا کرتے تھے اور اس کی ( علامتوں ) میں سے ایک یہ تھی کہ یاد کرنے کے لیے آپ اپنے ہونٹوں کو ہلاتے تھے۔ ابن عباس رضی اللہ عنہما نے کہا میں اپنے ہونٹ ہلاتا ہوں جس طرح آپ ہلاتے تھے۔ سعید کہتے ہیں میں بھی اپنے ہونٹ ہلاتا ہوں جس طرح ابن عباس رضی اللہ عنہما کو میں نے ہلاتے دیکھا۔ پھر انہوں نے اپنے ہونٹ ہلائے۔ ( ابن عباس رضی اللہ عنہما نے کہا ) پھر یہ آیت اتری کہ اے محمد! قرآن کو جلد جلد یاد کرنے کے لیے اپنی زبان نہ ہلاؤ۔ اس کا جمع کر دینا اور پڑھا دینا ہمارا ذمہ ہے۔ ابن عباس رضی اللہ عنہما کہتے ہیں یعنی قرآن آپ صلی اللہ علیہ وسلم کے دل میں جما دینا اور پڑھا دینا ہمارے ذمہ ہے۔ پھر جب ہم پڑھ چکیں تو اس پڑھے ہوئے کی اتباع کرو۔ ابن عباس رضی اللہ عنہما فرماتے ہیں ( اس کا مطلب یہ ہے ) کہ آپ اس کو خاموشی کے ساتھ سنتے رہو۔ اس کے بعد مطلب سمجھا دینا ہمارے ذمہ ہے۔ پھر یقیناً یہ ہماری ذمہ داری ہے کہ آپ اس کو پڑھو ( یعنی اس کو محفوظ کر سکو ) چنانچہ اس کے بعد جب آپ کے پاس جبرائیل علیہ السلام ( وحی لے کر ) آتے تو آپ ( توجہ سے ) سنتے۔ جب وہ چلے جاتے تو رسول اللہ صلی اللہ علیہ وسلم اس ( وحی ) کو اسی طرح پڑھتے جس طرح جبرائیل علیہ السلام نے اسے پڑھا تھا۔
chapter||باب
hadith|6|ہم کو عبدان نے حدیث بیان کی، انہیں عبداللہ بن مبارک نے خبر دی، ان کو یونس نے، انہوں نے زہری سے یہ حدیث سنی۔ (دوسری سند یہ ہے کہ) ہم سے بشر بن محمد نے یہ حدیث بیان کی۔ ان سے عبداللہ بن مبارک نے، ان سے یونس اور معمر دونوں نے، ان دونوں نے زہری سے روایت کی پہلی سند کے مطابق زہری سے عبیداللہ بن عبداللہ نے، انہوں نے ابن عباس رضی اللہ عنہما سے یہ روایت نقل کی کہ رسول اللہ صلی اللہ علیہ وسلم سب لوگوں سے زیادہ جواد ( سخی ) تھے اور رمضان میں ( دوسرے اوقات کے مقابلہ میں جب ) جبرائیل علیہ السلام آپ صلی اللہ علیہ وسلم سے ملتے بہت ہی زیادہ جود و کرم فرماتے۔ جبرائیل علیہ السلام رمضان کی ہر رات میں آپ صلی اللہ علیہ وسلم سے ملاقات کرتے اور آپ صلی اللہ علیہ وسلم کے ساتھ قرآن کا دورہ کرتے، غرض نبی کریم صلی اللہ علیہ وسلم لوگوں کو بھلائی پہنچانے میں بارش لانے والی ہوا سے بھی زیادہ جود و کرم فرمایا کرتے تھے۔
chapter||باب
hadith|7|ہم کو ابوالیمان حکم بن نافع نے حدیث بیان کی، انہیں اس حدیث کی شعیب نے خبر دی۔ انہوں نے زہری سے یہ حدیث سنی۔ انہیں عبیداللہ ابن عبداللہ ابن عتبہ بن مسعود نے خبر دی کہ عبداللہ بن عباس سے ابوسفیان بن حرب نے یہ واقعہ بیان کیا کہ ہرقل ( شاہ روم ) نے ان کے پاس قریش کے قافلے میں ایک آدمی بلانے کو بھیجا اور اس وقت یہ لوگ تجارت کے لیے ملک شام گئے ہوئے تھے اور یہ وہ زمانہ تھا جب رسول اللہ صلی اللہ علیہ وسلم نے قریش اور ابوسفیان سے ایک وقتی عہد کیا ہوا تھا۔ جب ابوسفیان اور دوسرے لوگ ہرقل کے پاس ایلیاء پہنچے جہاں ہرقل نے دربار طلب کیا تھا۔ اس کے گرد روم کے بڑے بڑے لوگ ( علماء وزراء امراء ) بیٹھے ہوئے تھے۔ ہرقل نے ان کو اور اپنے ترجمان کو بلوایا۔ پھر ان سے پوچھا کہ تم میں سے کون شخص مدعی رسالت کا زیادہ قریبی عزیز ہے؟ ابوسفیان کہتے ہیں کہ میں بول اٹھا کہ میں اس کا سب سے زیادہ قریبی رشتہ دار ہوں۔ ( یہ سن کر ) ہرقل نے حکم دیا کہ اس کو ( ابوسفیان کو ) میرے قریب لا کر بٹھاؤ اور اس کے ساتھیوں کو اس کی پیٹھ کے پیچھے بٹھا دو۔ پھر اپنے ترجمان سے کہا کہ ان لوگوں سے کہہ دو کہ میں ابوسفیان سے اس شخص کے ( یعنی محمد صلی اللہ علیہ وسلم کے ) حالات پوچھتا ہوں۔ اگر یہ مجھ سے کسی بات میں جھوٹ بول دے تو تم اس کا جھوٹ ظاہر کر دینا، ( ابوسفیان کا قول ہے کہ ) اللہ کی قسم! اگر مجھے یہ غیرت نہ آتی کہ یہ لوگ مجھ کو جھٹلائیں گے تو میں آپ صلی اللہ علیہ وسلم کی نسبت ضرور غلط گوئی سے کام لیتا۔ خیر پہلی بات جو ہرقل نے مجھ سے پوچھی وہ یہ کہ اس شخص کا خاندان تم لوگوں میں کیسا ہے؟ میں نے کہا وہ تو بڑے اونچے عالی نسب والے ہیں۔ کہنے لگا اس سے پہلے بھی کسی نے تم لوگوں میں ایسی بات کہی تھی؟ میں نے کہا نہیں کہنے لگا، اچھا اس کے بڑوں میں کوئی بادشاہ ہوا ہے؟ میں نے کہا نہیں۔ پھر اس نے کہا، بڑے لوگوں نے اس کی پیروی اختیار کی ہے یا کمزوروں نے؟ میں نے کہا نہیں کمزوروں نے۔ پھر کہنے لگا، اس کے تابعدار روز بڑھتے جاتے ہیں یا کوئی ساتھی پھر بھی جاتا ہے؟ میں نے کہا نہیں۔ کہنے لگا کہ کیا اپنے اس دعوائے ( نبوت ) سے پہلے کبھی ( کسی بھی موقع پر ) اس نے جھوٹ بولا ہے؟ میں نے کہا نہیں۔ اور اب ہماری اس سے ( صلح کی ) ایک مقررہ مدت ٹھہری ہوئی ہے۔ معلوم نہیں وہ اس میں کیا کرنے والا ہے۔ ( ابوسفیان کہتے ہیں ) میں اس بات کے سوا اور کوئی ( جھوٹ ) اس گفتگو میں شامل نہ کر سکا۔ ہرقل نے کہا کیا تمہاری اس سے کبھی لڑائی بھی ہوتی ہے؟ ہم نے کہا کہ ہاں۔ بولا پھر تمہاری اور اس کی جنگ کا کیا حال ہوتا ہے؟ میں نے کہا، لڑائی ڈول کی طرح ہے، کبھی وہ ہم سے ( میدان جنگ ) جیت لیتے ہیں اور کبھی ہم ان سے جیت لیتے ہیں۔ ہرقل نے پوچھا۔ وہ تمہیں کس بات کا حکم دیتا ہے؟ میں نے کہا وہ کہتا ہے کہ صرف ایک اللہ ہی کی عبادت کرو، اس کا کسی کو شریک نہ بناؤ اور اپنے باپ دادا کی ( شرک کی ) باتیں چھوڑ دو اور ہمیں نماز پڑھنے، سچ بولنے، پرہیزگاری اور صلہ رحمی کا حکم دیتا ہے۔ ( یہ سب سن کر ) پھر ہرقل نے اپنے ترجمان سے کہا کہ ابوسفیان سے کہہ دے کہ میں نے تم سے اس کا نسب پوچھا تو تم نے کہا کہ وہ ہم میں عالی نسب ہے اور پیغمبر اپنی قوم میں عالی نسب ہی بھیجے جایا کرتے ہیں۔ میں نے تم سے پوچھا کہ ( دعویٰ نبوت کی ) یہ بات تمہارے اندر اس سے پہلے کسی اور نے بھی کہی تھی، تو تم نے جواب دیا کہ نہیں، تب میں نے ( اپنے دل میں ) کہا کہ اگر یہ بات اس سے پہلے کسی نے کہی ہوتی تو میں سمجھتا کہ اس شخص نے بھی اسی بات کی تقلید کی ہے جو پہلے کہی جا چکی ہے۔ میں نے تم سے پوچھا کہ اس کے بڑوں میں کوئی بادشاہ بھی گزرا ہے، تم نے کہا کہ نہیں۔ تو میں نے ( دل میں ) کہا کہ ان کے بزرگوں میں سے کوئی بادشاہ ہوا ہو گا تو کہہ دوں گا کہ وہ شخص ( اس بہانہ ) اپنے آباء و اجداد کی بادشاہت اور ان کا ملک ( دوبارہ ) حاصل کرنا چاہتا ہے۔ اور میں نے تم سے پوچھا کہ اس بات کے کہنے ( یعنی پیغمبری کا دعویٰ کرنے ) سے پہلے تم نے کبھی اس کو دروغ گوئی کا الزام لگایا ہے؟ تم نے کہا کہ نہیں۔ تو میں نے سمجھ لیا کہ جو شخص آدمیوں کے ساتھ دروغ گوئی سے بچے وہ اللہ کے بارے میں کیسے جھوٹی بات کہہ سکتا ہے۔ اور میں نے تم سے پوچھا کہ بڑے لوگ اس کے پیرو ہوتے ہیں یا کمزور آدمی۔ تم نے کہا کمزوروں نے اس کی اتباع کی ہے، تو ( دراصل ) یہی لوگ پیغمبروں کے متبعین ہوتے ہیں۔ اور میں نے تم سے پوچھا کہ اس کے ساتھی بڑھ رہے ہیں یا کم ہو رہے ہیں۔ تم نے کہا کہ وہ بڑھ رہے ہیں اور ایمان کی کیفیت یہی ہوتی ہے۔ حتیٰ کہ وہ کامل ہو جاتا ہے اور میں نے تم سے پوچھا کہ آیا کوئی شخص اس کے دین سے ناخوش ہو کر مرتد بھی ہو جاتا ہے تم نے کہا نہیں، تو ایمان کی خاصیت بھی یہی ہے جن کے دلوں میں اس کی مسرت رچ بس جائے وہ اس سے لوٹا نہیں کرتے۔ اور میں نے تم سے پوچھا کہ آیا وہ کبھی عہد شکنی کرتے ہیں۔ تم نے کہا نہیں، پیغمبروں کا یہی حال ہوتا ہے، وہ عہد کی خلاف ورزی نہیں کرتے۔ اور میں نے تم سے کہا کہ وہ تم سے کس چیز کے لیے کہتے ہیں۔ تم نے کہا کہ وہ ہمیں حکم دیتے ہیں کہ اللہ کی عبادت کرو، اس کے ساتھ کسی کو شریک نہ ٹھہراؤ اور تمہیں بتوں کی پرستش سے روکتے ہیں۔ سچ بولنے اور پرہیزگاری کا حکم دیتے ہیں۔ لہٰذا اگر یہ باتیں جو تم کہہ رہے ہو سچ ہیں تو عنقریب وہ اس جگہ کا مالک ہو جائے گا کہ جہاں میرے یہ دونوں پاؤں ہیں۔ مجھے معلوم تھا کہ وہ ( پیغمبر ) آنے والا ہے۔ مگر مجھے یہ معلوم نہیں تھا کہ وہ تمہارے اندر ہو گا۔ اگر میں جانتا کہ اس تک پہنچ سکوں گا تو اس سے ملنے کے لیے ہر تکلیف گوارا کرتا۔ اگر میں اس کے پاس ہوتا تو اس کے پاؤں دھوتا۔ ہرقل نے رسول اللہ صلی اللہ علیہ وسلم وہ خط منگایا جو آپ نے دحیہ کلبی رضی اللہ عنہ کے ذریعہ حاکم بصریٰ کے پاس بھیجا تھا اور اس نے وہ ہرقل کے پاس بھیج دیا تھا۔ پھر اس کو پڑھا تو اس میں ( لکھا تھا ) : اللہ کے نام کے ساتھ جو نہایت مہربان اور رحم والا ہے۔ اللہ کے بندے اور اس کے پیغمبر محمد صلی اللہ علیہ وسلم کی طرف سے یہ خط ہے شاہ روم کے لیے۔ اس شخص پر سلام ہو جو ہدایت کی پیروی کرے اس کے بعد میں آپ کے سامنے دعوت اسلام پیش کرتا ہوں۔ اگر آپ اسلام لے آئیں گے تو ( دین و دنیا میں ) سلامتی نصیب ہو گی۔ اللہ آپ کو دوہرا ثواب دے گا اور اگر آپ ( میری دعوت سے ) روگردانی کریں گے تو آپ کی رعایا کا گناہ بھی آپ ہی پر ہو گا۔ اور اے اہل کتاب! ایک ایسی بات پر آ جاؤ جو ہمارے اور تمہارے درمیان یکساں ہے۔ وہ یہ کہ ہم اللہ کے سوا کسی کی عبادت نہ کریں اور کسی کو اس کا شریک نہ ٹھہرائیں اور نہ ہم میں سے کوئی کسی کو اللہ کے سوا اپنا رب بنائے۔ پھر اگر وہ اہل کتاب ( اس بات سے ) منہ پھیر لیں تو ( مسلمانو! ) تم ان سے کہہ دو کہ ( تم مانو یا نہ مانو ) ہم تو ایک اللہ کے اطاعت گزار ہیں۔ ابوسفیان کہتے ہیں: جب ہرقل نے جو کچھ کہنا تھا کہہ دیا اور خط پڑھ کر فارغ ہوا تو اس کے اردگرد بہت شور و غوغہ ہوا، بہت سی آوازیں اٹھیں اور ہمیں باہر نکال دیا گیا۔ تب میں نے اپنے ساتھیوں سے کہا کہ ابوکبشہ کے بیٹے ( نبی کریم صلی اللہ علیہ وسلم ) کا معاملہ تو بہت بڑھ گیا ( دیکھو تو ) اس سے بنی اصفر ( روم ) کا بادشاہ بھی ڈرتا ہے۔ مجھے اس وقت سے اس بات کا یقین ہو گیا کہ نبی کریم صلی اللہ علیہ وسلم عنقریب غالب ہو کر رہیں گے۔ حتیٰ کہ اللہ نے مجھے مسلمان کر دیا۔ ( راوی کا بیان ہے کہ ) ابن ناطور ایلیاء کا حاکم ہرقل کا مصاحب اور شام کے نصاریٰ کا لاٹ پادری بیان کرتا تھا کہ ہرقل جب ایلیاء آیا، ایک دن صبح کو پریشان اٹھا تو اس کے درباریوں نے دریافت کیا کہ آج ہم آپ کی حالت بدلی ہوئی پاتے ہیں۔ ( کیا وجہ ہے؟ ) ابن ناطور کا بیان ہے کہ ہرقل نجومی تھا، علم نجوم میں وہ پوری مہارت رکھتا تھا۔ اس نے اپنے ہم نشینوں کو بتایا کہ میں نے آج رات ستاروں پر نظر ڈالی تو دیکھا کہ ختنہ کرنے والوں کا بادشاہ ہمارے ملک پر غالب آ گیا ہے۔ ( بھلا ) اس زمانے میں کون لوگ ختنہ کرتے ہیں؟ انہوں نے کہا کہ یہود کے سوا کوئی ختنہ نہیں کرتا۔ سو ان کی وجہ سے پریشان نہ ہوں۔ سلطنت کے تمام شہروں میں یہ حکم لکھ بھیجئے کہ وہاں جتنے یہودی ہوں سب قتل کر دئیے جائیں۔ وہ لوگ انہی باتوں میں مشغول تھے کہ ہرقل کے پاس ایک آدمی لایا گیا۔ جسے شاہ غسان نے بھیجا تھا۔ اس نے رسول اللہ صلی اللہ علیہ وسلم کے حالات بیان کئے۔ جب ہرقل نے ( سارے حالات ) سن لیے تو کہا کہ جا کر دیکھو وہ ختنہ کئے ہوئے ہے یا نہیں؟ انہوں نے اسے دیکھا تو بتلایا کہ وہ ختنہ کیا ہوا ہے۔ ہرقل نے جب اس شخص سے عرب کے بارے میں پوچھا تو اس نے بتلایا کہ وہ ختنہ کرتے ہیں۔ تب ہرقل نے کہا کہ یہ ہی ( محمد صلی اللہ علیہ وسلم ) اس امت کے بادشاہ ہیں جو پیدا ہو چکے ہیں۔ پھر اس نے اپنے ایک دوست کو رومیہ خط لکھا اور وہ بھی علم نجوم میں ہرقل کی طرح ماہر تھا۔ پھر وہاں سے ہرقل حمص چلا گیا۔ ابھی حمص سے نکلا نہیں تھا کہ اس کے دوست کا خط ( اس کے جواب میں ) آ گیا۔ اس کی رائے بھی نبی کریم صلی اللہ علیہ وسلم کے ظہور کے بارے میں ہرقل کے موافق تھی کہ محمد صلی اللہ علیہ وسلم ( واقعی ) پیغمبر ہیں۔ اس کے بعد ہرقل نے روم کے بڑے آدمیوں کو اپنے حمص کے محل میں طلب کیا اور اس کے حکم سے محل کے دروازے بند کر لیے گئے۔ پھر وہ ( اپنے خاص محل سے ) باہر آیا اور کہا ”اے روم والو! کیا ہدایت اور کامیابی میں کچھ حصہ تمہارے لیے بھی ہے؟ اگر تم اپنی سلطنت کی بقا چاہتے ہو تو پھر اس نبی کی بیعت کر لو اور مسلمان ہو جاؤ“ ( یہ سننا تھا کہ ) پھر وہ لوگ وحشی گدھوں کی طرح دروازوں کی طرف دوڑے ( مگر ) انہیں بند پایا۔ آخر جب ہرقل نے ( اس بات سے ) ان کی یہ نفرت دیکھی اور ان کے ایمان لانے سے مایوس ہو گیا تو کہنے لگا کہ ان لوگوں کو میرے پاس لاؤ۔ ( جب وہ دوبارہ آئے ) تو اس نے کہا میں نے جو بات کہی تھی اس سے تمہاری دینی پختگی کی آزمائش مقصود تھی سو وہ میں نے دیکھ لی۔ تب ( یہ بات سن کر ) وہ سب کے سب اس کے سامنے سجدے میں گر پڑے اور اس سے خوش ہو گئے۔ بالآخر ہرقل کی آخری حالت یہ ہی رہی۔ ابوعبداللہ کہتے ہیں کہ اس حدیث کو صالح بن کیسان، یونس اور معمر نے بھی زہری سے روایت کیا ہے۔
book||Belief
chapter||The statement of the Prophet (ﷺ) "Islam is based on five principles
chapter_intro||وَهُوَ قَوْلٌ وَفِعْلٌ، وَيَزِيدُ وَيَنْقُصُ. قَالَ اللَّهُ تَعَالَى: {لِيَزْدَادُوا إِيمَانًا مَعَ إِيمَانِهِمْ}، {وَزِدْنَاهُمْ هُدًى}، {وَيَزِيدُ اللَّهُ الَّذِينَ اهْتَدَوْا هُدًى}، {وَالَّذِينَ اهْتَدَوْا زَادَهُمْ هُدًى وَآتَاهُمْ تَقْوَاهُمْ}، {وَيَزْدَادَ الَّذِينَ آمَنُوا إِيمَانًا}، وَقَوْلُهُ: {أَيُّكُمْ زَادَتْهُ هَذِهِ إِيمَانًا فَأَمَّا الَّذِينَ آمَنُوا فَزَادَتْهُمْ إِيمَانًا}. وَقَوْلُهُ جَلَّ ذِكْرُهُ: {فَاخْشَوْهُمْ فَزَادَهُمْ إِيمَانًا}. وَقَوْلُهُ تَعَالَى: {وَمَا زَادَهُمْ إِلاَّ إِيمَانًا وَتَسْلِيمًا}. وَالْحُبُّ فِي اللَّهِ وَالْبُغْضُ فِي اللَّهِ مِنَ الإِيمَانِ. وَكَتَبَ عُمَرُ بْنُ عَبْدِ الْعَزِيزِ إِلَى عَدِيِّ بْنِ عَدِيٍّ إِنَّ لِلإِيمَانِ فَرَائِضَ وَشَرَائِعَ وَحُدُودًا وَسُنَنًا، فَمَنِ اسْتَكْمَلَهَا اسْتَكْمَلَ الإِيمَانَ، وَمَنْ لَمْ يَسْتَكْمِلْهَا لَمْ يَسْتَكْمِلِ الإِيمَانَ، فَإِنْ أَعِشْ فَسَأُبَيِّنُهَا لَكُمْ حَتَّى تَعْمَلُوا بِهَا، وَإِنْ أَمُتْ فَمَا أَنَا عَلَى صُحْبَتِكُمْ بِحَرِيصٍ. وَقَالَ إِبْرَاهِيمُ: {وَلَكِنْ لِيَطْمَئِنَّ قَلْبِي}. وَقَالَ مُعَاذٌ: اجْلِسْ بِنَا نُؤْمِنْ سَاعَةً. وَقَالَ ابْنُ مَسْعُودٍ: الْيَقِينُ الإِيمَانُ كُلُّهُ. وَقَالَ ابْنُ عُمَرَ: لاَ يَبْلُغُ الْعَبْدُ حَقِيقَةَ التَّقْوَى حَتَّى يَدَعَ مَا حَاكَ فِي الصَّدْرِ. وَقَالَ مُجَاهِدٌ: {شَرَعَ لَكُمْ} أَوْصَيْنَاكَ يَا مُحَمَّدُ وَإِيَّاهُ دِينًا وَاحِدًا. وَقَالَ ابْنُ عَبَّاسٍ: {شِرْعَةً وَمِنْهَاجًا} سَبِيلاً وَسُنَّةً.
chapter||Your invocation means your faith
hadith|8|ہم سے عبیداللہ بن موسیٰ نے یہ حدیث بیان کی۔ انہوں نے کہا کہ ہمیں اس کی بابت حنظلہ بن ابی سفیان نے خبر دی۔ انہوں نے عکرمہ بن خالد سے روایت کی انہوں نے عبداللہ بن عمر رضی اللہ عنہما سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا اسلام کی بنیاد پانچ چیزوں پر قائم کی گئی ہے۔ اول گواہی دینا کہ اللہ کے سوا کوئی معبود نہیں اور بیشک محمد صلی اللہ علیہ وسلم اللہ کے سچے رسول ہیں اور نماز قائم کرنا اور زکوٰۃ ادا کرنا اور حج کرنا اور رمضان کے روزے رکھنا۔
chapter||(What is said) regarding the deeds of faith
chapter_intro||وَقَوْلِ اللَّهِ تَعَالَى: {لَيْسَ الْبِرَّ أَنْ تُوَلُّوا وُجُوهَكُمْ قِبَلَ الْمَشْرِقِ وَالْمَغْرِبِ وَلَكِنَّ الْبِرَّ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الآخِرِ وَالْمَلاَئِكَةِ وَالْكِتَابِ وَالنَّبِيِّينَ وَآتَى الْمَالَ عَلَى حُبِّهِ ذَوِي الْقُرْبَى وَالْيَتَامَى وَالْمَسَاكِينَ وَابْنَ السَّبِيلِ وَالسَّائِلِينَ وَفِي الرِّقَابِ وَأَقَامَ الصَّلاَةَ وَآتَى الزَّكَاةَ وَالْمُوفُونَ بِعَهْدِهِمْ إِذَا عَاهَدُوا وَالصَّابِرِينَ فِي الْبَأْسَاءِ وَالضَّرَّاءِ وَحِينَ الْبَأْسِ أُولَئِكَ الَّذِينَ صَدَقُوا وَأُولَئِكَ هُمُ الْمُتَّقُونَ}. وَقَوْلِهِ: {قَدْ أَفْلَحَ الْمُؤْمِنُونَ} الآيَةَ.
hadith|9|ہم سے بیان کیا عبداللہ بن محمد جعفی نے، انہوں نے کہا ہم سے بیان کیا ابوعامر عقدی نے، انہوں نے کہا ہم سے بیان کیا سلیمان بن بلال نے، انہوں نے عبداللہ بن دینار سے، انہوں نے روایت کیا ابوصالح سے، انہوں نے نقل کیا ابوہریرہ رضی اللہ عنہ سے، انہوں نے نقل فرمایا جناب نبی کریم صلی اللہ علیہ وسلم سے آپ صلی اللہ علیہ وسلم نے فرمایا کہ ایمان کی ساٹھ سے کچھ اوپر شاخیں ہیں۔ اور حیاء ( شرم ) بھی ایمان کی ایک شاخ ہے۔
chapter||A Muslim is the one who avoids harming Muslims with his tongue and hands
hadith|10|ہم سے آدم بن ابی ایاس نے یہ حدیث بیان کی، ان کو شعبہ نے وہ عبداللہ بن ابی السفر اور اسماعیل سے روایت کرتے ہیں، وہ دونوں شعبی سے نقل کرتے ہیں، انہوں نے عبداللہ بن عمرو بن عاص رضی اللہ عنہما سے، وہ نبی کریم صلی اللہ علیہ وسلم سے روایت کرتے ہیں کہ آپ صلی اللہ علیہ وسلم نے فرمایا مسلمان وہ ہے جس کی زبان اور ہاتھ سے مسلمان بچے رہیں اور مہاجر وہ ہے جو ان کاموں کو چھوڑ دے جن سے اللہ نے منع فرمایا۔ ابوعبداللہ ( امام بخاری رحمہ اللہ ) نے فرمایا اور ابومعاویہ نے کہ ہم کو حدیث بیان کی داؤد بن ابی ہند نے، انہوں نے روایت کی عامر شعبی سے، انہوں نے کہا کہ میں نے سنا عبداللہ بن عمرو بن عاص سے، وہ حدیث بیان کرتے ہیں جناب نبی کریم صلی اللہ علیہ وسلم سے ( وہی مذکورہ حدیث ) اور کہا کہ عبدالاعلیٰ نے روایت کیا داؤد سے، انہوں نے عامر سے، انہوں نے عبداللہ بن عمرو بن عاص سے، انہوں نے نبی کریم صلی اللہ علیہ وسلم سے۔
chapter||Whose Islam is the best (Who is the best Muslim)?
hadith|11|ہم کو سعید بن یحییٰ بن سعید اموی قریشی نے یہ حدیث سنائی، انہوں نے اس حدیث کو اپنے والد سے نقل کیا، انہوں نے ابوبردہ بن عبداللہ بن ابی بردہ سے، انہوں نے ابی بردہ سے، انہوں نے ابوموسیٰ رضی اللہ عنہ سے، وہ کہتے ہیں کہ لوگوں نے پوچھا یا رسول اللہ! کون سا اسلام افضل ہے؟ تو نبی کریم صلی اللہ علیہ وسلم نے فرمایا وہ جس کے ماننے والے مسلمانوں کی زبان اور ہاتھ سے سارے مسلمان سلامتی میں رہیں۔
chapter||To feed (others) is a part of Islam
hadith|12|ہم سے حدیث بیان کی عمرو بن خالد نے، ان کو لیث نے، وہ روایت کرتے ہیں یزید سے، وہ ابوالخیر سے، وہ عبداللہ بن عمرو بن عاص رضی اللہ عنہما سے کہ ایک دن ایک آدمی نے نبی کریم صلی اللہ علیہ وسلم سے پوچھا کہ کون سا اسلام بہتر ہے؟ فرمایا کہ تم کھانا کھلاؤ، اور جس کو پہچانو اس کو بھی اور جس کو نہ پہچانو اس کو بھی، الغرض سب کو سلام کرو۔
chapter||To like for one's (Muslim's) brother what one likes for himself is a part of faith
hadith|13|ہم سے حدیث بیان کی مسدد نے، ان کو یحییٰ نے، انہوں نے شعبہ سے نقل کیا، انہوں نے قتادہ سے، انہوں نے انس رضی اللہ عنہ خادم رسول اللہ صلی اللہ علیہ وسلم سے، انہوں نے نبی کریم صلی اللہ علیہ وسلم سے روایت کیا۔ اور شعبہ نے حسین معلم سے بھی روایت کیا، انہوں نے قتادہ سے، انہوں نے انس رضی اللہ عنہ سے، انہوں نے نبی کریم صلی اللہ علیہ وسلم سے نقل فرمایا کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا تم میں سے کوئی شخص ایماندار نہ ہو گا جب تک اپنے بھائی کے لیے وہ نہ چاہے جو اپنے نفس کے لیے چاہتا ہے۔
chapter||To love the Messenger (Muhammad ﷺ) is a part of faith
hadith|14|ہم سے ابوالیمان نے حدیث بیان کی، ان کو شعیب نے، ان کو ابولزناد نے اعرج سے، انہوں نے ابوہریرہ رضی اللہ عنہ سے نقل کی کہ بیشک رسول اللہ صلی اللہ علیہ وسلم نے فرمایا، قسم ہے اس ذات کی جس کے ہاتھ میں میری جان ہے۔ تم میں سے کوئی بھی ایماندار نہ ہو گا جب تک میں اس کے والد اور اولاد سے بھی زیادہ اس کا محبوب نہ بن جاؤں۔
hadith|15|ہمیں حدیث بیان کی یعقوب بن ابراہیم نے، ان کو ابن علیہ نے، وہ عبدالعزیز بن صہیب سے روایت کرتے ہیں، وہ انس رضی اللہ عنہ سے وہ نبی کریم صلی اللہ علیہ وسلم سے نقل کرتے ہیں اور ہم کو آدم بن ابی ایاس نے حدیث بیان کی، ان کو شعبہ نے، وہ قتادہ سے نقل کرتے ہیں، وہ انس رضی اللہ عنہ سے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا تم میں سے کوئی شخص ایماندار نہ ہو گا جب تک اس کے والد اور اس کی اولاد اور تمام لوگوں سے زیادہ اس کے دل میں میری محبت نہ ہو جائے۔
chapter||Sweetness (delight) of faith
hadith|16|ہمیں محمد بن مثنیٰ نے یہ حدیث بیان کی، ان کو عبدالوہاب ثقفی نے، ان کو ایوب نے، وہ ابوقلابہ سے روایت کرتے ہیں، وہ انس رضی اللہ عنہ سے ناقل ہیں وہ نبی کریم صلی اللہ علیہ وسلم سے آپ صلی اللہ علیہ وسلم نے فرمایا تین خصلتیں ایسی ہیں کہ جس میں یہ پیدا ہو جائیں اس نے ایمان کی مٹھاس کو پا لیا۔ اول یہ کہ اللہ اور اس کا رسول اس کے نزدیک سب سے زیادہ محبوب بن جائیں، دوسرے یہ کہ وہ کسی انسان سے محض اللہ کی رضا کے لیے محبت رکھے۔ تیسرے یہ کہ وہ کفر میں واپس لوٹنے کو ایسا برا جانے جیسا کہ آگ میں ڈالے جانے کو برا جانتا ہے۔
chapter||To love the Ansar is a sign of faith
hadith|17|ہم سے اس حدیث کو ابوالولید نے بیان کیا، ان سے شعبہ نے، انہیں عبداللہ بن جبیر نے خبر دی، وہ کہتے ہیں کہ ہم نے انس بن مالک رضی اللہ عنہ سے اس کو سنا، وہ رسول اللہ صلی اللہ علیہ وسلم سے روایت کرتے ہیں کہ آپ صلی اللہ علیہ وسلم نے فرمایا انصار سے محبت رکھنا ایمان کی نشانی ہے اور انصار سے کینہ رکھنا نفاق کی نشانی ہے۔
chapter||باب
