collection||Sharh Ma'āni Al-Āthār
hadith|24|حَدَّثَنَا بَحْرُ بْنُ نَصْرِ بْنِ سَابِقٍ الْخَوْلَانِيُّ قَالَ: ثنا يَحْيَى بْنُ حَسَّانَ قَالَ: ثنا أَبُو أُسَامَةَ حَمَّادُ بْنُ أُسَامَةَ، عَنِ الْوَلِيدِ بْنِ كَثِيرٍ الْمَخْزُومِيِّ، عَنْ مُحَمَّدِ بْنِ جَعْفَرِ بْنِ الزُّبَيْرِ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ , عَنْ عَبْدِ اللهِ بْنِ عُمَرَ أَنَّ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ سُئِلَ عَنِ الْمَاءِ وَمَا يَنُوبُهُ مِنَ السِّبَاعِ , فَقَالَ: «إِذَا بَلَغَ الْمَاءُ قُلَّتَيْنِ؛ فَلَيْسَ يَحْمِلُ الْخَبَثَ»
hadith|25|وَكَمَا حَدَّثَنَا الْحُسَيْنُ بْنُ نَصْرٍ، سَمِعْتُ يَزِيدَ بْنَ هَارُونَ قَالَ: أنا مُحَمَّدُ بْنُ إِسْحَاقَ، عَنْ مُحَمَّدِ بْنِ جَعْفَرِ بْنِ الزُّبَيْرِ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ بْنِ عُمَرَ، عَنْ أَبِيهِ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّهُ سُئِلَ عَنِ الْحِيَاضِ الَّتِي بِالْبَادِيَةِ تُصِيبُ مِنْهَا السِّبَاعُ، فَقَالَ: «إِذَا بَلَغَ الْمَاءُ قُلَّتَيْنِ لَمْ يَحْمِلْ خَبَثًا»
hadith|26|حَدَّثَنَا مُحَمَّدُ بْنُ الْحَجَّاجِ، ثنا عَلِيُّ بْنُ مَعْبَدٍ، ثنا عَبَّادُ بْنُ عَبَّادٍ الْمُهَلَّبِيُّ، عَنْ مُحَمَّدِ بْنِ إِسْحَاقَ، عَنْ مُحَمَّدِ بْنِ جَعْفَرٍ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ بْنِ عُمَرَ، عَنْ أَبِيهِ، عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ. ⦗١٦⦘
hadith|27|وَكَمَا حَدَّثَنَا يَزِيدُ بْنُ سِنَانِ بْنِ يَزِيدَ الْبَصْرِيُّ قَالَ: ثنا مُوسَى بْنُ إِسْمَاعِيلَ قَالَ: أنا حَمَّادُ بْنُ سَلَمَةَ، عَنْ مُحَمَّدِ بْنِ إِسْحَاقَ، عَنْ مُحَمَّدِ بْنِ جَعْفَرٍ، عَنْ عُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ بْنِ عُمَرَ، عَنْ أَبِيهِ، عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مِثْلَهُ
hadith|28|حَدَّثَنَا يَزِيدُ، قَالَ: ثنا مُوسَى بْنُ إِسْمَاعِيلَ، قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ، أَنَّ عَاصِمَ بْنَ الْمُنْذِرِ أَخْبَرَهُمْ قَالَ: كُنَّا فِي بُسْتَانٍ لَنَا أَوْ بُسْتَانٍ لِعُبَيْدِ اللهِ بْنِ عَبْدِ اللهِ بْنِ عُمَرَ , فَحَضَرَتِ الصَّلَاةُ صَلَاةُ الظُّهْرِ , فَقَامَ إِلَى بِئْرِ الْبُسْتَانِ فَتَوَضَّأَ مِنْهُ، وَفِيهِ جِلْدُ بَعِيرٍ مَيِّتٍ، فَقُلْتُ: أَتَتَوَضَّأُ مِنْهُ وَهَذَا فِيهِ؟ فَقَالَ عُبَيْدُ اللهِ: أَخْبَرَنِي أَبِي أَنَّ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ: «إِذَا كَانَ الْمَاءُ قُلَّتَيْنِ لَمْ يَنْجُسْ»
hadith|29|وَكَمَا حَدَّثَنَا رَبِيعٌ الْمُؤَذِّنُ قَالَ: ثنا يَحْيَى بْنُ حَسَّانَ قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ , فَذَكَرَ بِإِسْنَادِهِ مِثْلَهُ , غَيْرَ أَنَّهُ لَمْ يَرْفَعْهُ إِلَى النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ , وَأَوْقَفَهُ عَلَى ابْنِ عُمَرَ. فَقَالَ هَؤُلَاءِ الْقَوْمُ: إِذَا بَلَغَ الْمَاءُ هَذَا الْمِقْدَارَ , لَمْ يَضُرَّهُ مَا وَقَعَتْ فِيهِ مِنَ النَّجَاسَةِ , إِلَّا مَا غَلَبَ عَلَى رِيحِهِ أَوْ طَعْمِهِ أَوْ لَوْنِهِ. وَاحْتَجُّوا فِي ذَلِكَ بِحَدِيثِ ابْنِ عُمَرَ هَذَا , فَكَانَ مِنَ الْحُجَّةِ عَلَيْهِمْ لِأَهْلِ الْمَقَالَةِ الَّتِي صَحَّحْنَاهَا أَنَّ هَاتَيْنِ الْقُلَّتَيْنِ لَمْ يُبَيَّنْ لَنَا فِي هَذِهِ الْآثَارِ مَا مِقْدَارُهُمَا. فَقَدْ يَجُوزُ أَنْ يَكُونَ مِقْدَارُهُمَا قُلَّتَيْنِ مِنْ قِلَالِ هَجَرَ كَمَا ذَكَرْتُمْ , وَيُحْتَمَلُ أَنْ تَكُونَا قُلَّتَيْنِ أُرِيدَ بِهَا قُلَّتَا الرَّجُلِ , وَهِيَ قَامَتُهُ , فَأُرِيدَ إِذَا كَانَ الْمَاءُ قُلَّتَيْنِ أَيْ قَامَتَيْنِ، لَمْ يَحْمِلْ نَجَسًا لِكَثْرَتِهِ، وَلِأَنَّهُ يَكُونُ بِذَلِكَ فِي مَعْنَى الْأَنْهَارِ. فَإِنْ قُلْتُمْ: إِنَّ الْخَبَرَ عِنْدَنَا عَلَى ظَاهِرِهِ , وَالْقِلَالُ هِيَ قِلَالُ الْحِجَازِ الْمَعْرُوفَةُ. قِيلَ لَكُمْ: فَإِنْ كَانَ الْخَبَرُ عَلَى ظَاهِرِهِ كَمَا ذَكَرْتُمْ , فَإِنَّهُ يَنْبَغِي أَنْ يَكُونَ الْمَاءُ إِذَا بَلَغَ ذَلِكَ الْمِقْدَارَ لَا يَضُرُّهُ النَّجَاسَةُ , وَإِنْ غَيَّرَتْ لَوْنَهُ أَوْ طَعْمَهُ أَوْ رِيحَهُ , لِأَنَّ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ لَمْ يَذْكُرْ ذَلِكَ فِي هَذَا الْحَدِيثِ , فَالْحَدِيثُ عَلَى ظَاهِرِهِ
hadith|30|فَإِنْ قُلْتُمْ: فَإِنَّهُ وَإِنْ لَمْ يَذْكُرْ فِي هَذَا الْحَدِيثِ , فَقَدْ ذَكَرَهُ فِي غَيْرِهِ , فَذَكَرْتُمْ مَاحَدَّثَنَا مُحَمَّدُ بْنُ الْحَجَّاجِ قَالَ: ثنا عَلِيُّ بْنُ مَعْبَدٍ قَالَ: ثنا عِيسَى بْنُ يُونُسَ، عَنِ الْأَحْوَصِ بْنِ حَكِيمٍ , عَنْ رَاشِدِ بْنِ سَعْدٍ قَالَ: قَالَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «الْمَاءُ لَا يُنَجِّسُهُ شَيْءٌ , إِلَّا مَا غَلَبَ عَلَى لَوْنِهِ أَوْ طَعْمِهِ أَوْ رِيحِهِ» . قِيلَ لَكُمْ: هَذَا مُنْقَطِعٌ , وَأَنْتُمْ لَا تُثْبِتُونَ الْمُنْقَطِعَ وَلَا تَحْتَجُّونَ بِهِ، فَإِنْ كُنْتُمْ قَدْ جَعَلْتُمْ قَوْلَهُ فِي الْقُلَّتَيْنِ عَلَى خَاصٍّ مِنَ الْقِلَالِ، جَازَ لِغَيْرِكُمْ أَنْ يَجْعَلَ الْمَاءَ عَلَى خَاصٍّ مِنَ الْمِيَاهِ , فَيَكُونُ ذَلِكَ عِنْدَهُ عَلَى مَا يُوَافِقُ مَعَانِيَ الْآثَارِ الْأُوَلِ وَلَا يُخَالِفُهَا. فَإِذَا كَانَتِ الْآثَارُ الْأُوَلُ الَّتِي قَدْ جَاءَتْ فِي الْبَوْلِ فِي الْمَاءِ الرَّاكِدِ وَفِي نَجَاسَةِ الْمَاءِ الَّذِي فِي الْإِنَاءِ مِنْ وُلُوغِ الْهِرِّ فِيهِ عَامًّا , لَمْ يَذْكُرْ مِقْدَارَهُ , وَجَعَلَ عَلَى كُلِّ مَاءٍ لَا يَجْرِي؛ ثَبَتَ بِذَلِكَ أَنَّ مَا فِي حَدِيثِ الْقُلَّتَيْنِ هُوَ عَلَى الْمَاءِ الَّذِي يَجْرِي وَلَا يُنْظَرُ فِي ذَلِكَ إِلَى مِقْدَارِ الْمَاءِ كَمَا لَمْ يُنْظَرْ فِي شَيْءٍ مِمَّا ذَكَرْنَا إِلَى مِقْدَارِهِ , حَتَّى لَا يَتَضَادَّ شَيْءٌ مِنَ الْآثَارِ الْمَرْوِيَّةِ فِي هَذَا الْبَابِ. وَهَذَا الْمَعْنَى الَّذِي صَحَّحْنَا عَلَيْهِ مَعَانِيَ هَذِهِ الْآثَارِ , هُوَ قَوْلُ أَبِي حَنِيفَةَ , وَأَبِي يُوسُفَ , وَمُحَمَّدٍ رَحِمَهُمُ اللهُ، وَقَدْ رُوِيَ فِي ذَلِكَ عَمَّنْ تَقَدَّمَهُمْ مَا يُوَافِقُ مَذْهَبَهُمْ
hadith|31|فَمِمَّا رُوِيَ فِي ذَلِكَ مَا حَدَّثَنَا صَالِحُ بْنُ عَبْدِ الرَّحْمَنِ قَالَ: ثنا سَعِيدُ بْنُ مَنْصُورٍ قَالَ: ثنا هُشَيْمٌ قَالَ: ثنا مَنْصُورٌ، عَنْ عَطَاءٍ أَنَّ حَبَشِيًّا وَقَعَ فِي زَمْزَمَ فَمَاتَ، فَأَمَرَ ابْنُ الزُّبَيْرِ فَنُزِحَ مَاؤُهَا فَجَعَلَ الْمَاءَ لَا يَنْقَطِعُ , فَنَظَرَ فَإِذَا عَيْنٌ تَجْرِي مِنْ قِبَلِ الْحَجَرِ الْأَسْوَدِ، فَقَالَ ابْنُ الزُّبَيْرِ: حَسْبُكُمْ
hadith|32|وَمَا قَدْ حَدَّثَنَا حُسَيْنُ بْنُ نَصْرٍ، ثنا الْفِرْيَابِيُّ، ثنا سُفْيَانُ , أَخْبَرَنِي جَابِرٌ، عَنْ أَبِي الطُّفَيْلِ قَالَ: «وَقَعَ غُلَامٌ فِي زَمْزَمَ فَنُزِفَتْ» أَيْ نُزِحَ مَاؤُهَا
hadith|33|وَمَا قَدْ حَدَّثَنَا مُحَمَّدُ بْنُ خُزَيْمَةَ قَالَ: ثنا حَجَّاجُ بْنُ الْمِنْهَالِ قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ , عَنْ عَطَاءِ بْنِ السَّائِبِ عَنْ مَيْسَرَةَ أَنَّ عَلِيًّا رَضِيَ اللهُ عَنْهُ قَالَ فِي بِئْرٍ وَقَعَتْ فِيهَا فَأْرَةٌ فَمَاتَتْ، قَالَ: «يُنْزَحُ مَاؤُهَا»
hadith|34|وَمَا قَدْ حَدَّثَنَا مُحَمَّدُ بْنُ حُمَيْدِ بْنِ هِشَامٍ الرُّعَيْنِيُّ، قَالَ: ثنا عَلِيُّ بْنُ مَعْبَدٍ، قَالَ: ثنا مُوسَى بْنُ أَعْيَنَ، عَنْ عَطَاءٍ عَنْ مَيْسَرَةَ وَزَاذَانَ، عَنْ عَلِيٍّ رَضِيَ اللهُ عَنْهُ قَالَ: «إِذَا سَقَطَتِ الْفَأْرَةُ أَوِ الدَّابَّةُ فِي الْبِئْرِ، فَانْزَحْهَا حَتَّى يَغْلِبَكَ الْمَاءُ»
hadith|35|حَدَّثَنَا مُحَمَّدُ بْنُ خُزَيْمَةَ، قَالَ: ثنا حَجَّاجٌ، قَالَ: ثنا حَمَّادٌ، عَنْ أَبِي الْمُهَزِّمِ، قَالَ: سَأَلْنَا أَبَا هُرَيْرَةَ عَنِ الرَّجُلِ يَمُرُّ بِالْغَدِيرِ، أَيَبُولُ فِيهِ؟ قَالَ: «لَا , فَإِنَّهُ يَمُرُّ بِهِ أَخُوهُ الْمُسْلِمُ فَيَشْرَبُ مِنْهُ وَيَتَوَضَّأُ , وَإِنْ كَانَ جَارِيًا فَلْيَبُلْ فِيهِ إِنْ شَاءَ»
hadith|36|وَمَا قَدْ حَدَّثَنَا مُحَمَّدٌ قَالَ: ثنا حَجَّاجٌ قَالَ: ثنا حَمَّادٌ , عَنْ أَيُّوبَ، عَنْ مُحَمَّدٍ , عَنْ أَبِي هُرَيْرَةَ مِثْلَهُ
hadith|37|وَمَا قَدْ حَدَّثَنَا أَبُو بَكْرَةَ قَالَ: ثنا أَبُو عَامِرٍ الْعَقَدِيُّ قَالَ: ثنا سُفْيَانُ، عَنْ زَكَرِيَّا , عَنِ الشَّعْبِيِّ فِي الطَّيْرِ وَالسِّنَّوْرِ وَنَحْوِهِمَا يَقَعُ فِي الْبِئْرِ، قَالَ: «يُنْزَحُ مِنْهَا أَرْبَعُونَ دَلْوًا»
hadith|38|حَدَّثَنَا حُسَيْنُ بْنُ نَصْرٍ، قَالَ: ثنا الْفِرْيَابِيُّ، ثنا سُفْيَانُ، عَنْ زَكَرِيَّا، عَنِ الشَّعْبِيِّ، قَالَ: «يُنْزَحُ مِنْهَا أَرْبَعُونَ دَلْوًا»
hadith|39|وَمَا قَدْ حَدَّثَنَا صَالِحُ بْنُ عَبْدِ الرَّحْمَنِ قَالَ: ثنا سَعِيدُ بْنُ مَنْصُورٍ قَالَ: ثنا هُشَيْمٌ، عَنْ عَبْدِ اللهِ بْنِ سَبْرَةَ الْهَمْدَانِيِّ، عَنِ الشَّعْبِيِّ قَالَ: «يَدْلُو مِنْهَا سَبْعِينَ دَلْوًا»
hadith|40|وَمَا قَدْ حَدَّثَنَاهُ فَهْدُ بْنُ سُلَيْمَانَ قَالَ: ثنا مُحَمَّدُ بْنُ سَعِيدِ بْنِ الْأَصْبَهَانِيِّ قَالَ: ثنا حَفْصُ بْنُ غِيَاثٍ النَّخَعِيُّ، عَنْ عَبْدِ اللهِ بْنِ سَبْرَةَ الْهَمْدَانِيِّ، عَنِ الشَّعْبِيِّ قَالَ: سَأَلْنَاهُ عَنِ الدَّجَاجَةِ تَقَعُ فِي الْبِئْرِ فَتَمُوتُ فِيهَا، قَالَ: «يُنْزَحُ مِنْهَا سَبْعُونَ دَلْوًا»
hadith|41|وَمَا قَدْ حَدَّثَنَا صَالِحٌ قَالَ: ثنا سَعِيدُ بْنُ مَنْصُورٍ قَالَ: ثنا هُشَيْمٌ قَالَ: أنا مُغِيرَةُ، عَنْ إِبْرَاهِيمَ فِي الْبِئْرِ يَقَعُ فِيهِ الْجُرَذُ أَوِ السِّنَّوْرُ فَيَمُوتُ، قَالَ: يَدْلُو مِنْهَا أَرْبَعِينَ دَلْوًا ". قَالَ الْمُغِيرَةُ: حَتَّى يَتَغَيَّرَ الْمَاءُ
hadith|42|وَمَا قَدْ حَدَّثَنَا مُحَمَّدُ بْنُ خُزَيْمَةَ قَالَ: ثنا الْحَجَّاجُ قَالَ: ثنا أَبُو عَوَانَةَ، عَنِ الْمُغِيرَةِ، عَنْ إِبْرَاهِيمَ فِي فَأْرَةٍ وَقَعَتْ فِي بِئْرٍ، قَالَ: «يُنْزَحُ مِنْهَا قَدْرُ أَرْبَعِينَ دَلْوًا»
hadith|43|وَمَا قَدْ حَدَّثَنَا حُسَيْنُ بْنُ نَصْرٍ , قَالَ: ثنا الْفِرْيَابِيُّ، قَالَ: ثنا سُفْيَانُ، عَنِ الْمُغِيرَةِ، عَنْ إِبْرَاهِيمَ فِي الْبِئْرِ تَقَعُ فِيهِ الْفَأْرَةُ قَالَ: «يُنْزَحُ مِنْهَا دِلَاءٌ»
hadith|44|وَمَا قَدْ حَدَّثَنَا ابْنُ خُزَيْمَةَ قَالَ: ثنا حَجَّاجٌ قَالَ: ثنا حَمَّادُ بْنُ سَلَمَةَ، عَنْ حَمَّادِ بْنِ أَبِي سُلَيْمَانَ أَنَّهُ قَالَ فِي دَجَاجَةٍ وَقَعَتْ فِي بِئْرٍ فَمَاتَتْ، قَالَ: «يُنْزَحُ مِنْهَا قَدْرُ أَرْبَعِينَ دَلْوًا أَوْ خَمْسِينَ , ثُمَّ يُتَوَضَّأُ مِنْهَا» . فَهَذَا مَنْ رَوَيْنَا عَنْهُ مِنْ أَصْحَابِ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَتَابِعِيهِمْ , قَدْ جَعَلُوا مِيَاهَ الْآبَارِ نَجِسَةً بِوُقُوعِ النَّجَاسَاتِ فِيهَا، وَلَمْ يُرَاعُوا كَثْرَتَهَا وَلَا قِلَّتَهَا , وَرَاعَوْا دَوَامَهَا وَرُكُودَهَا , وَفَرَّقُوا بَيْنَهَا وَبَيْنَ مَا يَجْرِي مِمَّا سِوَاهَا. فَإِلَى هَذِهِ الْآثَارِ مَعَ مَا تَقَدَّمَهَا مِمَّا رَوَيْنَاهُ عَنْ رَسُولِ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ , ذَهَبَ أَصْحَابُنَا فِي النَّجَاسَاتِ الَّتِي تَقَعُ فِي الْآبَارِ وَلَمْ يَجُزْ لَهُمْ أَنْ يُخَالِفُوهَا؛ لِأَنَّهُ لَمْ يُرْوَ عَنْ أَحَدٍ خِلَافُهَا. فَإِنْ قَالَ قَائِلٌ: فَأَنْتُمْ قَدْ جَعَلْتُمْ مَاءَ الْبِئْرِ نَجِسًا بِوُقُوعِ النَّجَاسَةِ فِيهَا، فَكَانَ يَنْبَغِي أَنْ لَا تَطْهُرَ تِلْكَ الْبِئْرُ أَبَدًا؛ لِأَنَّ حِيطَانَهَا قَدْ تَشَرَّبَتْ ذَلِكَ الْمَاءَ النَّجِسَ , وَاسْتَكَنَّ فِيهَا , فَكَانَ يَنْبَغِي أَنْ تُطَمَّ. قِيلَ لَهُ: لَمْ تُرَ الْعَادَاتُ جَرَتْ عَلَى هَذَا، قَدْ فَعَلَ عَبْدُ اللهِ بْنُ الزُّبَيْرِ مَا ذَكَرْنَا فِي زَمْزَمَ بِحَضْرَةِ أَصْحَابِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَلَمْ يُنْكِرُوا ذَلِكَ عَلَيْهِ وَلَا أَنْكَرَهُ مَنْ بَعْدَهُمْ , وَلَا رَأَى أَحَدٌ مِنْهُمْ طَمَّهَا، وَقَدْ أَمَرَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي الْإِنَاءِ الَّذِي قَدْ نَجِسَ مِنْ وُلُوغِ الْكَلْبِ فِيهِ أَنْ يُغْسَلَ، وَلَمْ يَأْمُرْ بِأَنْ يُكْسَرَ، وَقَدْ شَرِبَ مِنَ الْمَاءِ النَّجَسِ. فَكَمَا لَمْ يُؤْمَرْ بِكَسْرِ ذَلِكَ الْإِنَاءِ , فَكَذَلِكَ لَا يُؤْمَرُ بِطَمِّ تِلْكَ الْبِئْرِ. فَإِنْ قَالَ قَائِلٌ: فَإِنَّا قَدْ رَأَيْنَا الْإِنَاءَ يُغْسَلُ , فَلِمَ لَا كَانَتِ الْبِئْرُ كَذَلِكَ؟ قِيلَ لَهُ: إِنَّ الْبِئْرَ لَا يُسْتَطَاعُ غَسْلُهَا , لِأَنَّ مَا يُغْسَلُ بِهِ يَرْجِعُ فِيهَا وَلَيْسَتْ كالْإِنَاءِ الَّذِي يُهْرَاقُ مِنْهُ مَا يُغْسَلُ بِهِ. فَلَمَّا كَانَتِ الْبِئْرُ مِمَّا لَا يُسْتَطَاعُ غَسْلُهَا وَقَدْ ثَبَتَ طَهَارَتُهَا فِي حَالٍ مَا، وَكَانَ كُلُّ مَنْ أَوْجَبَ نَجَاسَتَهَا بِوُقُوعِ النَّجَاسَةِ فِيهَا وَقَدْ أَوْجَبَ طَهَارَتَهَا بِنَزَحِهَا وَإِنْ لَمْ يَنْزَحْ مَا فِيهَا مِنْ طِينٍ. فَلَمَّا كَانَ بَقَاءُ طِينِهَا فِيهَا لَا يُوجِبُ نَجَاسَةَ مَا يَطْرَأُ فِيهَا مِنَ الْمَاءِ وَإِنْ كَانَ يَجْرِي عَلَى ذَلِكَ الطِّينِ، كَانَ إِذًا مَا بَيْنَ حِيطَانِهَا أَحْرَى أَنْ لَا يَنْجُسَ , وَلَوْ كَانَ ذَلِكَ مَأْخُوذًا مِنْ طَرِيقِ النَّظَرِ , لَمَا طَهُرَتْ حَتَّى تُغْسَلَ حِيطَانُهَا وَيُخْرَجَ طِينُهَا وَيُحْفَرَ. فَلَمَّا أَجْمَعُوا أَنَّ نَزْحَ طِينِهَا وَحَفْرَهَا غَيْرُ وَاجِبٍ , كَانَ غَسْلُ حِيطَانِهَا أَحْرَى أَنْ لَا يَكُونَ وَاجِبًا. وَهَذَا كُلُّهُ قَوْلُ أَبِي حَنِيفَةَ، وَأَبِي يُوسُفَ , وَمُحَمَّدٍ , رَحِمَهُمُ اللهُ تَعَالَى
