collection||Sahih Muslim
chapter||
hadith|2024a|
hadith|2024b|Telah menceritakan kepada kami [Muhammad bin Al Mutsanna]; Telah menceritakan kepada kami [Abdul A'la]; Telah menceritakan kepada kami [Sa'id] dari [Qatadah] dari [Anas] dari Nabi shallallahu 'alaihi wasallam, bahwa beliau melarang seseorang minum sambil berdiri. Qatadah berkata; 'Maka kami tanyakan, bagaimana dengan makan? ' Anas menjawab: 'Apalagi makan, itu lebih buruk, atau lebih jelek.' Dan telah mengabarkannya pula [Qutaibah bin Sa'id] dan [Abu Bakr bin Abu Syaibah] keduanya berkata; Telah menceritakan kepada kami [Waki'] dari [Hisyam] dari [Qatadah] dari [Anas] dari Nabi shallallahu 'alaihi wasallam, dengan Hadits yang serupa, namun dia tidak menyebutkan ucapan Qatadah
hadith|2024c|
hadith|2025a|
hadith|2025b|Telah menceritakan kepada kami [Zuhair bin Harb] dan [Muhammad bin Al Mutsanna] dan [Ibnu Basyar]; Dan lafazh ini milik [Zuhair] dan [Ibnu Al Mutsanna], mereka berkata; Telah menceritakan kepada kami [Yahya bin Sa'id]; Telah menceritakan kepada kami [Syu'bah]; Telah menceritakan kepada kami [Qatadah] dari [Abu 'Isa Al Uswari] dari [Abu Sa'id Al Khudri]; Bahwa Rasulullah shallallahu 'alaihi wasallam minum sambil berdiri
hadith|2026|Telah menceritakan kepadaku ['Abdul Jabbar bin Al 'Alaa`]; Telah menceritakan kepada kami [Marwan] yaitu Al Fazari; Telah menceritakan kepada kami ['Umar bin Hamzah]; Telah mengabarkan kepadaku [Abu Ghathafan Al Murri] bahwa dia mendengar [Abu Hurairah] berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Janganlah sekali-kali salah seorang diantara kalian minum sambil berdiri, apabila dia lupa maka muntahkanlah
chapter||
hadith|2027a|
hadith|2027b|Telah menceritakan kepada kami [Muhammad bin 'Abdullah bin Numair]; Telah menceritakan kepada kami [Sufyan] dari ['Ashim] dari [Asy Sya'bi] dari [Ibnu 'Abbas] bahwa Nabi shallallahu 'alaihi wasallam minum air Zam-Zam dari gayungnya sambil berdiri
hadith|2027c|Telah menceritakan kepada kami [Suraij bin Yunus]; Telah menceritakan kepada kami [Husyaim]; Telah mengabarkan kepada kami ['Ashim Al Ahwal]; Demikian juga telah diriwayatkan dari jalur yang lain; Dan telah menceritakan kepadaku [Ya'qub Ad Dauraqi] dan [Isma'il bin Salim], Isma'il berkata; Telah mengabarkan kepada kami, sedangkan Ya'qub berkata; Telah menceritakan kepada kami [Husyaim]; Telah menceritakan kepada kami ['Ashim Al Ahwal] dan [Mughirah] dari [Asy Sya'biy] dari [Ibnu 'Abbas]; Bahwa Rasulullah shallallahu 'alaihi wasallam minum dari air zam-zam sambil berdiri
hadith|2027d|Telah menceritakan kepadaku ['Ubaidullah bin Mu'adz]; Telah menceritakan kepada kami [Bapakku]; Telah menceritakan kepada kami [Syu'bah] dari ['Ashim]; dia mendengar dari [Asy Sya'bi]; dia mendengar [Ibnu 'Abbas] berkata; Aku memberi minum Rasulullah shallallahu 'alaihi wasallam dari air zam-zam, lalu beliau minum sambil berdiri. Waktu itu beliau meminta air ketika beliau berada di samping baitullah (Ka'bah). Telah menceritakannya kepada kami [Muhammad bin Basyar]; Telah menceritakan kepada kami [Muhammad bin Ja'far]; Demikian juga telah diriwayatkan dari jalur yang lain; Dan telah menceritakan kepadaku [Muhammad bin Al Mutsanna]; Telah menceritakan kepada kami [Wahb bin Jarir] keduanya dari [Syu'bah] dengan sanad ini. Namun dalam Hadits keduanya disebutkan kalimat; 'lalu aku membawakan gayung untuk beliau
hadith|2027e|
chapter||
hadith|267d|Telah menceritakan kepada kami [Ibnu Abu 'Umar]; Telah menceritakan kepada kami [Ats Tsaqafi] dari [Ayyub] dari [Yahya bin Abu Katsir] dari ['Abdillah bin Abu Qatadah] dari [Bapaknya]; Bahwa Nabi shallallahu 'alaihi wasallam melarang menghembuskan nafas di dalam bejana (ketika minum)
hadith|2028a|
hadith|2028b|Telah menceritakan kepada kami [Yahya bin Yahya]; Telah mengabarkan kepada kami ['Abdul Warits bin Sa'id]; Demikian juga telah diriwayatkan dari jalur yang lain; Dan telah menceritakan kepada kami [Syaiban bin Farrukh]; Telah menceritakan kepada kami ['Abdul Warits] dari [Abu 'Isham] dari [Anas] ia berkata; Rasulullah shallallahu 'alaihi wasallam pernah bernafas tiga kali ketika minum. Beliau berkata: 'Itu lebih melegakan, lebih bersih, dan lebih bermanfaat." Kata Anas; 'Karena itu aku bernafas tiga kali setiap minum.' Dan telah menceritakannya kepada kami [Qutaibah bin Sa'id] dan [Abu Bakr bin Abu Syaibah] mereka berkata; Telah menceritakan kepada kami [Waki'] dari [Hisyam Ad Dawastai] dari [Abu 'Isham] dari [Anas] dari Nabi shallallahu 'alaihi wasallam dengan Hadits yang serupa, dengan kalimat 'fil Inaa' (di dalam bejana)
hadith|2028c|
chapter||
hadith|2029a|
hadith|2029b|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] dan ['Amru An Naqid] dan [Zuhair bin Harb] dan [Muhammad bin 'Abdillah bin Numair]; Dan lafazh ini milik [Zuhair] ia berkata; Telah menceritakan kepada kami [Sufyan bin 'Uyainah] dari [Az Zuhri] dari [Anas] ia berkata; Nabi shallallahu 'alaihi wasallam datang ke Madinah, waktu itu aku berumur sepuluh tahun. Beliau Shallallah 'Alaihi Wa Sallam wafat ketika aku berumur dua puluh tahun. Istri-istri beliau adalah ibu-ibuku, mereka selalu menganjurkanku untuk membantu beliau. Suatu hari beliau masuk ke rumah kami, lalu kami memeras susu untuk beliau dari seekor kambing ternak, dan aku campur dengan air sumur di rumah. Kemudian Rasulullah Shallallah 'Alaihi Wa Sallam meminumnya. Setelah selesai, Umar bertanya kepada beliau; 'Apakah aku berikan kepada Abu Bakar dahulu? ' (waktu itu Abu Bakr berada di sebelah kiri beliau). Namun Rasulullah Shallallah 'Alaihi Wa Sallam memberikan sisa minumnya kepada orang badui (yang berada di sebelah kanan beliau) seraya bersabda: "Hendaknya dimulai dari sebelah kanan dan seterusnya
hadith|2029c|Telah menceritakan kepada kami [Yahya bin Ayyub] dan [Qutaibah] dan ['Ali bin Hujr] mereka berkata; Telah menceritakan kepada kami [Isma'il] yaitu Ibnu Ja'far, dari ['Abdullah bin 'Abdurrahman bin Ma'mar bin Hazm Abu Thuwalah Al Anshari] bahwa dia mendengar [Anas bin Malik]. Demikian juga telah diriwayatkan dari jalur yang lain, Telah menceritakan kepada kami ['Abdullah bin Maslamah bin Qa'nab]; Dan lafazh ini miliknya; Telah menceritakan kepada kami [Sulaiman] yaitu Ibnu Bilal, dari ['Abdullah bin 'Abdurrahman]; Bahwasanya dia telah mendengar [Anas bin Malik] bercerita, dia berkata; Rasulullah Shallallah 'Alaihi Wa Sallam datang ke rumah kami, lalu beliau meminta minum, maka aku peraskan untuknya air susu dari seekor kambing. Kemudian aku mencampurnya dengan air sumurku. Anas berkata; 'Aku berikan susu tersebut kepada Rasulullah Shallallah 'Alaihi Wa Sallam, lalu beliau meminumnya.' Abu Bakr pada waktu itu berada di sebelah kiri beliau, sedangkan 'Umar berada di depan beliau, dan di sebelah kanan beliau ada orang badui. Tatkala Rasulullah Shallallah 'Alaihi Wa Sallam selesai minum, Umar berkata; 'Wahai Rasulullah! Ini Abu Bakr, berikanlah minuman itu kepadanya.' Tetapi ternyata Rasulullah memberikan sisa minumnya kepada orang badui dahulu daripada Abu Bakr dan Umar. Beliau bersabda; "Dari sebelah kanan dahulu, dari sebelah kanan dahulu, dari sebelah kanan dahulu." Anas berkata; 'Itulah sunnah, itulah sunnah, itulah sunnah
hadith|2030a|
hadith|2030b|
chapter||
hadith|2031a|
hadith|2031b|Telah menceritakan kepadaku [Harun bin 'Abdullah]; Telah menceritakan kepada kami [Hajjaj bin Muhammad]; Demikian juga telah diriwayatkan dari jalur yang lain; Dan telah menceritakan kepada kami ['Abdu bin Humaid]; Telah menceritakan kepadaku [Abu 'Ashim] -seluruhnya- dari [Ibnu Juraij]; Demikian juga telah diriwayatkan dari jalur yang lain, dan telah menceritakan kepada kami [Zuhair bin Harb]; dan lafazh ini miliknya; Telah menceritakan kepada kami [Rauh bin 'Ubadah]; Telah menceritakan kepada kami [Ibnu Juraij] ia berkata; Aku mendengar [`Atha] berkata; Aku mendengar [Ibnu Abbas] berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Jika salah seorang diantara kalian makan, maka janganlah dia mengusap tangannya hingga menjilatinya dahulu atau dijilati
hadith|2032a|
hadith|2032b|Telah menceritakan kepada kami [Yahya bin Yahya]; Telah mengabarkan kepada kami [Abu Mu'awiyah] dari [Hisyam bin 'Urwah] dari ['Abdurrahman bin Sa'd] dari [Ibnu Ka'b bin Malik] dari [Bapaknya] ia berkata; Rasulullah shallallahu 'alaihi wasallam makan dengan tiga jari, dan beliau menjilatinya sebelum mencuci tangannya
hadith|2032c|Telah menceritakan kepada kami [Muhammad bin 'Abdullah bin Numair]; Telah menceritakan kepada kami [Hisyam] dari ['Abdurrahman bin Sa'd] bahwa [Abdurrahman bin Ka'b bin Malik] atau ['Abdullah bin Ka'ab] Telah mengabarkan kepadanya dari [Bapaknya] yaitu Ka'b; dia telah menceritakan kepada mereka, bahwa Rasulullah shallallahu 'alaihi wasallam makan dengan tiga jari. Apabila telah selesai makan, beliau menjilatinya. Dan Telah menceritakannya pula kepada kami [Abu Kuraib] Telah menceritakan kepada kami [Ibnu Numair]; Telah menceritakan kepada kami [Hisyam] dari ['Abdurrahman bin Sa'd] bahwa ['Abdurrahman bin Ka'ab bin Malik] dan ['Abdullah bin Ka'ab]; Telah menceritakan kepadanya, -atau salah seorang dari mereka-, dari [Bapaknya] yaitu Ka'ab bin Malik, dari Nabi shallallahu 'alaihi wasallam -dengan Hadits yang serupa
hadith|2032d|
hadith|2033a|
hadith|2033b|Telah menceritakan kepada kami [Muhammad bin 'Abdullah bin Numair]; Telah menceritakan kepada kami [Bapakku]; Telah menceritakan kepada kami [Sufyan] dari [Abu Az Zubair] dari [Jabir] ia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Apabila suapan makanan salah seorang diantara kalian jatuh, ambilah kembali lalu buang bagian yang kotor dan makanlah bagian yang bersih. Jangan dibiarkannya dimakan setan, dan janganlah dia sapu tangannya dengan serbet sebelum dia jilati jarinya. Karena dia tidak tahu makanan mana yang membawa berkah." Dan telah menceritakannya kepada kami [Ishaq bin Ibrahim]; Telah mengabarkan kepada kami [Abu Dawud Al Hafari]; Demikian juga telah diriwayatkan dari jalur yang lain; Dan telah menceritakannya kepada kami [Muhammad bin Rafi']; Telah menceritakan kepada kami ['Abdur Razaq] keduanya dari [Sufyan] dengan sanad ini. Di dalam Hadits keduanya di sebutkan; 'Dan janganlah dia meyapu tangannya dengan serbet sebelum dia jilati jarinya atau di jilati
hadith|2033c|
hadith|2033d|Telah menceritakan kepada kami ['Utsman bin Abu Syaibah]; Telah menceritakan kepada kami [Jarir] dari [Al A'masy] dari [Abu Sufyan] dari [Jabir] ia berkata; Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: "Sesungguhnya setan akan mendatangi salah seorang diantara kalian setiap saat, hingga dalam masalah makan. Apabila suapan makanan salah seorang diantara kalian jatuh, ambillah kembali lalu buang bagian yang kotor dan makanlah bagian yang bersih. Jangan dibiarkannya dimakan setan, apabila telah selesai hendaklah dia jilati jari-jemarinya. Karena dia tidak tahu makanan mana yang membawa berkah." Telah menceritakannya pula kepada kami [Abu Kuraib] dan [Ishaq bin Ibrahim] -secara keseluruhan- dari [Abu Mu'awiyah] dari [Al A'masy] dengan sanad ini, namun mereka tidak menyebutkan redaksi awal Hadits yang berbunyi; 'Sesungguhnya setan akan mendatangi salah seorang diantara kalian…" dst. Dan telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah] Telah menceritakan kepada kami [Muhammad bin Fudlail] dari [Al 'Amasy] dari [Abu Shalih] dan [Abu Sufyan] dari [Jabir] dari Nabi shallallahu 'alaihi wasallam-mengenai menjilati jari-. Dan dari Abu Sufyan dari Jabir dari Nabi dengan menyebutkan -suapan- sebagaimana Hadist di atas
hadith|2033e|
hadith|2033f|
hadith|2034|Telah menceritakan kepada kami [Muhammad bin Hatim] dan [Abu Bakr bin Nafi' Al 'Abdi] mereka berkata; Telah menceritakan kepada kami [Bahz]; Telah menceritakan kepada kami [Hammad bin Salamah]; Telah menceritakan kepada kami [Tsabit] dari [Anas] bahwa Nabi shallallahu 'alaihi wasallam apabila selesai makan, dia menjilati ke tiga jari tangannya. Anas berkata; Beliau bersabda: 'Apabila suapan makanan salah seorang diantara kalian jatuh, ambillah kembali lalu buang bagian yang kotor dan makanlah bagian yang bersih. Jangan dibiarkannya dimakan setan." Dan beliau menyuruh kami untuk menjilati piring. Beliau bersabda: 'Karena kalian tidak tahu makanan mana yang membawa berkah
hadith|2035a|
hadith|2035b|Telah menceritakan kepadaku [Muhammad bin Hatim]; Telah menceritakan kepada kami [Bahz]; Telah menceritakan kepada kami [Wuhaib]; Telah menceritakan kepada kami [Suhail] dari [Bapaknya] dari [Abu Hurairah] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Jika salah seorang diantara kalian selesai makan, maka hendaklah ia menjilati jari-jemarinya, karena dia tidak tahu ada dimana berkahnya. Dan telah menceritakannya kepada kami [Abu Bakr bin Nafi']; Telah menceritakan kepada kami ['Abdurrahman] yaitu Ibnu Mahdi ia berkata; Telah menceritakan kepada kami [Hammad] dengan sanad ini, hanya saja dia berkata dengan lafazh; 'Dan hendaklah salah seorang di antara kalian menjilati piring. Juga sabda beliau: 'Kalian tidak tahu mana makanan yang ada berkahnya
chapter||
hadith|2036a|
hadith|2036b|
hadith|2036c|
hadith|2037|Telah menceritakan kepadaku [Zuhair bin Harb]; Telah menceritakan kepada kami [Yazid bin Harun]; Telah mengabarkan kepada kami [Hammad bin Salamah] dari [Tsabit] dari [Anas radliallahu 'anhu] bahwa Rasulullah shallallahu 'alaihi wasallam mempunyai tetangga seorang bangsa Persia yang pandai memasak. Pada suatu hari dia memasak hidangan untuk Rasulullah shallallahu 'alaihi wasallam. Setelah itu dia datang mengundang beliau. Beliau bertanya: "Aisyah bagaimana?" orang itu menjawab; 'Dia tidak! ' Rasulullah shallallahu 'alaihi wasallam bersabda: "Kalau begitu aku juga tidak!" Orang itu mengulangi undangannya kembali. Rasulullah shallallahu 'alaihi wasallam bertanya: "'Aisyah bagaimana? '" orang itu menjawab; 'Dia tidak! ' Rasulullah shallallahu 'alaihi wasallam bersabda: "Kalau begitu aku juga tidak!" Orang itu mengulangi undangannya pula. Nabi shallallahu 'alaihi wasallam bertanya: "Aisyah bagaimana?" Jawab orang itu pada ketiga kalinya; 'Ya, Aisyah juga.' Maka Rasulullah pergi bersama Aisyah ke rumah tetangga itu
chapter||
hadith|2038a|
hadith|2038b|
hadith|2039|Telah menceritakan kepadaku [Hajjaj bin Asy Sya'iri]; Telah menceritakan kepadaku [Adl Dlahak bin Makhlad] dari selembar kertas yang dia perlihatkan kepadaku, kemudian dia membacakannya kepadaku, dia berkata; Telah mengabarkannya kepada kami [Handzalah bin Abu Sufyan]; Telah menceritakan kepada kami [Sa'id bin Mina] ia berkata; Aku mendengar [Jabir bin Abdullah] berkata; "Tatkala penggalian parit pertahanan Khandaq sedang dilaksanakan, aku melihat Rasulullah shallallahu 'alaihi wasallam dalam keadaan lapar. Karena itu aku kembali kepada isteriku, menanyakan kepadanya; 'Adakah engkau mempunyai makanan? Aku melihat Rasulullah shallallahu 'alaihi wasallam sedang lapar.' Maka dikeluarkannya sebuah karung, di dalamnya terdapat satu sha' (segantang) gandum. Di samping itu kami mempunyai seekor kambing ternak. Maka aku sembelih kambing itu, sementara istriku menumbuk tepung. Ketika aku selesai menyembelih, ia pun telah selesai menumbuk. Lalu aku potong-potong kambing itu dan aku masukkan ke dalam kuali. Kemudian aku pergi kepada Rasulullah shallallahu 'alaihi wasallam (mengundangnya datang untuk makan ke rumah). Sementara itu istriku berkata kepadaku; 'Engkau jangan memalukan aku kepada Rasulullah shallallahu 'alaihi wasallam dan para sahabat beliau.' Maka aku temui beliau seraya berbisik kepadanya; 'Ya, Rasulullah! Aku menyembelih seekor kambing ternak kepunyaan kami, dan isteriku telah menumbuk satu sha' (segantang) gandum yang kami miliki. Karena itu sudilah Anda datang makan bersama-sama dengan beberapa sahabat.' Maka berteriaklah Rasulullah shallallahu 'alaihi wasallam: "Hai orang-orang Khandaq! Jabir membuat hidangan untuk kamu semua. Marilah kita makan bersama-sama!" Sementara itu Rasulullah shallallahu 'alaihi wasallam berkata kepada Jabir: "Jangan kamu turunkan kualimu dan jangan dimasak dulu adonan rotimu sebelum aku datang"' Lalu aku pulang. Tidak lama kemudian Rasulullah pun datang mendahului para sahabat. Ketika aku temui isteriku, dia menyesaliku, katanya; 'Bagaimana engkau! Bagaimana engkau! ' Jawabku; 'Aku telah lakukan apa yang engkau pesankan kepadaku.' Maka aku keluarkan adonan roti kami, lalu Rasulullah shallallahu 'alaihi wasallam meludahi adonan itu untuk memberi keberkahan. Kemudian beliau menuju kuali (tempat memasak kambing), maka beliau pun memohonkan keberkahan untuknya. Sesudah itu beliau berkata kepada isteriku: "Panggillah tukang roti untuk membantumu memasak. Nanti isikan gulai ke mangkok langsung dari kuali dan sekali-kali jangan diturunkan kualimu itu." Kala itu para sahabat semuanya berjumlah seribu orang. Demi Allah, semuanya turut makan dan setelah itu mereka pergi. Tetapi kuali kami masih tetap penuh berisi seperti semula. Sedangkan adonan -sebagaimana kata Ad Dlahak- masih tersedia pula sebanyak semula
hadith|2040a|
hadith|2040b|
hadith|2040c|
hadith|2040d|
hadith|2040e|
hadith|2040f|
hadith|2040g|
hadith|2040h|Telah menceritakan kepada kami [Abu Bakr bin Abu Syaibah], Telah menceritakan kepada kami [Abdullah bin Numair], demikian juga diriwayatkan dari jalur lain, dan Telah menceritakan kepada kami [Ibnu Numair] lafazh ini miliknya, telah menceritakan kepada kami [Bapakku], Telah menceritakan kepada kami [Sa'd bin Sa'id], Telah menceritakan kepadaku [Anas bin Malik radliallahu 'anhu] dia berkata; "Abu Thalhah menyuruhku mendatangi Rasulullah shallallahu 'alaihi wasallam untuk mengundang beliau makan ke rumahnya, dan Abu Thalhah telah menyediakan hidangan. Lalu aku pergi mengundang beliau. Aku dapati beliau sedang bersama orang banyak. Beliau menengok kepadaku sehingga aku malu karenanya. Lalu aku katakan; 'Abu Thalhah mengundang anda makan ke rumahnya, sudilah Anda berkenaan (memenuhinya)! ' Maka beliau berkata: 'Berdirilah semuanya! ' Kata Abu Thalhah; 'Ya, Rasulullah! Aku hanya menyediakan makanan untuk Anda seorang.' Lalu beliau menyentuh makanan yang tersedia itu dan mendoakan keberkahan bagi makanan tersebut. Kemudian beliau bersabda: 'Suruh masuk kawan-kawan itu sepuluh orang.' Kata beliau: 'Silahkan Makanlah! ' Dari sela-sela jari beliau keluar sesuatu (berupa makanan), maka makanlah mereka sampai kenyang, sesudah itu mereka keluar. Kata beliau: 'Suruh masuk sepuluh orang lagi.' Mereka makan pula sampai kenyang. Begitulah seterusnya secara bergantian mereka masuk sepuluh orang, sehingga tidak seorangpun yang ketinggalan, semuanya masuk dan makan sampai kenyang. Kemudian ternyata makanan masih tersisa sebanyak semula." Dan Telah menceritakan kepadaku [Said bin Yahya Al Umawi] Telah menceritakan kepadaku [Bapakku] Telah menceritakan kepada kami [Sa'd bin Sa'id] dia berkata; Aku mendengar [Anas bin Malik] berkata; Abu Thalhah mengutusku untuk mengundang Rasulullah shallallahu 'alaihi wasallam…dan seterusnya seperti Hadits yang diriwayatkan Ibnu Numair, tapi dia berkata pada akhir hadisnya; 'Kemudian beliau mengambil sisa makanan dan mengumpulkannya lalu mendo'akan keberkahan untuknya hingga makanan tersebut kembali (banyak) seperti semula, kemudian beliau bersabda: 'Yang ini bukan untuk kalian.' Dan Telah menceritakan kepadaku [Amru An Naqid], Telah menceritakan kepada kami [Abdullah bin Ja'far Ar Raqi], Telah menceritakan kepada kami [Ubaidullah bin Amru] dari [Abdul Malik bin Umair] dari [Abdurrahman bin Abu Laila], dari [Anas bin Malik] dia berkata; 'Abu Thalhah menyuruh Ummu Sulaim agar membuat makanan yang khusus untuk Rasulullah shallallahu 'alaihi wasallam saja. Kemudian dia mengutusku untuk mengundang beliau shallallahu 'alaihi wasallam…… dan seterusnya dengan Hadits yang serupa. Namun disebutkan di dalamnya, 'Lalu beliau shallallahu 'alaihi wasallam meletakan tangannya sambil menyebut nama Allah kemudian berkata; 'Persilahkan sepuluh orang masuk, lalu mereka masuk.' Beliau bersabda: 'Makanlah dan ucapkanlah basmalah.' Mereka pun kemudian makan hingga jumlah mereka mencapai tujuh puluh orang laki-laki. Setelah itu Nabi shallallahu 'alaihi wasallam dan yang menjamunya makan hingga habis. Dan Telah menceritakan kepada kami [Abbad bin Humaid] Telah menceritakan kepada kami [Abdullah bin Maslamah], Telah menceritakan kepada kami [Abdul 'Aziz bin Muhammad] dari [Amru bin Yahya] dari [Bapaknya] dari [Anas bin Malik] -dengan kisah ini- (kisah Abu Thalhah menjamu Rasulullah shallallahu 'alaihi wasallam). -Dari Nabi Shallallah 'Alaihi Wa Sallam.- Dan disebutkan di dalamnya; 'Lalu Abu Thalhah berdiri di depan pintu hingga Rasulullah shallallahu 'alaihi wasallam datang. Kemudian dia berkata; 'Wahai Rasulullah Shallallah 'Alaihi Wa Sallam, kami hanya memiliki sedikit makanan.' Rasulullah menjawab: 'Bawa kesini, sesungguhnya Allah akan memberikan keberkahan.' Dan telah menceritakan kepada kami ['Abad bin Humaid], Telah menceritakan kepada kami [Khalid bin Makhlad Al Bajali], Telah menceritakan kepadaku [Muhammad bin Musa], Telah menceritakan kepada kami [Abdullah bin Abdullah bin Abu Thalhah] dari [Anas bin Malik] dari Nabi shallallahu 'alaihi wasallam dengan Hadits ini. Dan di dalamnya disebutkan, 'Kemudian Rasulullah shallallahu 'alaihi wasallam dan tuan rumahnya makan. Namun makanan itu tetap tersisa yang dapat mencukupi untuk tetangganya.' Dan telah menceritakan kepada kami [Al Hasan bin Ali Al Hulwani], Telah menceritakan kepada kami [Wahab bin Jarir], Telah menceritakan kepada kami [Bapakku] dia berkata; 'Aku mendengar [Jarir bin Zaid] menceritakan dari ['Amru bin Abdullah bin Abu Thalhah] dari [Anas bin Malik] dia berkata; 'Abu Thalhah melihat Rasulullah shallallahu 'alaihi wasallam dalam keadaan tidur di masjid dengan membolak-balikkan tubuhnya, kemudian Abu Thalhah menemui Ummu Sulaim dan berkata; 'Aku melihat Rasulullah Shallallah 'Alaihi Wa Sallam tidur di masjid dengan membolak-balikkan tubuhnya, sepertinya beliau sedang lapar.' -Kemudian perawi menyebutkan Hadits diatas.- Dan disebutkan di dalamnya; 'Lalu Rasulullah Shallallah 'Alaihi Wa Sallam, Abu Thalhah, Ummu Sulaim dan Anas bin Malik makan, namun makanan itu tetap tersisa. Maka kami membagikannya kepada tetangga kami.' Dan telah menceritakan kepadaku [Harmalah bin Yahya At Tujibi], Telah menceritakan kepada kami [Abdullah bin Wahab], Telah mengabarkan kepadaku [Usamah] bahwa [Ya'qub bin Abdullah bin Abu Thalhah Al Anshari] telah menceritakan kepadanya, dia mendengar [Anas bin Malik] berkata; 'Pada suatu hari aku mendatangi Rasulullah shallallahu 'alaihi wasallam. Aku mendapatkan beliau sedang duduk berbincang-bincang dengan para sahabatnya, sedangkan perut beliau dalam keadaan di ikat. Seingatku beliau mengikatkan batu pada perutnya. Lalu aku bertanya kepada para sahabatnya; 'Kenapa Rasulullahu Shallallah 'Alaihi Wa Sallam mengikat perutnya? ' Mereka menjawab; 'Beliau sedang lapar.' Akupun segara pergi menemui Abu Thalhah suami Ummu Sulaim binti Milhan, Aku katakan kepadanya; 'Wahai Bapak, Aku melihat Rasulullah shallallahu 'alaihi wasallam mengikat perutnya, lalu aku tanyakan kepada para sahabatnya, mereka menjawab; 'Beliau sedang lapar.' Abu Thalhah pun masuk menemui ibuku, dia bertanya kepadanya; 'Apakah ada makanan? ' Dia menjawab; 'Ya aku punya sepotong roti dan beberapa kurma, apabila Rasulullah shallallahu 'alaihi wasallam datang kepada kita sendirian, kita bisa membuat beliau menjadi kenyang. Namun jika ada orang lain bersama beliau, maka makanan itu tidak cukup untuk mereka.' -Kemudian perawi menyebutkan semua kisah Hadits di atas. Dan telah menceritakan kepadaku [Hajjaj bin As Syaa'ir], Telah menceritakan kepada kami [Yunus bin Muhammad] Telah menceritakan kepada kami [Harb bin Maimun] dari [An Nadhr bin Anas] dari [Anas bin Malik] dari Nabi shallallahu 'alaihi wasallam -mengenai Abu Thalhah menjamu makanan kepada Rasulullah sebagaimana Hadits mereka
hadith|2040i|
chapter||
hadith|2041a|
hadith|2041b|
hadith|2041c|Telah menceritakan kepada kami [Muhammad bin Al 'Ala` Abu Kuraib], Telah menceritakan kepada kami [Abu Usamah] dari [Sulaiman bin Al Mughirah] dari [Tsabit] dari [Anas] dia berkata; "Seseorang mengundang Rasulullah shallallahu 'alaihi wasallam, lalu aku ikut bersama beliau. Kemudian dihidangkan kepada beliau kuah yang berisi labu. Rasulullah shallallahu 'alaihi wasallam makan dengan kuah labu tersebut dan beliau menyukainya. Anas berkata; 'Ketika aku melihat demikan, aku tidak memakannya, aku berikan kepada Rasulullah shallallahu 'alaihi wasallam.' Anas berkata; 'Setelah itu aku selalu menyukai labu.' Dan Telah menceritakan kepadaku [Hajjaj bin As Syaa'ir] dan [Abad bin Humaid] -semuanya- dari [Abdurrazzaq], telah mengabarkan kepada kami [Ma'mar] dari [Tsabit Al Bunani] dan ['Ashim Al Ahwal] dari [Anas bin Malik] bahwa seorang penjahit (pakaian) mengundang Rasulullah shallallahu 'alaihi wasallam untuk makan. Di dalamnya ada tambahan, Tsabit berkata; Aku mendengar Anas berkata; 'Setelah itu, tidak dibuatkan untukku makanan yang memungkinkan ada labunya melainkan pasti dibuatkan
chapter||
hadith|2042a|
hadith|2042b|
chapter||
hadith|2043|Telah menceritakan kepada kami [Yahya bin Yahya At Tamimi] dan [Abdullah bin 'Aun Al Hilali], Yahya berkata; Telah mengabarkan kepadaku, sedang Ibnu 'Aun berkata; Telah menceritakan kepada kami [Ibrahim bin Sa'd] dari [Bapaknya] dari [Abdullah bin Ja'far] dia berkata; "Aku pernah melihat Rasulullah shallallahu 'alaihi wasallam memakan mentimun dengan ruthab (kurma basah yang baru matang)
chapter||
hadith|2044a|
hadith|2044b|Dan telah menceritakan kepada kami [Zuhair bin Harb] dan [Ibnu Abu Umar] -semuanya- dari [Sufyan], [Ibnu Abu Umar] berkata; Telah menceritakan kepada kami [Sufyan bin 'Uyainah] dari [Mush'ab bin Sulaim] dari [Anas], dia berkata; 'Nabi shallallahu 'alaihi wasallam di beri kurma, lalu beliau membelahnya (beliau dalam keadaan tidak tenang duduknya), beliau makan dengan cepat (karena lapar).' Dan di dalam riwayat Zuhair; 'Beliau makan dengan Hatsis (cepat)
chapter||
hadith|2045a|
hadith|2045b|
hadith|2045c|Telah menceritakan kepada kami [Zuhair bin Harb] dan [Muhammad bin Al Mutsanna] keduanya berkata; Telah menceritakan kepada kami [Abdurrahman] dari [Sufyan] dari [Jabalah bin Suhaim] dia berkata; 'Aku mendengar [Ibnu Umar] berkata; 'Rasulullah Shallallah 'Alaihi Wa Sallam melarang seseorang mengambil dua butir kurma sekaligus kecuali setelah mendapat idzin dari teman-temannya
chapter||
hadith|2046a|
